variable,regressor,regressor__n_neighbors,pca,scaler,regressor__weights,regressor__metric,score,std
wind_max,KNeighborsRegressor,20,None,None,distance,chebyshev,-2.51870113,0.34530938
wind_max,KNeighborsRegressor,20,None,StandardScaler,uniform,euclidean,-2.38454898,0.42665318
wind_max,KNeighborsRegressor,20,None,StandardScaler,uniform,manhattan,-2.54432094,0.37221494
wind_max,KNeighborsRegressor,20,None,StandardScaler,uniform,chebyshev,-2.51649721,0.35643334
wind_max,KNeighborsRegressor,20,None,StandardScaler,distance,euclidean,-2.37297451,0.42090551
wind_max,KNeighborsRegressor,20,None,StandardScaler,distance,manhattan,-2.53522681,0.36946697
wind_max,KNeighborsRegressor,20,None,StandardScaler,distance,chebyshev,-2.50711955,0.35366819
wind_max,KNeighborsRegressor,20,None,RobustScaler,uniform,euclidean,-2.41969921,0.42917196
wind_max,KNeighborsRegressor,20,None,RobustScaler,uniform,manhattan,-2.55695494,0.37034823
wind_max,KNeighborsRegressor,20,None,RobustScaler,uniform,chebyshev,-2.53261624,0.36597217
wind_max,KNeighborsRegressor,20,None,RobustScaler,distance,euclidean,-2.40822944,0.42393173
wind_max,KNeighborsRegressor,20,None,RobustScaler,distance,manhattan,-2.55071757,0.36856636
wind_max,KNeighborsRegressor,20,None,RobustScaler,distance,chebyshev,-2.52613767,0.36176701
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),None,uniform,euclidean,-2.39760431,0.4267857
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),None,uniform,manhattan,-2.54339421,0.38140822
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),None,uniform,chebyshev,-2.51671804,0.37734533
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),None,distance,euclidean,-2.38740159,0.4224028
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),None,distance,manhattan,-2.53502997,0.37859064
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),None,distance,chebyshev,-2.50903235,0.37236545
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-2.42955157,0.46282561
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-2.67981437,0.41332141
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-2.58741272,0.36810035
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),StandardScaler,distance,euclidean,-2.41896746,0.46094027
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),StandardScaler,distance,manhattan,-2.6650802,0.41115259
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-2.57393247,0.36571075
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-2.42030068,0.46779218
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-2.68699921,0.42853565
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-2.57979155,0.3753592
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),RobustScaler,distance,euclidean,-2.40977158,0.46556131
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),RobustScaler,distance,manhattan,-2.67019952,0.42476515
wind_max,KNeighborsRegressor,20,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-2.56602296,0.37176648
wind_max,KNeighborsRegressor,25,None,None,uniform,euclidean,-2.38711245,0.40805902
wind_max,KNeighborsRegressor,25,None,None,uniform,manhattan,-2.54546611,0.34887136
wind_max,KNeighborsRegressor,25,None,None,uniform,chebyshev,-2.53655923,0.34062692
wind_max,KNeighborsRegressor,25,None,None,distance,euclidean,-2.37921331,0.40546106
wind_max,KNeighborsRegressor,25,None,None,distance,manhattan,-2.54154792,0.34859277
wind_max,KNeighborsRegressor,25,None,None,distance,chebyshev,-2.52842577,0.33659616
wind_max,KNeighborsRegressor,25,None,StandardScaler,uniform,euclidean,-2.36934613,0.41168896
wind_max,KNeighborsRegressor,25,None,StandardScaler,uniform,manhattan,-2.52695848,0.35354747
wind_max,KNeighborsRegressor,25,None,StandardScaler,uniform,chebyshev,-2.51641036,0.35440835
wind_max,KNeighborsRegressor,25,None,StandardScaler,distance,euclidean,-2.36164779,0.40778267
wind_max,KNeighborsRegressor,25,None,StandardScaler,distance,manhattan,-2.52174684,0.35273575
wind_max,KNeighborsRegressor,25,None,StandardScaler,distance,chebyshev,-2.50810144,0.34886508
wind_max,KNeighborsRegressor,25,None,RobustScaler,uniform,euclidean,-2.39710678,0.4051915
wind_max,KNeighborsRegressor,25,None,RobustScaler,uniform,manhattan,-2.53425214,0.36691173
wind_max,KNeighborsRegressor,25,None,RobustScaler,uniform,chebyshev,-2.50622173,0.34476813
wind_max,KNeighborsRegressor,25,None,RobustScaler,distance,euclidean,-2.3904114,0.4042357
wind_max,KNeighborsRegressor,25,None,RobustScaler,distance,manhattan,-2.52569581,0.36418472
wind_max,KNeighborsRegressor,25,None,RobustScaler,distance,chebyshev,-2.49754422,0.3401543
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),None,uniform,euclidean,-2.36950236,0.4071837
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),None,uniform,manhattan,-2.52387203,0.37097592
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),None,uniform,chebyshev,-2.49150173,0.35248709
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),None,distance,euclidean,-2.36386532,0.40622172
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),None,distance,manhattan,-2.51368268,0.36870165
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),None,distance,chebyshev,-2.48190304,0.34741525
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-2.39642819,0.41740701
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-2.60499456,0.36645142
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-2.56073763,0.3612537
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),StandardScaler,distance,euclidean,-2.38793739,0.41253639
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),StandardScaler,distance,manhattan,-2.5974915,0.36215655
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-2.55386185,0.35649205
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-2.37694191,0.41839751
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-2.57985394,0.36040454
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-2.55118459,0.36502519
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),RobustScaler,distance,euclidean,-2.3684889,0.41420152
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),RobustScaler,distance,manhattan,-2.57375711,0.35832003
wind_max,KNeighborsRegressor,25,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-2.54122115,0.35891448
wind_max,KNeighborsRegressor,30,None,None,uniform,euclidean,-2.37926188,0.42496905
wind_max,KNeighborsRegressor,30,None,None,uniform,manhattan,-2.53594132,0.37632661
wind_max,KNeighborsRegressor,30,None,None,uniform,chebyshev,-2.50573911,0.36860323
wind_max,KNeighborsRegressor,30,None,None,distance,euclidean,-2.36753981,0.4207907
wind_max,KNeighborsRegressor,30,None,None,distance,manhattan,-2.52607583,0.37336241
wind_max,KNeighborsRegressor,30,None,None,distance,chebyshev,-2.49598165,0.36454329
wind_max,KNeighborsRegressor,30,None,StandardScaler,uniform,euclidean,-2.36375981,0.43730719
wind_max,KNeighborsRegressor,30,None,StandardScaler,uniform,manhattan,-2.53472044,0.3951677
wind_max,KNeighborsRegressor,30,None,StandardScaler,uniform,chebyshev,-2.51114601,0.39035809
wind_max,KNeighborsRegressor,30,None,StandardScaler,distance,euclidean,-2.35243827,0.43325265
wind_max,KNeighborsRegressor,30,None,StandardScaler,distance,manhattan,-2.52064108,0.39047815
wind_max,KNeighborsRegressor,30,None,StandardScaler,distance,chebyshev,-2.49592543,0.38432847
wind_max,KNeighborsRegressor,30,None,RobustScaler,uniform,euclidean,-2.38610693,0.42770513
wind_max,KNeighborsRegressor,30,None,RobustScaler,uniform,manhattan,-2.53163737,0.38533355
wind_max,KNeighborsRegressor,30,None,RobustScaler,uniform,chebyshev,-2.50506055,0.38837306
wind_max,KNeighborsRegressor,30,None,RobustScaler,distance,euclidean,-2.37576565,0.42382886
wind_max,KNeighborsRegressor,30,None,RobustScaler,distance,manhattan,-2.52295101,0.38216289
wind_max,KNeighborsRegressor,30,None,RobustScaler,distance,chebyshev,-2.49628411,0.38209224
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),None,uniform,euclidean,-2.37427954,0.43650528
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),None,uniform,manhattan,-2.52155353,0.40738086
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),None,uniform,chebyshev,-2.49947001,0.41033549
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),None,distance,euclidean,-2.36224571,0.4327927
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),None,distance,manhattan,-2.50984752,0.40245318
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),None,distance,chebyshev,-2.48694603,0.4034833
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-2.41291539,0.4683681
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-2.69254753,0.44049405
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-2.5810778,0.38457097
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),StandardScaler,distance,euclidean,-2.40247555,0.46652838
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),StandardScaler,distance,manhattan,-2.6752659,0.43622906
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-2.56640976,0.38013205
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-2.40061777,0.46837202
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-2.7133058,0.46835293
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-2.59107349,0.40497654
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),RobustScaler,distance,euclidean,-2.3902165,0.46707326
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),RobustScaler,distance,manhattan,-2.69293658,0.46325089
wind_max,KNeighborsRegressor,30,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-2.57363941,0.39910652
wind_max,KNeighborsRegressor,50,None,None,uniform,euclidean,-2.35599155,0.41570211
wind_max,KNeighborsRegressor,50,None,None,uniform,manhattan,-2.52261338,0.3615449
wind_max,KNeighborsRegressor,50,None,None,uniform,chebyshev,-2.5058394,0.3529775
wind_max,KNeighborsRegressor,50,None,None,distance,euclidean,-2.34846394,0.41164785
wind_max,KNeighborsRegressor,50,None,None,distance,manhattan,-2.51493095,0.35918471
wind_max,KNeighborsRegressor,50,None,None,distance,chebyshev,-2.49660163,0.34806239
wind_max,KNeighborsRegressor,50,None,StandardScaler,uniform,euclidean,-2.34334092,0.42289397
wind_max,KNeighborsRegressor,50,None,StandardScaler,uniform,manhattan,-2.51991323,0.38083709
wind_max,KNeighborsRegressor,50,None,StandardScaler,uniform,chebyshev,-2.50014597,0.38079795
wind_max,KNeighborsRegressor,50,None,StandardScaler,distance,euclidean,-2.33358769,0.41987262
wind_max,KNeighborsRegressor,50,None,StandardScaler,distance,manhattan,-2.50692331,0.37666783
wind_max,KNeighborsRegressor,50,None,StandardScaler,distance,chebyshev,-2.48508333,0.37206063
wind_max,KNeighborsRegressor,50,None,RobustScaler,uniform,euclidean,-2.35957803,0.41041308
wind_max,KNeighborsRegressor,50,None,RobustScaler,uniform,manhattan,-2.51659611,0.37675128
wind_max,KNeighborsRegressor,50,None,RobustScaler,uniform,chebyshev,-2.48654027,0.36186203
wind_max,KNeighborsRegressor,50,None,RobustScaler,distance,euclidean,-2.3535633,0.40891169
wind_max,KNeighborsRegressor,50,None,RobustScaler,distance,manhattan,-2.50521155,0.37422178
wind_max,KNeighborsRegressor,50,None,RobustScaler,distance,chebyshev,-2.47475088,0.35488382
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),None,uniform,euclidean,-2.33962908,0.41809803
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),None,uniform,manhattan,-2.5127964,0.39243431
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),None,uniform,chebyshev,-2.47071525,0.39030845
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),None,distance,euclidean,-2.33183522,0.41593064
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),None,distance,manhattan,-2.49725476,0.38805048
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),None,distance,chebyshev,-2.45646463,0.38164109
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-2.37025176,0.42410965
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-2.56849627,0.3704213
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-2.54892451,0.37243571
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),StandardScaler,distance,euclidean,-2.3608025,0.41962819
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),StandardScaler,distance,manhattan,-2.56107468,0.36660067
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-2.53604446,0.3647739
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-2.35508632,0.43456004
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-2.54991017,0.38296725
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-2.53989943,0.38600608
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),RobustScaler,distance,euclidean,-2.34333443,0.42923776
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),RobustScaler,distance,manhattan,-2.53917123,0.37868241
wind_max,KNeighborsRegressor,50,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-2.52390887,0.37827556
wind_max,KNeighborsRegressor,70,None,None,uniform,euclidean,-2.35820971,0.44217599
wind_max,KNeighborsRegressor,70,None,None,uniform,manhattan,-2.54073891,0.40658297
wind_max,KNeighborsRegressor,70,None,None,uniform,chebyshev,-2.51103053,0.41068275
wind_max,KNeighborsRegressor,70,None,None,distance,euclidean,-2.34666533,0.43784179
wind_max,KNeighborsRegressor,70,None,None,distance,manhattan,-2.52379505,0.40079351
wind_max,KNeighborsRegressor,70,None,None,distance,chebyshev,-2.49508616,0.40258906
wind_max,KNeighborsRegressor,70,None,StandardScaler,uniform,euclidean,-2.36294542,0.45360044
wind_max,KNeighborsRegressor,70,None,StandardScaler,uniform,manhattan,-2.551459,0.43075906
wind_max,KNeighborsRegressor,70,None,StandardScaler,uniform,chebyshev,-2.51844571,0.43112167
wind_max,KNeighborsRegressor,70,None,StandardScaler,distance,euclidean,-2.34918279,0.44712384
wind_max,KNeighborsRegressor,70,None,StandardScaler,distance,manhattan,-2.53192572,0.422149
wind_max,KNeighborsRegressor,70,None,StandardScaler,distance,chebyshev,-2.5001563,0.42062291
wind_max,KNeighborsRegressor,70,None,RobustScaler,uniform,euclidean,-2.37751742,0.4448586
wind_max,KNeighborsRegressor,70,None,RobustScaler,uniform,manhattan,-2.52962118,0.42570231
wind_max,KNeighborsRegressor,70,None,RobustScaler,uniform,chebyshev,-2.50220434,0.43398688
wind_max,KNeighborsRegressor,70,None,RobustScaler,distance,euclidean,-2.36363656,0.43991842
wind_max,KNeighborsRegressor,70,None,RobustScaler,distance,manhattan,-2.51413919,0.41896631
wind_max,KNeighborsRegressor,70,None,RobustScaler,distance,chebyshev,-2.48728911,0.4245432
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),None,uniform,euclidean,-2.37967386,0.45285233
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),None,uniform,manhattan,-2.53338244,0.44702882
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),None,uniform,chebyshev,-2.51142743,0.45349674
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),None,distance,euclidean,-2.36439143,0.44635974
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),None,distance,manhattan,-2.51582997,0.43776007
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),None,distance,chebyshev,-2.49415394,0.44187407
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-2.40122102,0.47693468
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-2.73857522,0.4794689
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-2.60051422,0.41588566
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),StandardScaler,distance,euclidean,-2.38998496,0.47465461
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),StandardScaler,distance,manhattan,-2.71546398,0.47449798
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-2.58149287,0.40988652
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-2.40178095,0.48500859
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-2.78174863,0.50072351
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-2.62824511,0.43325438
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),RobustScaler,distance,euclidean,-2.38997599,0.48229829
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),RobustScaler,distance,manhattan,-2.75397493,0.49494788
wind_max,KNeighborsRegressor,70,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-2.60562369,0.42599294
wind_max,KNeighborsRegressor,100,None,None,uniform,euclidean,-2.34269778,0.4326341
wind_max,KNeighborsRegressor,100,None,None,uniform,manhattan,-2.52475449,0.39352233
wind_max,KNeighborsRegressor,100,None,None,uniform,chebyshev,-2.50004861,0.39390117
wind_max,KNeighborsRegressor,100,None,None,distance,euclidean,-2.3306248,0.4275473
wind_max,KNeighborsRegressor,100,None,None,distance,manhattan,-2.50787229,0.38739361
wind_max,KNeighborsRegressor,100,None,None,distance,chebyshev,-2.48309637,0.38381317
wind_max,KNeighborsRegressor,100,None,StandardScaler,uniform,euclidean,-2.34494689,0.4408802
wind_max,KNeighborsRegressor,100,None,StandardScaler,uniform,manhattan,-2.53843917,0.41488369
wind_max,KNeighborsRegressor,100,None,StandardScaler,uniform,chebyshev,-2.51118153,0.42006515
wind_max,KNeighborsRegressor,100,None,StandardScaler,distance,euclidean,-2.33001408,0.43401221
wind_max,KNeighborsRegressor,100,None,StandardScaler,distance,manhattan,-2.51731276,0.40499307
wind_max,KNeighborsRegressor,100,None,StandardScaler,distance,chebyshev,-2.49061666,0.40641417
wind_max,KNeighborsRegressor,100,None,RobustScaler,uniform,euclidean,-2.34137014,0.42628027
wind_max,KNeighborsRegressor,100,None,RobustScaler,uniform,manhattan,-2.51503352,0.41112352
wind_max,KNeighborsRegressor,100,None,RobustScaler,uniform,chebyshev,-2.47597684,0.40656802
wind_max,KNeighborsRegressor,100,None,RobustScaler,distance,euclidean,-2.33030169,0.4224053
wind_max,KNeighborsRegressor,100,None,RobustScaler,distance,manhattan,-2.49689516,0.40397928
wind_max,KNeighborsRegressor,100,None,RobustScaler,distance,chebyshev,-2.45864545,0.39614717
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),None,uniform,euclidean,-2.34856382,0.43953687
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),None,uniform,manhattan,-2.52984638,0.43579322
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),None,uniform,chebyshev,-2.48914986,0.43244679
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),None,distance,euclidean,-2.3345987,0.43316816
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),None,distance,manhattan,-2.50823217,0.42515642
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),None,distance,chebyshev,-2.46871993,0.41866455
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-2.34905611,0.43554827
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-2.55955382,0.38718521
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-2.54591236,0.39045197
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),StandardScaler,distance,euclidean,-2.33664986,0.43070777
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),StandardScaler,distance,manhattan,-2.54337655,0.38290665
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-2.52674829,0.38279715
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-2.35411009,0.44766969
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-2.56815435,0.4009609
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-2.5538453,0.41128769
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),RobustScaler,distance,euclidean,-2.33861177,0.43951229
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),RobustScaler,distance,manhattan,-2.54779303,0.39340264
wind_max,KNeighborsRegressor,100,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-2.53243902,0.40049792
wind_med,KNeighborsRegressor,1,None,None,uniform,euclidean,-2.74264566,0.40780198
wind_med,KNeighborsRegressor,1,None,None,uniform,manhattan,-2.8945997,0.4279604
wind_med,KNeighborsRegressor,1,None,None,uniform,chebyshev,-2.85958976,0.42237194
wind_med,KNeighborsRegressor,1,None,None,distance,euclidean,-2.74264566,0.40780198
wind_med,KNeighborsRegressor,1,None,None,distance,manhattan,-2.8945997,0.4279604
wind_med,KNeighborsRegressor,1,None,None,distance,chebyshev,-2.85958976,0.42237194
wind_med,KNeighborsRegressor,1,None,StandardScaler,uniform,euclidean,-2.33106652,0.43267362
wind_med,KNeighborsRegressor,1,None,StandardScaler,uniform,manhattan,-2.46860859,0.36146367
wind_med,KNeighborsRegressor,1,None,StandardScaler,uniform,chebyshev,-2.45751024,0.3625243
wind_med,KNeighborsRegressor,1,None,StandardScaler,distance,euclidean,-2.32898816,0.43178958
wind_med,KNeighborsRegressor,1,None,StandardScaler,distance,manhattan,-2.46571035,0.36301714
wind_med,KNeighborsRegressor,1,None,StandardScaler,distance,chebyshev,-2.45329537,0.36162265
wind_med,KNeighborsRegressor,1,None,RobustScaler,uniform,euclidean,-2.70813268,0.42193302
wind_med,KNeighborsRegressor,1,None,RobustScaler,uniform,manhattan,-2.88061832,0.40020475
wind_med,KNeighborsRegressor,1,None,RobustScaler,uniform,chebyshev,-2.83787374,0.40347487
wind_med,KNeighborsRegressor,1,None,RobustScaler,distance,euclidean,-2.70813268,0.42193302
wind_med,KNeighborsRegressor,1,None,RobustScaler,distance,manhattan,-2.88061832,0.40020475
wind_med,KNeighborsRegressor,1,None,RobustScaler,distance,chebyshev,-2.83787374,0.40347487
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),None,uniform,euclidean,-2.34690002,0.42317996
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),None,uniform,manhattan,-2.50195271,0.37731822
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),None,uniform,chebyshev,-2.46632095,0.3677904
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),None,distance,euclidean,-2.34573238,0.42261719
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),None,distance,manhattan,-2.49985953,0.37956678
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),None,distance,chebyshev,-2.46426838,0.36680107
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-2.73887218,0.47695158
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-2.95264626,0.45431255
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-2.87841479,0.43267124
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),StandardScaler,distance,euclidean,-2.73887218,0.47695158
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),StandardScaler,distance,manhattan,-2.95264626,0.45431255
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-2.87841479,0.43267124
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-2.3577662,0.44562973
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-2.51194286,0.40891636
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-2.48178792,0.42749643
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),RobustScaler,distance,euclidean,-2.35701959,0.44571073
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),RobustScaler,distance,manhattan,-2.51120686,0.41548806
wind_med,KNeighborsRegressor,1,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-2.47933766,0.42906524
wind_med,KNeighborsRegressor,3,None,None,uniform,euclidean,-2.76157477,0.46811811
wind_med,KNeighborsRegressor,3,None,None,uniform,manhattan,-2.90107037,0.42584346
wind_med,KNeighborsRegressor,3,None,None,uniform,chebyshev,-2.86928633,0.42339791
wind_med,KNeighborsRegressor,3,None,None,distance,euclidean,-2.76157477,0.46811811
wind_med,KNeighborsRegressor,3,None,None,distance,manhattan,-2.90107037,0.42584346
wind_med,KNeighborsRegressor,3,None,None,distance,chebyshev,-2.86928633,0.42339791
wind_med,KNeighborsRegressor,3,None,StandardScaler,uniform,euclidean,-2.36373585,0.40803258
wind_med,KNeighborsRegressor,3,None,StandardScaler,uniform,manhattan,-2.48438807,0.34649592
wind_med,KNeighborsRegressor,3,None,StandardScaler,uniform,chebyshev,-2.46875975,0.33189793
wind_med,KNeighborsRegressor,3,None,StandardScaler,distance,euclidean,-2.3674134,0.40871972
wind_med,KNeighborsRegressor,3,None,StandardScaler,distance,manhattan,-2.4853632,0.35001499
wind_med,KNeighborsRegressor,3,None,StandardScaler,distance,chebyshev,-2.46763788,0.33472276
wind_med,KNeighborsRegressor,3,None,RobustScaler,uniform,euclidean,-2.74645467,0.46750079
wind_med,KNeighborsRegressor,3,None,RobustScaler,uniform,manhattan,-2.85546069,0.38322707
wind_med,KNeighborsRegressor,3,None,RobustScaler,uniform,chebyshev,-2.83771583,0.45775765
wind_med,KNeighborsRegressor,3,None,RobustScaler,distance,euclidean,-2.74645467,0.46750079
wind_med,KNeighborsRegressor,3,None,RobustScaler,distance,manhattan,-2.85546069,0.38322707
wind_med,KNeighborsRegressor,3,None,RobustScaler,distance,chebyshev,-2.83771583,0.45775765
wind_med,KNeighborsRegressor,3,PCA(n_components=0.95),None,uniform,euclidean,-2.34871161,0.37588361
wind_med,KNeighborsRegressor,3,PCA(n_components=0.95),None,uniform,manhattan,-2.46074605,0.37261069
wind_med,KNeighborsRegressor,3,PCA(n_components=0.95),None,uniform,chebyshev,-2.45991106,0.35129191
