variable,regressor,regressor__n_neighbors,pca,scaler,regressor__weights,regressor__metric,score,std
shww_med,KNeighborsRegressor,20,None,StandardScaler,uniform,euclidean,-0.69974402,0.35056392
shww_med,KNeighborsRegressor,20,None,StandardScaler,uniform,manhattan,-0.71336702,0.34582901
shww_med,KNeighborsRegressor,20,None,StandardScaler,uniform,chebyshev,-0.70134904,0.34421855
shww_med,KNeighborsRegressor,20,None,StandardScaler,distance,euclidean,-0.69995055,0.35117172
shww_med,KNeighborsRegressor,20,None,StandardScaler,distance,manhattan,-0.71349008,0.34602533
shww_med,KNeighborsRegressor,20,None,StandardScaler,distance,chebyshev,-0.70147442,0.34440769
shww_med,KNeighborsRegressor,20,None,RobustScaler,uniform,euclidean,-0.6997362,0.3532208
shww_med,KNeighborsRegressor,20,None,RobustScaler,uniform,manhattan,-0.72380496,0.35465451
shww_med,KNeighborsRegressor,20,None,RobustScaler,uniform,chebyshev,-0.71173835,0.34966207
shww_med,KNeighborsRegressor,20,None,RobustScaler,distance,euclidean,-0.70036185,0.35351671
shww_med,KNeighborsRegressor,20,None,RobustScaler,distance,manhattan,-0.72405785,0.35382109
shww_med,KNeighborsRegressor,20,None,RobustScaler,distance,chebyshev,-0.71216605,0.34926867
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),None,uniform,euclidean,-0.69423901,0.34945382
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),None,uniform,manhattan,-0.72174945,0.35409462
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),None,uniform,chebyshev,-0.70873438,0.34966269
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),None,distance,euclidean,-0.69499706,0.350201
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),None,distance,manhattan,-0.72162534,0.35346085
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),None,distance,chebyshev,-0.70897969,0.34953392
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-0.73730697,0.37313862
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-0.79816204,0.38179846
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-0.73304218,0.34850951
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),StandardScaler,distance,euclidean,-0.73584477,0.37284874
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),StandardScaler,distance,manhattan,-0.79480861,0.3798934
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-0.73183309,0.34869157
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-0.73936351,0.37276207
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-0.80264517,0.38651195
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-0.73007847,0.35207434
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),RobustScaler,distance,euclidean,-0.73745138,0.37254262
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),RobustScaler,distance,manhattan,-0.79865132,0.38410851
shww_med,KNeighborsRegressor,20,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-0.72901433,0.35208723
shww_med,KNeighborsRegressor,25,None,None,uniform,euclidean,-0.70893401,0.34748134
shww_med,KNeighborsRegressor,25,None,None,uniform,manhattan,-0.71935725,0.34915061
shww_med,KNeighborsRegressor,25,None,None,uniform,chebyshev,-0.70610224,0.34508252
shww_med,KNeighborsRegressor,25,None,None,distance,euclidean,-0.70916101,0.34707303
shww_med,KNeighborsRegressor,25,None,None,distance,manhattan,-0.7192194,0.34879105
shww_med,KNeighborsRegressor,25,None,None,distance,chebyshev,-0.70665771,0.34603639
shww_med,KNeighborsRegressor,25,None,StandardScaler,uniform,euclidean,-0.70333015,0.34438319
shww_med,KNeighborsRegressor,25,None,StandardScaler,uniform,manhattan,-0.71159869,0.34517205
shww_med,KNeighborsRegressor,25,None,StandardScaler,uniform,chebyshev,-0.69979311,0.34242853
shww_med,KNeighborsRegressor,25,None,StandardScaler,distance,euclidean,-0.70390126,0.34432691
shww_med,KNeighborsRegressor,25,None,StandardScaler,distance,manhattan,-0.71161566,0.34524431
shww_med,KNeighborsRegressor,25,None,StandardScaler,distance,chebyshev,-0.70065921,0.34377181
shww_med,KNeighborsRegressor,25,None,RobustScaler,uniform,euclidean,-0.70647585,0.34764626
shww_med,KNeighborsRegressor,25,None,RobustScaler,uniform,manhattan,-0.71981058,0.3521827
shww_med,KNeighborsRegressor,25,None,RobustScaler,uniform,chebyshev,-0.70651311,0.34640519
shww_med,KNeighborsRegressor,25,None,RobustScaler,distance,euclidean,-0.70616325,0.3463514
shww_med,KNeighborsRegressor,25,None,RobustScaler,distance,manhattan,-0.71903277,0.35151065
shww_med,KNeighborsRegressor,25,None,RobustScaler,distance,chebyshev,-0.70689103,0.34579105
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),None,uniform,euclidean,-0.70168603,0.34567378
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),None,uniform,manhattan,-0.71608785,0.34828928
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),None,uniform,chebyshev,-0.70084167,0.34457139
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),None,distance,euclidean,-0.70173065,0.34504989
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),None,distance,manhattan,-0.71520419,0.34793977
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),None,distance,chebyshev,-0.70116733,0.34435542
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-0.70437463,0.34103686
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-0.71782118,0.34360428
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-0.71176742,0.3541604
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),StandardScaler,distance,euclidean,-0.70533012,0.34138229
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),StandardScaler,distance,manhattan,-0.71796003,0.34405807
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-0.71243811,0.35542764
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-0.70022243,0.3430561
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-0.71439459,0.34319799
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-0.70802242,0.35271808
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),RobustScaler,distance,euclidean,-0.70097917,0.342856
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),RobustScaler,distance,manhattan,-0.71434392,0.34335839
shww_med,KNeighborsRegressor,25,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-0.70830015,0.35400544
shww_med,KNeighborsRegressor,30,None,None,uniform,euclidean,-0.69416182,0.34608713
shww_med,KNeighborsRegressor,30,None,None,uniform,manhattan,-0.71426339,0.34630552
shww_med,KNeighborsRegressor,30,None,None,uniform,chebyshev,-0.6993079,0.34321219
shww_med,KNeighborsRegressor,30,None,None,distance,euclidean,-0.69465323,0.34710086
shww_med,KNeighborsRegressor,30,None,None,distance,manhattan,-0.71375977,0.34651903
shww_med,KNeighborsRegressor,30,None,None,distance,chebyshev,-0.69921521,0.34363696
shww_med,KNeighborsRegressor,30,None,StandardScaler,uniform,euclidean,-0.69039073,0.34064341
shww_med,KNeighborsRegressor,30,None,StandardScaler,uniform,manhattan,-0.71432343,0.34698187
shww_med,KNeighborsRegressor,30,None,StandardScaler,uniform,chebyshev,-0.69775931,0.34226628
shww_med,KNeighborsRegressor,30,None,StandardScaler,distance,euclidean,-0.69019807,0.34163608
shww_med,KNeighborsRegressor,30,None,StandardScaler,distance,manhattan,-0.71257193,0.34630082
shww_med,KNeighborsRegressor,30,None,StandardScaler,distance,chebyshev,-0.69676539,0.34233848
shww_med,KNeighborsRegressor,30,None,RobustScaler,uniform,euclidean,-0.69140822,0.34559054
shww_med,KNeighborsRegressor,30,None,RobustScaler,uniform,manhattan,-0.7165482,0.3525545
shww_med,KNeighborsRegressor,30,None,RobustScaler,uniform,chebyshev,-0.70484961,0.34758456
shww_med,KNeighborsRegressor,30,None,RobustScaler,distance,euclidean,-0.69223354,0.34692596
shww_med,KNeighborsRegressor,30,None,RobustScaler,distance,manhattan,-0.71666853,0.35227664
shww_med,KNeighborsRegressor,30,None,RobustScaler,distance,chebyshev,-0.7050451,0.34784412
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),None,uniform,euclidean,-0.68805769,0.34036522
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),None,uniform,manhattan,-0.71367934,0.35369603
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),None,uniform,chebyshev,-0.69970418,0.34612609
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),None,distance,euclidean,-0.68814203,0.3418606
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),None,distance,manhattan,-0.71253607,0.35283649
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),None,distance,chebyshev,-0.69946005,0.34640386
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-0.73883288,0.37186113
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-0.80527714,0.39199325
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-0.7300307,0.35241733
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),StandardScaler,distance,euclidean,-0.73696735,0.37179316
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),StandardScaler,distance,manhattan,-0.80116108,0.38925424
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-0.72869853,0.35199736
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-0.73818845,0.372215
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-0.81516583,0.40515971
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-0.73403039,0.36517406
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),RobustScaler,distance,euclidean,-0.73603113,0.37165268
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),RobustScaler,distance,manhattan,-0.80985487,0.4014168
shww_med,KNeighborsRegressor,30,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-0.73151013,0.36248441
shww_med,KNeighborsRegressor,50,None,None,uniform,euclidean,-0.69838316,0.34180579
shww_med,KNeighborsRegressor,50,None,None,uniform,manhattan,-0.70912328,0.34424814
shww_med,KNeighborsRegressor,50,None,None,uniform,chebyshev,-0.69919599,0.34167419
shww_med,KNeighborsRegressor,50,None,None,distance,euclidean,-0.69902725,0.34211453
shww_med,KNeighborsRegressor,50,None,None,distance,manhattan,-0.70887428,0.34440645
shww_med,KNeighborsRegressor,50,None,None,distance,chebyshev,-0.69952841,0.34313042
shww_med,KNeighborsRegressor,50,None,StandardScaler,uniform,euclidean,-0.69052042,0.33621969
shww_med,KNeighborsRegressor,50,None,StandardScaler,uniform,manhattan,-0.70743314,0.33975724
shww_med,KNeighborsRegressor,50,None,StandardScaler,uniform,chebyshev,-0.69237678,0.33968702
shww_med,KNeighborsRegressor,50,None,StandardScaler,distance,euclidean,-0.69114079,0.33742583
shww_med,KNeighborsRegressor,50,None,StandardScaler,distance,manhattan,-0.70605926,0.3406043
shww_med,KNeighborsRegressor,50,None,StandardScaler,distance,chebyshev,-0.69248153,0.34112402
shww_med,KNeighborsRegressor,50,None,RobustScaler,uniform,euclidean,-0.69834846,0.34053756
shww_med,KNeighborsRegressor,50,None,RobustScaler,uniform,manhattan,-0.71513597,0.34843936
shww_med,KNeighborsRegressor,50,None,RobustScaler,uniform,chebyshev,-0.6993786,0.34148644
shww_med,KNeighborsRegressor,50,None,RobustScaler,distance,euclidean,-0.69871465,0.34144098
shww_med,KNeighborsRegressor,50,None,RobustScaler,distance,manhattan,-0.71401715,0.34812838
shww_med,KNeighborsRegressor,50,None,RobustScaler,distance,chebyshev,-0.69932838,0.34192147
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),None,uniform,euclidean,-0.69580963,0.34100291
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),None,uniform,manhattan,-0.71270152,0.34887663
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),None,uniform,chebyshev,-0.69900658,0.34196253
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),None,distance,euclidean,-0.6950658,0.34101241
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),None,distance,manhattan,-0.71070765,0.3481001
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),None,distance,chebyshev,-0.69733087,0.34164945
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-0.700203,0.34150058
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-0.71203571,0.33920477
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-0.70426801,0.35097506
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),StandardScaler,distance,euclidean,-0.70026464,0.34174232
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),StandardScaler,distance,manhattan,-0.71217912,0.34056335
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-0.70465552,0.35267671
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-0.69618591,0.3345391
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-0.70996829,0.34012479
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-0.69961263,0.34656164
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),RobustScaler,distance,euclidean,-0.69552243,0.33597756
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),RobustScaler,distance,manhattan,-0.70874132,0.34144765
shww_med,KNeighborsRegressor,50,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-0.69969309,0.34888255
shww_med,KNeighborsRegressor,70,None,None,uniform,euclidean,-0.69510633,0.34223677
shww_med,KNeighborsRegressor,70,None,None,uniform,manhattan,-0.72151997,0.35398986
shww_med,KNeighborsRegressor,70,None,None,uniform,chebyshev,-0.7010385,0.34761485
shww_med,KNeighborsRegressor,70,None,None,distance,euclidean,-0.69312817,0.3415932
shww_med,KNeighborsRegressor,70,None,None,distance,manhattan,-0.71806858,0.35158272
shww_med,KNeighborsRegressor,70,None,None,distance,chebyshev,-0.698508,0.3456503
shww_med,KNeighborsRegressor,70,None,StandardScaler,uniform,euclidean,-0.70836776,0.35362374
shww_med,KNeighborsRegressor,70,None,StandardScaler,uniform,manhattan,-0.73037322,0.36613127
shww_med,KNeighborsRegressor,70,None,StandardScaler,uniform,chebyshev,-0.71015597,0.36114245
shww_med,KNeighborsRegressor,70,None,StandardScaler,distance,euclidean,-0.70292866,0.34936641
shww_med,KNeighborsRegressor,70,None,StandardScaler,distance,manhattan,-0.72504233,0.36120663
shww_med,KNeighborsRegressor,70,None,StandardScaler,distance,chebyshev,-0.70494029,0.35554485
shww_med,KNeighborsRegressor,70,None,RobustScaler,uniform,euclidean,-0.69344033,0.34568008
shww_med,KNeighborsRegressor,70,None,RobustScaler,uniform,manhattan,-0.71674169,0.3561605
shww_med,KNeighborsRegressor,70,None,RobustScaler,uniform,chebyshev,-0.7026257,0.35278294
shww_med,KNeighborsRegressor,70,None,RobustScaler,distance,euclidean,-0.69143778,0.34485385
shww_med,KNeighborsRegressor,70,None,RobustScaler,distance,manhattan,-0.7141166,0.35416203
shww_med,KNeighborsRegressor,70,None,RobustScaler,distance,chebyshev,-0.70057116,0.35073987
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),None,uniform,euclidean,-0.70488415,0.35786914
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),None,uniform,manhattan,-0.72639087,0.37206032
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),None,uniform,chebyshev,-0.7139311,0.3673773
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),None,distance,euclidean,-0.69944023,0.35290473
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),None,distance,manhattan,-0.72101287,0.36634681
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),None,distance,chebyshev,-0.70868715,0.36144981
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-0.74214896,0.37985791
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-0.81979015,0.41073274
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-0.74337736,0.37470747
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),StandardScaler,distance,euclidean,-0.7389464,0.37783046
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),StandardScaler,distance,manhattan,-0.81426373,0.40704671
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-0.73891992,0.37011646
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-0.74952172,0.38851962
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-0.83455932,0.42110063
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-0.75659066,0.38687838
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),RobustScaler,distance,euclidean,-0.74492284,0.38492949
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),RobustScaler,distance,manhattan,-0.82733645,0.41677198
shww_med,KNeighborsRegressor,70,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-0.74986513,0.38042076
shww_med,KNeighborsRegressor,100,None,None,uniform,euclidean,-0.69619455,0.34102065
shww_med,KNeighborsRegressor,100,None,None,uniform,manhattan,-0.71132022,0.34389291
shww_med,KNeighborsRegressor,100,None,None,uniform,chebyshev,-0.69618346,0.34334377
shww_med,KNeighborsRegressor,100,None,None,distance,euclidean,-0.69382891,0.33959644
shww_med,KNeighborsRegressor,100,None,None,distance,manhattan,-0.70792146,0.34272855
shww_med,KNeighborsRegressor,100,None,None,distance,chebyshev,-0.69398779,0.34221676
shww_med,KNeighborsRegressor,100,None,StandardScaler,uniform,euclidean,-0.70877044,0.35199737
shww_med,KNeighborsRegressor,100,None,StandardScaler,uniform,manhattan,-0.72130215,0.35759064
shww_med,KNeighborsRegressor,100,None,StandardScaler,uniform,chebyshev,-0.70708633,0.35852151
shww_med,KNeighborsRegressor,100,None,StandardScaler,distance,euclidean,-0.70199846,0.3463581
shww_med,KNeighborsRegressor,100,None,StandardScaler,distance,manhattan,-0.71485514,0.35222603
shww_med,KNeighborsRegressor,100,None,StandardScaler,distance,chebyshev,-0.70084649,0.35228931
shww_med,KNeighborsRegressor,100,None,RobustScaler,uniform,euclidean,-0.70107418,0.34700233
shww_med,KNeighborsRegressor,100,None,RobustScaler,uniform,manhattan,-0.71751263,0.35468259
shww_med,KNeighborsRegressor,100,None,RobustScaler,uniform,chebyshev,-0.70585093,0.35041757
shww_med,KNeighborsRegressor,100,None,RobustScaler,distance,euclidean,-0.69807527,0.34476887
shww_med,KNeighborsRegressor,100,None,RobustScaler,distance,manhattan,-0.7138862,0.35207556
shww_med,KNeighborsRegressor,100,None,RobustScaler,distance,chebyshev,-0.70157285,0.34710358
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),None,uniform,euclidean,-0.7085855,0.35724279
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),None,uniform,manhattan,-0.72753699,0.36365225
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),None,uniform,chebyshev,-0.71543458,0.36445335
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),None,distance,euclidean,-0.70315457,0.35205598
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),None,distance,manhattan,-0.72109577,0.35814915
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),None,distance,chebyshev,-0.708565,0.35711663
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-0.69809453,0.34000781
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-0.7139513,0.34611624
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-0.70077963,0.34957374
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),StandardScaler,distance,euclidean,-0.69558861,0.33870085
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),StandardScaler,distance,manhattan,-0.71048147,0.34498463
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-0.69911255,0.34984757
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-0.71083729,0.35181957
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-0.72276433,0.35469996
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-0.70716985,0.35874289
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),RobustScaler,distance,euclidean,-0.70313669,0.34505108
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),RobustScaler,distance,manhattan,-0.71600685,0.35024906
shww_med,KNeighborsRegressor,100,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-0.70159838,0.35405039
mdts_sin,KNeighborsRegressor,1,None,None,uniform,euclidean,-0.12073735,0.04255097
mdts_sin,KNeighborsRegressor,1,None,None,uniform,manhattan,-0.110722,0.03973852
mdts_sin,KNeighborsRegressor,1,None,None,uniform,chebyshev,-0.10965273,0.03953252
mdts_sin,KNeighborsRegressor,1,None,None,distance,euclidean,-0.12073735,0.04255097
mdts_sin,KNeighborsRegressor,1,None,None,distance,manhattan,-0.110722,0.03973852
mdts_sin,KNeighborsRegressor,1,None,None,distance,chebyshev,-0.10965273,0.03953252
mdts_sin,KNeighborsRegressor,1,None,StandardScaler,uniform,euclidean,-0.10732896,0.0446408
mdts_sin,KNeighborsRegressor,1,None,StandardScaler,uniform,manhattan,-0.0983737,0.03886736
mdts_sin,KNeighborsRegressor,1,None,StandardScaler,uniform,chebyshev,-0.10096633,0.03988567
mdts_sin,KNeighborsRegressor,1,None,StandardScaler,distance,euclidean,-0.10727546,0.04478347
mdts_sin,KNeighborsRegressor,1,None,StandardScaler,distance,manhattan,-0.09831058,0.0387519
mdts_sin,KNeighborsRegressor,1,None,StandardScaler,distance,chebyshev,-0.10079159,0.03974913
mdts_sin,KNeighborsRegressor,1,None,RobustScaler,uniform,euclidean,-0.11550641,0.0462202
mdts_sin,KNeighborsRegressor,1,None,RobustScaler,uniform,manhattan,-0.11081492,0.04113437
mdts_sin,KNeighborsRegressor,1,None,RobustScaler,uniform,chebyshev,-0.11026987,0.04078126
mdts_sin,KNeighborsRegressor,1,None,RobustScaler,distance,euclidean,-0.11550641,0.0462202
mdts_sin,KNeighborsRegressor,1,None,RobustScaler,distance,manhattan,-0.11081492,0.04113437
mdts_sin,KNeighborsRegressor,1,None,RobustScaler,distance,chebyshev,-0.11026987,0.04078126
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),None,uniform,euclidean,-0.10489242,0.04605011
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),None,uniform,manhattan,-0.09947265,0.04025005
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),None,uniform,chebyshev,-0.09981334,0.03967829
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),None,distance,euclidean,-0.1048881,0.0460355
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),None,distance,manhattan,-0.09938033,0.04013257
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),None,distance,chebyshev,-0.09972487,0.03961206
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),StandardScaler,uniform,euclidean,-0.13933329,0.04397542
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),StandardScaler,uniform,manhattan,-0.11698594,0.04354518
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),StandardScaler,uniform,chebyshev,-0.1175192,0.04101667
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),StandardScaler,distance,euclidean,-0.13933329,0.04397542
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),StandardScaler,distance,manhattan,-0.11698594,0.04354518
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),StandardScaler,distance,chebyshev,-0.1175192,0.04101667
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),RobustScaler,uniform,euclidean,-0.11933136,0.04645703
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),RobustScaler,uniform,manhattan,-0.10574512,0.04291573
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),RobustScaler,uniform,chebyshev,-0.10576972,0.04239811
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),RobustScaler,distance,euclidean,-0.11917749,0.04639329
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),RobustScaler,distance,manhattan,-0.10575288,0.04299348
mdts_sin,KNeighborsRegressor,1,PCA(n_components=0.95),RobustScaler,distance,chebyshev,-0.10564136,0.04237633
mdts_sin,KNeighborsRegressor,3,None,None,uniform,euclidean,-0.13445308,0.04844542
mdts_sin,KNeighborsRegressor,3,None,None,uniform,manhattan,-0.11110337,0.03868543
mdts_sin,KNeighborsRegressor,3,None,None,uniform,chebyshev,-0.11208044,0.04188778
mdts_sin,KNeighborsRegressor,3,None,None,distance,euclidean,-0.13445308,0.04844542
mdts_sin,KNeighborsRegressor,3,None,None,distance,manhattan,-0.11110337,0.03868543
mdts_sin,KNeighborsRegressor,3,None,None,distance,chebyshev,-0.11208044,0.04188778
mdts_sin,KNeighborsRegressor,3,None,StandardScaler,uniform,euclidean,-0.11620714,0.04863414
mdts_sin,KNeighborsRegressor,3,None,StandardScaler,uniform,manhattan,-0.09861945,0.03835462
mdts_sin,KNeighborsRegressor,3,None,StandardScaler,uniform,chebyshev,-0.10183036,0.03948033
mdts_sin,KNeighborsRegressor,3,None,StandardScaler,distance,euclidean,-0.11634838,0.04867277
mdts_sin,KNeighborsRegressor,3,None,StandardScaler,distance,manhattan,-0.09871209,0.03826657
mdts_sin,KNeighborsRegressor,3,None,StandardScaler,distance,chebyshev,-0.10183594,0.03945524
mdts_sin,KNeighborsRegressor,3,None,RobustScaler,uniform,euclidean,-0.13087023,0.0464382
mdts_sin,KNeighborsRegressor,3,None,RobustScaler,uniform,manhattan,-0.10873437,0.03988522
mdts_sin,KNeighborsRegressor,3,None,RobustScaler,uniform,chebyshev,-0.11184366,0.04107677
mdts_sin,KNeighborsRegressor,3,None,RobustScaler,distance,euclidean,-0.13087023,0.0464382
mdts_sin,KNeighborsRegressor,3,None,RobustScaler,distance,manhattan,-0.10873437,0.03988522
mdts_sin,KNeighborsRegressor,3,None,RobustScaler,distance,chebyshev,-0.11184366,0.04107677
mdts_sin,KNeighborsRegressor,3,PCA(n_components=0.95),None,uniform,euclidean,-0.11427985,0.04915077
mdts_sin,KNeighborsRegressor,3,PCA(n_components=0.95),None,uniform,manhattan,-0.09980189,0.04000866
