variable,regressor__n_estimators,regressor__max_depth,regressor__min_samples_split,regressor__min_samples_leaf,regressor__max_features,score,std,regressor
wind_med,300,None,2,4,log2,-2.02036935,0.39635522,RandomForestRegressor
wind_med,300,None,10,1,sqrt,-2.02790134,0.4003848,RandomForestRegressor
wind_med,300,None,10,1,log2,-2.0237477,0.39911124,RandomForestRegressor
wind_med,300,None,10,4,sqrt,-2.02390426,0.40174494,RandomForestRegressor
wind_med,300,None,10,4,log2,-2.03100786,0.39297958,RandomForestRegressor
wind_med,300,20.0,2,1,sqrt,-2.03018069,0.39765449,RandomForestRegressor
wind_med,300,20.0,2,1,log2,-2.02186011,0.39922555,RandomForestRegressor
wind_med,300,20.0,2,4,sqrt,-2.02007098,0.39840311,RandomForestRegressor
wind_med,300,20.0,2,4,log2,-2.0196976,0.40370011,RandomForestRegressor
wind_med,300,20.0,10,1,sqrt,-2.0176905,0.3983989,RandomForestRegressor
wind_med,300,20.0,10,1,log2,-2.0260154,0.38742862,RandomForestRegressor
wind_med,300,20.0,10,4,sqrt,-2.0158388,0.40261118,RandomForestRegressor
wind_med,300,20.0,10,4,log2,-2.01744831,0.39792842,RandomForestRegressor
wind_med,400,None,2,1,sqrt,-2.02496785,0.39780878,RandomForestRegressor
wind_med,400,None,2,1,log2,-2.02447461,0.39261922,RandomForestRegressor
wind_med,400,None,2,4,sqrt,-2.02691508,0.39219439,RandomForestRegressor
wind_med,400,None,2,4,log2,-2.02738592,0.39268602,RandomForestRegressor
wind_med,400,None,10,1,sqrt,-2.02769695,0.39091639,RandomForestRegressor
wind_med,400,None,10,1,log2,-2.02921196,0.393975,RandomForestRegressor
wind_med,400,None,10,4,sqrt,-2.0197792,0.39647635,RandomForestRegressor
wind_med,400,None,10,4,log2,-2.02018703,0.39999134,RandomForestRegressor
wind_med,400,20.0,2,1,sqrt,-2.0194674,0.39689134,RandomForestRegressor
wind_med,400,20.0,2,1,log2,-2.02303411,0.39069723,RandomForestRegressor
wind_med,400,20.0,2,4,sqrt,-2.02327769,0.39823489,RandomForestRegressor
wind_med,400,20.0,2,4,log2,-2.01882831,0.39586403,RandomForestRegressor
wind_med,400,20.0,10,1,sqrt,-2.02246431,0.39978467,RandomForestRegressor
wind_med,400,20.0,10,1,log2,-2.02144891,0.39764432,RandomForestRegressor
wind_med,400,20.0,10,4,sqrt,-2.0191257,0.4007343,RandomForestRegressor
wind_med,400,20.0,10,4,log2,-2.02809271,0.39522719,RandomForestRegressor
wind_med,500,None,2,1,sqrt,-2.02656309,0.39523421,RandomForestRegressor
wind_med,500,None,2,1,log2,-2.02134957,0.39539176,RandomForestRegressor
wind_med,500,None,2,4,sqrt,-2.02077783,0.39852748,RandomForestRegressor
wind_med,500,None,2,4,log2,-2.01561551,0.40011812,RandomForestRegressor
wind_med,500,None,10,1,sqrt,-2.01482598,0.40384715,RandomForestRegressor
wind_med,500,None,10,1,log2,-2.01546274,0.39806154,RandomForestRegressor
wind_med,500,None,10,4,sqrt,-2.01788035,0.40138627,RandomForestRegressor
wind_med,500,None,10,4,log2,-2.01537932,0.40133629,RandomForestRegressor
wind_med,500,20.0,2,1,sqrt,-2.02624833,0.39303256,RandomForestRegressor
wind_med,500,20.0,2,1,log2,-2.02138727,0.39693089,RandomForestRegressor
wind_med,500,20.0,2,4,sqrt,-2.02080412,0.39466931,RandomForestRegressor
wind_med,500,20.0,2,4,log2,-2.02605805,0.39532045,RandomForestRegressor
wind_med,500,20.0,10,1,sqrt,-2.02694751,0.39536074,RandomForestRegressor
wind_med,500,20.0,10,1,log2,-2.02510203,0.39440764,RandomForestRegressor
wind_med,500,20.0,10,4,sqrt,-2.01881402,0.39499377,RandomForestRegressor
wind_med,500,20.0,10,4,log2,-2.02199388,0.39865491,RandomForestRegressor
wind_med,600,None,2,1,sqrt,-2.01836567,0.39756882,RandomForestRegressor
wind_med,600,None,2,1,log2,-2.02317434,0.39918478,RandomForestRegressor
wind_med,600,None,2,4,sqrt,-2.01839163,0.39520253,RandomForestRegressor
wind_med,600,None,2,4,log2,-2.02272412,0.39387521,RandomForestRegressor
wind_med,600,None,10,1,sqrt,-2.02061895,0.39847736,RandomForestRegressor
wind_med,600,None,10,1,log2,-2.02111281,0.39952505,RandomForestRegressor
wind_med,600,None,10,4,sqrt,-2.02328201,0.39679794,RandomForestRegressor
wind_med,600,None,10,4,log2,-2.02208048,0.39492647,RandomForestRegressor
wind_med,600,20.0,2,1,sqrt,-2.02237339,0.39843083,RandomForestRegressor
wind_med,600,20.0,2,1,log2,-2.02190697,0.39539118,RandomForestRegressor
wind_med,600,20.0,2,4,sqrt,-2.01845273,0.40085983,RandomForestRegressor
wind_med,600,20.0,2,4,log2,-2.01627247,0.4019017,RandomForestRegressor
wind_med,600,20.0,10,1,sqrt,-2.01583662,0.40174102,RandomForestRegressor
wind_med,600,20.0,10,1,log2,-2.01527333,0.40334593,RandomForestRegressor
wind_med,600,20.0,10,4,sqrt,-2.01356088,0.40175524,RandomForestRegressor
wind_med,600,20.0,10,4,log2,-2.01668399,0.40261468,RandomForestRegressor
shww_max,100,None,2,1,sqrt,-0.91562923,0.39790748,RandomForestRegressor
shww_max,100,None,2,1,log2,-0.91926284,0.39677537,RandomForestRegressor
shww_max,100,None,2,4,sqrt,-0.9141652,0.39722048,RandomForestRegressor
shww_max,100,None,2,4,log2,-0.92556814,0.40215804,RandomForestRegressor
shww_max,100,None,10,1,sqrt,-0.91969605,0.39952664,RandomForestRegressor
shww_max,100,None,10,1,log2,-0.91459551,0.39481762,RandomForestRegressor
shww_max,100,None,10,4,sqrt,-0.90851412,0.39720551,RandomForestRegressor
shww_max,100,None,10,4,log2,-0.90805911,0.3969267,RandomForestRegressor
shww_max,100,20.0,2,1,sqrt,-0.90507587,0.39544952,RandomForestRegressor
shww_max,100,20.0,2,1,log2,-0.90575734,0.3963391,RandomForestRegressor
shww_max,100,20.0,2,4,sqrt,-0.90288263,0.39421721,RandomForestRegressor
shww_max,100,20.0,2,4,log2,-0.90583973,0.39744425,RandomForestRegressor
shww_max,100,20.0,10,1,sqrt,-0.91701828,0.40290957,RandomForestRegressor
shww_max,100,20.0,10,1,log2,-0.91392068,0.39839627,RandomForestRegressor
shww_max,100,20.0,10,4,sqrt,-0.91147584,0.40080964,RandomForestRegressor
shww_max,100,20.0,10,4,log2,-0.91989828,0.40027938,RandomForestRegressor
shww_max,200,None,2,1,sqrt,-0.91386938,0.39822391,RandomForestRegressor
shww_max,200,None,2,1,log2,-0.91000584,0.39711953,RandomForestRegressor
shww_max,200,None,2,4,sqrt,-0.91009353,0.40140298,RandomForestRegressor
shww_max,200,None,2,4,log2,-0.90180905,0.39861479,RandomForestRegressor
shww_max,200,None,10,1,sqrt,-0.90521639,0.40004958,RandomForestRegressor
shww_max,200,None,10,1,log2,-0.90742763,0.40371364,RandomForestRegressor
shww_max,200,None,10,4,sqrt,-0.90268514,0.39523808,RandomForestRegressor
shww_max,200,None,10,4,log2,-0.90421756,0.39893932,RandomForestRegressor
shww_max,200,20.0,2,1,sqrt,-0.92088471,0.40469922,RandomForestRegressor
shww_max,200,20.0,2,1,log2,-0.91578683,0.40142943,RandomForestRegressor
shww_max,200,20.0,2,4,sqrt,-0.91742563,0.40177963,RandomForestRegressor
shww_max,200,20.0,2,4,log2,-0.91789026,0.39974281,RandomForestRegressor
shww_max,200,20.0,10,1,sqrt,-0.92017752,0.39673748,RandomForestRegressor
shww_max,200,20.0,10,1,log2,-0.91732545,0.39515607,RandomForestRegressor
shww_max,200,20.0,10,4,sqrt,-0.90811556,0.3979968,RandomForestRegressor
shww_max,200,20.0,10,4,log2,-0.90794761,0.39533667,RandomForestRegressor
shww_max,300,None,2,1,sqrt,-0.9087178,0.39638906,RandomForestRegressor
shww_max,300,None,2,1,log2,-0.90763505,0.40232243,RandomForestRegressor
shww_max,300,None,2,4,sqrt,-0.90391051,0.39280341,RandomForestRegressor
shww_max,300,None,2,4,log2,-0.9069258,0.39740652,RandomForestRegressor
shww_max,300,None,10,1,sqrt,-0.91889012,0.41029712,RandomForestRegressor
shww_max,300,None,10,1,log2,-0.91518098,0.40516073,RandomForestRegressor
shww_max,300,None,10,4,sqrt,-0.91118166,0.40392094,RandomForestRegressor
shww_max,300,None,10,4,log2,-0.91603704,0.3977352,RandomForestRegressor
shww_max,300,20.0,2,1,sqrt,-0.91093978,0.39502456,RandomForestRegressor
shww_max,300,20.0,2,1,log2,-0.91399998,0.40149197,RandomForestRegressor
shww_max,300,20.0,2,4,sqrt,-0.90615564,0.39840877,RandomForestRegressor
shww_max,300,20.0,2,4,log2,-0.90567546,0.40142108,RandomForestRegressor
shww_max,300,20.0,10,1,sqrt,-0.90465798,0.40113034,RandomForestRegressor
shww_max,300,20.0,10,1,log2,-0.90793692,0.40122465,RandomForestRegressor
shww_max,300,20.0,10,4,sqrt,-0.90861484,0.40199494,RandomForestRegressor
shww_max,300,20.0,10,4,log2,-0.90477343,0.40162445,RandomForestRegressor
shww_max,400,None,2,1,sqrt,-0.91425052,0.39793963,RandomForestRegressor
shww_max,400,None,2,1,log2,-0.91519476,0.39740918,RandomForestRegressor
shww_max,400,None,2,4,sqrt,-0.91617136,0.39750588,RandomForestRegressor
shww_max,400,None,2,4,log2,-0.91343806,0.39628445,RandomForestRegressor
shww_max,400,None,10,1,sqrt,-0.9137502,0.39432147,RandomForestRegressor
shww_max,400,None,10,1,log2,-0.91597719,0.39471834,RandomForestRegressor
shww_max,400,None,10,4,sqrt,-0.90736081,0.39791438,RandomForestRegressor
shww_max,400,None,10,4,log2,-0.90516597,0.39838208,RandomForestRegressor
shww_max,400,20.0,2,1,sqrt,-0.90694977,0.3967968,RandomForestRegressor
shww_max,400,20.0,2,1,log2,-0.90486037,0.39684974,RandomForestRegressor
shww_max,400,20.0,2,4,sqrt,-0.90596082,0.3965413,RandomForestRegressor
shww_max,400,20.0,2,4,log2,-0.90397034,0.3951247,RandomForestRegressor
shww_max,400,20.0,10,1,sqrt,-0.91722513,0.40309645,RandomForestRegressor
shww_max,400,20.0,10,1,log2,-0.91336929,0.40005568,RandomForestRegressor
shww_max,400,20.0,10,4,sqrt,-0.91420835,0.40038647,RandomForestRegressor
shww_max,400,20.0,10,4,log2,-0.91252876,0.39965542,RandomForestRegressor
shww_max,500,None,2,1,sqrt,-0.91184118,0.39809398,RandomForestRegressor
shww_max,500,None,2,1,log2,-0.91347724,0.39961738,RandomForestRegressor
shww_max,500,None,2,4,sqrt,-0.90434961,0.40135033,RandomForestRegressor
shww_max,500,None,2,4,log2,-0.90494373,0.398743,RandomForestRegressor
shww_max,500,None,10,1,sqrt,-0.90384691,0.39899062,RandomForestRegressor
shww_max,500,None,10,1,log2,-0.9055083,0.40287167,RandomForestRegressor
shww_max,500,None,10,4,sqrt,-0.90364848,0.40062508,RandomForestRegressor
shww_max,500,None,10,4,log2,-0.90465919,0.39806493,RandomForestRegressor
shww_max,500,20.0,2,1,sqrt,-0.91658255,0.40123845,RandomForestRegressor
shww_max,500,20.0,2,1,log2,-0.91884727,0.39973785,RandomForestRegressor
shww_max,500,20.0,2,4,sqrt,-0.91615101,0.4001444,RandomForestRegressor
shww_max,500,20.0,2,4,log2,-0.91520743,0.39802802,RandomForestRegressor
shww_max,500,20.0,10,1,sqrt,-0.91482011,0.39739724,RandomForestRegressor
shww_max,500,20.0,10,1,log2,-0.91495009,0.39640943,RandomForestRegressor
shww_max,500,20.0,10,4,sqrt,-0.90782501,0.39839796,RandomForestRegressor
shww_max,500,20.0,10,4,log2,-0.90780593,0.39704307,RandomForestRegressor
shww_max,600,None,2,1,sqrt,-0.90668739,0.39737684,RandomForestRegressor
shww_max,600,None,2,1,log2,-0.90824719,0.39679156,RandomForestRegressor
shww_max,600,None,2,4,sqrt,-0.90548283,0.39585673,RandomForestRegressor
shww_max,600,None,2,4,log2,-0.90621469,0.39625967,RandomForestRegressor
shww_max,600,None,10,1,sqrt,-0.91338305,0.40128466,RandomForestRegressor
shww_max,600,None,10,1,log2,-0.90938242,0.39919931,RandomForestRegressor
shww_max,600,None,10,4,sqrt,-0.91254764,0.401418,RandomForestRegressor
shww_max,600,None,10,4,log2,-0.9103568,0.39808868,RandomForestRegressor
shww_max,600,20.0,2,1,sqrt,-0.91166162,0.39916563,RandomForestRegressor
shww_max,600,20.0,2,1,log2,-0.9111409,0.39736804,RandomForestRegressor
shww_max,600,20.0,2,4,sqrt,-0.90536512,0.39873071,RandomForestRegressor
shww_max,600,20.0,2,4,log2,-0.9074042,0.40212496,RandomForestRegressor
shww_max,600,20.0,10,1,sqrt,-0.90369298,0.39923664,RandomForestRegressor
shww_max,600,20.0,10,1,log2,-0.90444762,0.40028937,RandomForestRegressor
shww_max,600,20.0,10,4,sqrt,-0.90497763,0.40046837,RandomForestRegressor
shww_max,600,20.0,10,4,log2,-0.90408356,0.40276419,RandomForestRegressor
shww_med,100,None,2,1,sqrt,-0.70728304,0.34053912,RandomForestRegressor
shww_med,100,None,2,1,log2,-0.6995625,0.33384083,RandomForestRegressor
shww_med,100,None,2,4,sqrt,-0.69915283,0.32992423,RandomForestRegressor
shww_med,100,None,2,4,log2,-0.70413485,0.33393061,RandomForestRegressor
shww_med,100,None,10,1,sqrt,-0.69912642,0.3299703,RandomForestRegressor
shww_med,100,None,10,1,log2,-0.69954273,0.33204293,RandomForestRegressor
shww_med,100,None,10,4,sqrt,-0.69099426,0.33009953,RandomForestRegressor
shww_med,100,None,10,4,log2,-0.69212777,0.33354292,RandomForestRegressor
shww_med,100,20.0,2,1,sqrt,-0.69167245,0.33342896,RandomForestRegressor
shww_med,100,20.0,2,1,log2,-0.69326164,0.3330284,RandomForestRegressor
shww_med,100,20.0,2,4,sqrt,-0.68991666,0.32990077,RandomForestRegressor
shww_med,100,20.0,2,4,log2,-0.69095013,0.33202967,RandomForestRegressor
shww_med,100,20.0,10,1,sqrt,-0.69695073,0.33319628,RandomForestRegressor
shww_med,100,20.0,10,1,log2,-0.69542611,0.33217669,RandomForestRegressor
shww_med,100,20.0,10,4,sqrt,-0.6946581,0.33076675,RandomForestRegressor
shww_med,100,20.0,10,4,log2,-0.69801246,0.3325983,RandomForestRegressor
shww_med,200,None,2,1,sqrt,-0.69619714,0.33042425,RandomForestRegressor
shww_med,200,None,2,1,log2,-0.69371586,0.32840763,RandomForestRegressor
shww_med,200,None,2,4,sqrt,-0.68975706,0.33007141,RandomForestRegressor
shww_med,200,None,2,4,log2,-0.68869103,0.33038816,RandomForestRegressor
shww_med,200,None,10,1,sqrt,-0.6887577,0.33191077,RandomForestRegressor
shww_med,200,None,10,1,log2,-0.68799536,0.33114042,RandomForestRegressor
shww_med,200,None,10,4,sqrt,-0.6884903,0.32986188,RandomForestRegressor
shww_med,200,None,10,4,log2,-0.68966168,0.33138203,RandomForestRegressor
shww_med,200,20.0,2,1,sqrt,-0.70155888,0.33546432,RandomForestRegressor
shww_med,200,20.0,2,1,log2,-0.70046665,0.33468328,RandomForestRegressor
shww_med,200,20.0,2,4,sqrt,-0.69726669,0.33248548,RandomForestRegressor
shww_med,200,20.0,2,4,log2,-0.70153423,0.33686351,RandomForestRegressor
shww_med,200,20.0,10,1,sqrt,-0.69765654,0.33044842,RandomForestRegressor
shww_med,200,20.0,10,1,log2,-0.69904068,0.33153248,RandomForestRegressor
shww_med,200,20.0,10,4,sqrt,-0.68832613,0.32798557,RandomForestRegressor
shww_med,200,20.0,10,4,log2,-0.6889808,0.33136656,RandomForestRegressor
shww_med,300,None,2,1,sqrt,-0.69033238,0.33074215,RandomForestRegressor
shww_med,300,None,2,1,log2,-0.68831637,0.33158518,RandomForestRegressor
shww_med,300,None,2,4,sqrt,-0.6884563,0.33106308,RandomForestRegressor
shww_med,300,None,2,4,log2,-0.68774075,0.33219152,RandomForestRegressor
shww_med,300,None,10,1,sqrt,-0.69802271,0.33052204,RandomForestRegressor
shww_med,300,None,10,1,log2,-0.69695448,0.33218876,RandomForestRegressor
shww_med,300,None,10,4,sqrt,-0.6944052,0.33032852,RandomForestRegressor
shww_med,300,None,10,4,log2,-0.69828749,0.33145478,RandomForestRegressor
shww_med,300,20.0,2,1,sqrt,-0.69562812,0.33393105,RandomForestRegressor
shww_med,300,20.0,2,1,log2,-0.69567854,0.33032391,RandomForestRegressor
shww_med,300,20.0,2,4,sqrt,-0.68766665,0.33044419,RandomForestRegressor
shww_med,300,20.0,2,4,log2,-0.68735236,0.33026916,RandomForestRegressor
shww_med,300,20.0,10,1,sqrt,-0.6890128,0.33034629,RandomForestRegressor
shww_med,300,20.0,10,1,log2,-0.68559038,0.33175478,RandomForestRegressor
shww_med,300,20.0,10,4,sqrt,-0.68753044,0.32997021,RandomForestRegressor
shww_med,300,20.0,10,4,log2,-0.68604241,0.33029887,RandomForestRegressor
shww_med,400,None,2,1,sqrt,-0.69805696,0.33398165,RandomForestRegressor
shww_med,400,None,2,1,log2,-0.69792429,0.33405921,RandomForestRegressor
shww_med,400,None,2,4,sqrt,-0.69678125,0.33194388,RandomForestRegressor
shww_med,400,None,2,4,log2,-0.69855058,0.33016502,RandomForestRegressor
shww_med,400,None,10,1,sqrt,-0.69705942,0.33148085,RandomForestRegressor
shww_med,400,None,10,1,log2,-0.69845039,0.33188974,RandomForestRegressor
shww_med,400,None,10,4,sqrt,-0.69225689,0.33318264,RandomForestRegressor
shww_med,400,None,10,4,log2,-0.69028928,0.33230579,RandomForestRegressor
shww_med,400,20.0,2,1,sqrt,-0.69009936,0.33218211,RandomForestRegressor
shww_med,400,20.0,2,1,log2,-0.69141441,0.33138752,RandomForestRegressor
shww_med,400,20.0,2,4,sqrt,-0.68926434,0.33150366,RandomForestRegressor
shww_med,400,20.0,2,4,log2,-0.69078682,0.33183559,RandomForestRegressor
shww_med,400,20.0,10,1,sqrt,-0.69750689,0.33421756,RandomForestRegressor
shww_med,400,20.0,10,1,log2,-0.69640788,0.33218354,RandomForestRegressor
shww_med,400,20.0,10,4,sqrt,-0.69287246,0.33200106,RandomForestRegressor
shww_med,400,20.0,10,4,log2,-0.69511297,0.33197887,RandomForestRegressor
shww_med,500,None,2,1,sqrt,-0.6965443,0.33137589,RandomForestRegressor
shww_med,500,None,2,1,log2,-0.69506612,0.33116934,RandomForestRegressor
shww_med,500,None,2,4,sqrt,-0.68772513,0.33115329,RandomForestRegressor
shww_med,500,None,2,4,log2,-0.68644225,0.32931564,RandomForestRegressor
shww_med,500,None,10,1,sqrt,-0.68797892,0.33127667,RandomForestRegressor
shww_med,500,None,10,1,log2,-0.68702108,0.3309698,RandomForestRegressor
shww_med,500,None,10,4,sqrt,-0.68794968,0.33065142,RandomForestRegressor
shww_med,500,None,10,4,log2,-0.68793638,0.33201152,RandomForestRegressor
shww_med,500,20.0,2,1,sqrt,-0.69783088,0.33381154,RandomForestRegressor
shww_med,500,20.0,2,1,log2,-0.69811584,0.33335067,RandomForestRegressor
shww_med,500,20.0,2,4,sqrt,-0.69647523,0.33224621,RandomForestRegressor
shww_med,500,20.0,2,4,log2,-0.69828315,0.33334909,RandomForestRegressor
shww_med,500,20.0,10,1,sqrt,-0.69814933,0.33109461,RandomForestRegressor
shww_med,500,20.0,10,1,log2,-0.69820648,0.33255741,RandomForestRegressor
shww_med,500,20.0,10,4,sqrt,-0.68950615,0.33202589,RandomForestRegressor
shww_med,500,20.0,10,4,log2,-0.68892426,0.3300081,RandomForestRegressor
shww_med,600,None,2,1,sqrt,-0.69013373,0.33130797,RandomForestRegressor
shww_med,600,None,2,1,log2,-0.69054441,0.33219612,RandomForestRegressor
shww_med,600,None,2,4,sqrt,-0.68953297,0.33122789,RandomForestRegressor
shww_med,600,None,2,4,log2,-0.6895223,0.33064189,RandomForestRegressor
shww_med,600,None,10,1,sqrt,-0.69462942,0.33439402,RandomForestRegressor
shww_med,600,None,10,1,log2,-0.69467439,0.33290027,RandomForestRegressor
shww_med,600,None,10,4,sqrt,-0.69461041,0.33263987,RandomForestRegressor
shww_med,600,None,10,4,log2,-0.69400372,0.33172799,RandomForestRegressor
shww_med,600,20.0,2,1,sqrt,-0.69374339,0.3313037,RandomForestRegressor
shww_med,600,20.0,2,1,log2,-0.69523987,0.3321186,RandomForestRegressor
shww_med,600,20.0,2,4,sqrt,-0.68842518,0.33175385,RandomForestRegressor
shww_med,600,20.0,2,4,log2,-0.68850306,0.33097074,RandomForestRegressor
shww_med,600,20.0,10,1,sqrt,-0.68771586,0.33091907,RandomForestRegressor
shww_med,600,20.0,10,1,log2,-0.68973998,0.33136308,RandomForestRegressor
shww_med,600,20.0,10,4,sqrt,-0.68718086,0.33112255,RandomForestRegressor
shww_med,600,20.0,10,4,log2,-0.68692793,0.32940498,RandomForestRegressor
mdts_sin,100,None,2,1,sqrt,-0.08636944,0.04507305,RandomForestRegressor
mdts_sin,100,None,2,1,log2,-0.08575227,0.04510359,RandomForestRegressor
mdts_sin,100,None,2,4,sqrt,-0.08528002,0.04480397,RandomForestRegressor
mdts_sin,100,None,2,4,log2,-0.08576348,0.04464602,RandomForestRegressor
mdts_sin,100,None,10,1,sqrt,-0.08539599,0.04504891,RandomForestRegressor
mdts_sin,100,None,10,1,log2,-0.08535957,0.04495911,RandomForestRegressor
mdts_sin,100,None,10,4,sqrt,-0.08443747,0.0453858,RandomForestRegressor
mdts_sin,100,None,10,4,log2,-0.08510021,0.04539788,RandomForestRegressor
mdts_sin,100,20.0,2,1,sqrt,-0.08508998,0.04523533,RandomForestRegressor
mdts_sin,100,20.0,2,1,log2,-0.0852342,0.04543801,RandomForestRegressor
mdts_sin,100,20.0,2,4,sqrt,-0.08472547,0.04554485,RandomForestRegressor
mdts_sin,100,20.0,2,4,log2,-0.0850922,0.04513073,RandomForestRegressor
mdts_sin,100,20.0,10,1,sqrt,-0.08555522,0.04568282,RandomForestRegressor
mdts_sin,100,20.0,10,1,log2,-0.08529375,0.04549582,RandomForestRegressor
mdts_sin,100,20.0,10,4,sqrt,-0.0853136,0.04556696,RandomForestRegressor
mdts_sin,100,20.0,10,4,log2,-0.08529739,0.04581851,RandomForestRegressor
mdts_sin,200,None,2,1,sqrt,-0.08530976,0.04591342,RandomForestRegressor
mdts_sin,200,None,2,1,log2,-0.08528589,0.04529105,RandomForestRegressor
mdts_sin,200,None,2,4,sqrt,-0.08466422,0.04520053,RandomForestRegressor
mdts_sin,200,None,2,4,log2,-0.08450215,0.04611336,RandomForestRegressor
mdts_sin,200,None,10,1,sqrt,-0.08439753,0.04599259,RandomForestRegressor
mdts_sin,200,None,10,1,log2,-0.08483842,0.04597689,RandomForestRegressor
mdts_sin,200,None,10,4,sqrt,-0.08471911,0.04597293,RandomForestRegressor
mdts_sin,200,None,10,4,log2,-0.08466673,0.04594476,RandomForestRegressor
mdts_sin,200,20.0,2,1,sqrt,-0.08548822,0.04525774,RandomForestRegressor
mdts_sin,200,20.0,2,1,log2,-0.0856621,0.04501629,RandomForestRegressor
mdts_sin,200,20.0,2,4,sqrt,-0.08570943,0.04471015,RandomForestRegressor
mdts_sin,200,20.0,2,4,log2,-0.08577619,0.04520082,RandomForestRegressor
mdts_sin,200,20.0,10,1,sqrt,-0.08544971,0.04541638,RandomForestRegressor
mdts_sin,200,20.0,10,1,log2,-0.08550553,0.04480525,RandomForestRegressor
mdts_sin,200,20.0,10,4,sqrt,-0.08492554,0.04490356,RandomForestRegressor
mdts_sin,200,20.0,10,4,log2,-0.08499707,0.04557992,RandomForestRegressor
mdts_sin,300,None,2,1,sqrt,-0.08537139,0.04522726,RandomForestRegressor
mdts_sin,300,None,2,1,log2,-0.08489306,0.04525602,RandomForestRegressor
mdts_sin,300,None,2,4,sqrt,-0.08512238,0.04485186,RandomForestRegressor
mdts_sin,300,None,2,4,log2,-0.08485487,0.04514347,RandomForestRegressor
mdts_sin,300,None,10,1,sqrt,-0.08560026,0.04632866,RandomForestRegressor
mdts_sin,300,None,10,1,log2,-0.0850578,0.04610358,RandomForestRegressor
mdts_sin,300,None,10,4,sqrt,-0.08506248,0.04591715,RandomForestRegressor
mdts_sin,300,None,10,4,log2,-0.08571376,0.04594252,RandomForestRegressor
mdts_sin,300,20.0,2,1,sqrt,-0.0852229,0.04575892,RandomForestRegressor
mdts_sin,300,20.0,2,1,log2,-0.08500624,0.04588687,RandomForestRegressor
mdts_sin,300,20.0,2,4,sqrt,-0.08497517,0.04687135,RandomForestRegressor
mdts_sin,300,20.0,2,4,log2,-0.08444521,0.04574848,RandomForestRegressor
mdts_sin,300,20.0,10,1,sqrt,-0.08449287,0.04617983,RandomForestRegressor
mdts_sin,300,20.0,10,1,log2,-0.08475408,0.0461416,RandomForestRegressor
mdts_sin,300,20.0,10,4,sqrt,-0.08484272,0.04630458,RandomForestRegressor
mdts_sin,300,20.0,10,4,log2,-0.08475494,0.04609129,RandomForestRegressor
mdts_sin,400,None,2,1,sqrt,-0.08568518,0.04502566,RandomForestRegressor
mdts_sin,400,None,2,1,log2,-0.08538229,0.04479778,RandomForestRegressor
mdts_sin,400,None,2,4,sqrt,-0.08533195,0.0451264,RandomForestRegressor
mdts_sin,400,None,2,4,log2,-0.08540857,0.04474254,RandomForestRegressor
mdts_sin,400,None,10,1,sqrt,-0.0856691,0.04487973,RandomForestRegressor
mdts_sin,400,None,10,1,log2,-0.08534577,0.04472011,RandomForestRegressor
mdts_sin,400,None,10,4,sqrt,-0.08485616,0.0449135,RandomForestRegressor
mdts_sin,400,None,10,4,log2,-0.08460029,0.04514693,RandomForestRegressor
mdts_sin,400,20.0,2,1,sqrt,-0.08480042,0.04512672,RandomForestRegressor
mdts_sin,400,20.0,2,1,log2,-0.08471844,0.04506022,RandomForestRegressor
mdts_sin,400,20.0,2,4,sqrt,-0.08476405,0.04521133,RandomForestRegressor
mdts_sin,400,20.0,2,4,log2,-0.08489157,0.04520104,RandomForestRegressor
mdts_sin,400,20.0,10,1,sqrt,-0.08498271,0.04578945,RandomForestRegressor
mdts_sin,400,20.0,10,1,log2,-0.08527104,0.04543126,RandomForestRegressor
mdts_sin,400,20.0,10,4,sqrt,-0.08496562,0.04551978,RandomForestRegressor
mdts_sin,400,20.0,10,4,log2,-0.0851036,0.04568288,RandomForestRegressor
mdts_sin,500,None,2,1,sqrt,-0.08509654,0.04591462,RandomForestRegressor
mdts_sin,500,None,2,1,log2,-0.08485168,0.04544589,RandomForestRegressor
mdts_sin,500,None,2,4,sqrt,-0.08468574,0.0461921,RandomForestRegressor
mdts_sin,500,None,2,4,log2,-0.08471411,0.04590173,RandomForestRegressor
mdts_sin,500,None,10,1,sqrt,-0.08471692,0.04591258,RandomForestRegressor
mdts_sin,500,None,10,1,log2,-0.0846902,0.04597179,RandomForestRegressor
mdts_sin,500,None,10,4,sqrt,-0.08472733,0.04589362,RandomForestRegressor
mdts_sin,500,None,10,4,log2,-0.0845878,0.04602199,RandomForestRegressor
mdts_sin,500,20.0,2,1,sqrt,-0.08549471,0.04507172,RandomForestRegressor
mdts_sin,500,20.0,2,1,log2,-0.08518696,0.04483981,RandomForestRegressor
mdts_sin,500,20.0,2,4,sqrt,-0.08537229,0.04485819,RandomForestRegressor
mdts_sin,500,20.0,2,4,log2,-0.08551704,0.04484545,RandomForestRegressor
mdts_sin,500,20.0,10,1,sqrt,-0.08522692,0.04490567,RandomForestRegressor
mdts_sin,500,20.0,10,1,log2,-0.08546021,0.04490287,RandomForestRegressor
mdts_sin,500,20.0,10,4,sqrt,-0.08478263,0.04520914,RandomForestRegressor
mdts_sin,500,20.0,10,4,log2,-0.08490627,0.04525704,RandomForestRegressor
mdts_sin,600,None,2,1,sqrt,-0.08482279,0.04516211,RandomForestRegressor
mdts_sin,600,None,2,1,log2,-0.08502396,0.04527831,RandomForestRegressor
