variable,regressor__n_estimators,regressor__learning_rate,regressor__max_depth,regressor__min_samples_leaf,regressor__subsample,regressor__max_features,score,std
dwi_cos,500,0.1,5.0,20,0.8,sqrt,-0.42041965,0.03781847
dwi_cos,500,0.1,5.0,20,0.8,log2,-0.42102386,0.03680613
dwi_cos,600,0.05,None,10,1.0,sqrt,-0.41279227,0.03893198
dwi_cos,600,0.05,None,10,1.0,log2,-0.41621795,0.03529536
dwi_cos,600,0.05,None,10,0.8,sqrt,-0.41502232,0.03813697
dwi_cos,600,0.05,None,10,0.8,log2,-0.41756915,0.03813559
dwi_cos,600,0.05,None,20,1.0,sqrt,-0.41289596,0.03626446
dwi_cos,600,0.05,None,20,1.0,log2,-0.41690946,0.03672077
dwi_cos,600,0.05,None,20,0.8,sqrt,-0.41704464,0.03767584
dwi_cos,600,0.05,None,20,0.8,log2,-0.41682304,0.03516787
dwi_cos,600,0.05,5.0,10,1.0,sqrt,-0.41363127,0.03819461
dwi_cos,600,0.05,5.0,10,1.0,log2,-0.41378606,0.03494196
dwi_cos,600,0.05,5.0,10,0.8,sqrt,-0.41203379,0.03664213
dwi_cos,600,0.05,5.0,10,0.8,log2,-0.41355422,0.03772206
dwi_cos,600,0.05,5.0,20,1.0,sqrt,-0.41371711,0.03716958
dwi_cos,600,0.05,5.0,20,1.0,log2,-0.41445251,0.03458368
dwi_cos,600,0.05,5.0,20,0.8,sqrt,-0.41393118,0.03736018
dwi_cos,600,0.05,5.0,20,0.8,log2,-0.41417967,0.03643926
dwi_cos,600,0.1,None,10,1.0,sqrt,-0.41568577,0.03652356
dwi_cos,600,0.1,None,10,1.0,log2,-0.42753204,0.03621824
dwi_cos,600,0.1,None,10,0.8,sqrt,-0.41774408,0.03917874
dwi_cos,600,0.1,None,10,0.8,log2,-0.42699744,0.03960104
dwi_cos,600,0.1,None,20,1.0,sqrt,-0.41853684,0.036693
dwi_cos,600,0.1,None,20,1.0,log2,-0.42967792,0.03890291
dwi_cos,600,0.1,None,20,0.8,sqrt,-0.41837105,0.03637679
dwi_cos,600,0.1,None,20,0.8,log2,-0.42521683,0.03781216
dwi_cos,600,0.1,5.0,10,1.0,sqrt,-0.41947389,0.03462258
dwi_cos,600,0.1,5.0,10,1.0,log2,-0.42397058,0.03603476
dwi_cos,600,0.1,5.0,10,0.8,sqrt,-0.41749784,0.03852704
dwi_cos,600,0.1,5.0,10,0.8,log2,-0.42014298,0.03391138
dwi_cos,600,0.1,5.0,20,1.0,sqrt,-0.42169502,0.03652694
dwi_cos,600,0.1,5.0,20,1.0,log2,-0.42116336,0.03654064
dwi_cos,600,0.1,5.0,20,0.8,sqrt,-0.42192052,0.03436265
dwi_cos,600,0.1,5.0,20,0.8,log2,-0.42509159,0.03495104
wind_max,100,0.05,None,10,1.0,sqrt,-2.37653202,0.35467865
wind_max,100,0.05,None,10,1.0,log2,-2.36553806,0.32870311
wind_max,100,0.05,None,10,0.8,sqrt,-2.37397378,0.35351165
wind_max,100,0.05,None,10,0.8,log2,-2.37318143,0.34726746
wind_max,100,0.05,None,20,1.0,sqrt,-2.38123663,0.33380891
wind_max,100,0.05,None,20,1.0,log2,-2.37404775,0.33109672
wind_max,100,0.05,None,20,0.8,sqrt,-2.35280163,0.35763862
wind_max,100,0.05,None,20,0.8,log2,-2.34515328,0.3703021
wind_max,100,0.05,5.0,10,1.0,sqrt,-2.36491445,0.35329602
wind_max,100,0.05,5.0,10,1.0,log2,-2.35363352,0.37213956
wind_max,100,0.05,5.0,10,0.8,sqrt,-2.37358332,0.35459669
wind_max,100,0.05,5.0,10,0.8,log2,-2.36177441,0.37429151
wind_max,100,0.05,5.0,20,1.0,sqrt,-2.35304471,0.34349458
wind_max,100,0.05,5.0,20,1.0,log2,-2.3701162,0.3356118
wind_max,100,0.05,5.0,20,0.8,sqrt,-2.36191349,0.3509712
wind_max,100,0.05,5.0,20,0.8,log2,-2.37853712,0.35566946
wind_max,100,0.1,None,10,1.0,sqrt,-2.37588219,0.34419718
wind_max,100,0.1,None,10,1.0,log2,-2.36902196,0.3480874
wind_max,100,0.1,None,10,0.8,sqrt,-2.35569721,0.35446304
wind_max,100,0.1,None,10,0.8,log2,-2.32675895,0.36791026
wind_max,100,0.1,None,20,1.0,sqrt,-2.35725341,0.36461354
wind_max,100,0.1,None,20,1.0,log2,-2.35810979,0.36110678
wind_max,100,0.1,None,20,0.8,sqrt,-2.35013366,0.35509711
wind_max,100,0.1,None,20,0.8,log2,-2.35315017,0.36362272
wind_max,100,0.1,5.0,10,1.0,sqrt,-2.30950307,0.36033062
wind_max,100,0.1,5.0,10,1.0,log2,-2.31663994,0.36949288
wind_max,100,0.1,5.0,10,0.8,sqrt,-2.32685133,0.35622409
wind_max,100,0.1,5.0,10,0.8,log2,-2.31221555,0.37101764
wind_max,100,0.1,5.0,20,1.0,sqrt,-2.32803556,0.35756579
wind_max,100,0.1,5.0,20,1.0,log2,-2.31630827,0.37194012
wind_max,100,0.1,5.0,20,0.8,sqrt,-2.30173928,0.37293365
wind_max,100,0.1,5.0,20,0.8,log2,-2.30365609,0.36423369
wind_max,200,0.05,None,10,1.0,sqrt,-2.30812583,0.36442664
wind_max,200,0.05,None,10,1.0,log2,-2.30077493,0.36707575
wind_max,200,0.05,None,10,0.8,sqrt,-2.31403189,0.351102
wind_max,200,0.05,None,10,0.8,log2,-2.2997424,0.3723967
wind_max,200,0.05,None,20,1.0,sqrt,-2.3224747,0.36960182
wind_max,200,0.05,None,20,1.0,log2,-2.2941726,0.3756363
wind_max,200,0.05,None,20,0.8,sqrt,-2.30420982,0.36588613
wind_max,200,0.05,None,20,0.8,log2,-2.30935808,0.35655317
wind_max,200,0.05,5.0,10,1.0,sqrt,-2.31286233,0.35490887
wind_max,200,0.05,5.0,10,1.0,log2,-2.29702295,0.36149614
wind_max,200,0.05,5.0,10,0.8,sqrt,-2.30616604,0.3735489
wind_max,200,0.05,5.0,10,0.8,log2,-2.31003674,0.38139778
wind_max,200,0.05,5.0,20,1.0,sqrt,-2.30422556,0.36743268
wind_max,200,0.05,5.0,20,1.0,log2,-2.29763965,0.36799666
wind_max,200,0.05,5.0,20,0.8,sqrt,-2.29345272,0.37680871
wind_max,200,0.05,5.0,20,0.8,log2,-2.30644641,0.37213243
wind_max,200,0.1,None,10,1.0,sqrt,-2.39186454,0.34678433
wind_max,200,0.1,None,10,1.0,log2,-2.39834349,0.35977149
wind_max,200,0.1,None,10,0.8,sqrt,-2.3882069,0.32867614
wind_max,200,0.1,None,10,0.8,log2,-2.42643356,0.33368502
wind_max,200,0.1,None,20,1.0,sqrt,-2.37935695,0.34684971
wind_max,200,0.1,None,20,1.0,log2,-2.40864375,0.35576259
wind_max,200,0.1,None,20,0.8,sqrt,-2.3743618,0.3564334
wind_max,200,0.1,None,20,0.8,log2,-2.3584189,0.37521287
wind_max,200,0.1,5.0,10,1.0,sqrt,-2.3734397,0.3825312
wind_max,200,0.1,5.0,10,1.0,log2,-2.4073275,0.35967133
wind_max,200,0.1,5.0,10,0.8,sqrt,-2.3956581,0.35398507
wind_max,200,0.1,5.0,10,0.8,log2,-2.4023521,0.37749381
wind_max,200,0.1,5.0,20,1.0,sqrt,-2.38148517,0.34631773
wind_max,200,0.1,5.0,20,1.0,log2,-2.38108143,0.34840497
wind_max,200,0.1,5.0,20,0.8,sqrt,-2.37106523,0.34968575
wind_max,200,0.1,5.0,20,0.8,log2,-2.41510905,0.33982754
wind_max,300,0.05,None,10,1.0,sqrt,-2.3846602,0.34631206
wind_max,300,0.05,None,10,1.0,log2,-2.41083301,0.35131928
wind_max,300,0.05,None,10,0.8,sqrt,-2.3888944,0.3410031
wind_max,300,0.05,None,10,0.8,log2,-2.37717394,0.35684675
wind_max,300,0.05,None,20,1.0,sqrt,-2.38527288,0.34972146
wind_max,300,0.05,None,20,1.0,log2,-2.38369156,0.35409633
wind_max,300,0.05,None,20,0.8,sqrt,-2.37751218,0.34743372
wind_max,300,0.05,None,20,0.8,log2,-2.39283726,0.35824861
wind_max,300,0.05,5.0,10,1.0,sqrt,-2.31394652,0.35984053
wind_max,300,0.05,5.0,10,1.0,log2,-2.33246847,0.3499992
wind_max,300,0.05,5.0,10,0.8,sqrt,-2.34073835,0.34109936
wind_max,300,0.05,5.0,10,0.8,log2,-2.35842197,0.35350115
wind_max,300,0.05,5.0,20,1.0,sqrt,-2.36939066,0.35875917
wind_max,300,0.05,5.0,20,1.0,log2,-2.37368605,0.34682809
wind_max,300,0.05,5.0,20,0.8,sqrt,-2.33192095,0.37361669
wind_max,300,0.05,5.0,20,0.8,log2,-2.31622307,0.38179205
wind_max,300,0.1,None,10,1.0,sqrt,-2.34109892,0.35554701
wind_max,300,0.1,None,10,1.0,log2,-2.32914262,0.35403498
wind_max,300,0.1,None,10,0.8,sqrt,-2.34109212,0.37297655
wind_max,300,0.1,None,10,0.8,log2,-2.34003792,0.37636669
wind_max,300,0.1,None,20,1.0,sqrt,-2.32497632,0.35596039
wind_max,300,0.1,None,20,1.0,log2,-2.32435222,0.3556365
wind_max,300,0.1,None,20,0.8,sqrt,-2.34829866,0.34222132
wind_max,300,0.1,None,20,0.8,log2,-2.34573984,0.37112395
wind_max,300,0.1,5.0,10,1.0,sqrt,-2.34838467,0.34835483
wind_max,300,0.1,5.0,10,1.0,log2,-2.33173608,0.36001025
wind_max,300,0.1,5.0,10,0.8,sqrt,-2.32415245,0.36554026
wind_max,300,0.1,5.0,10,0.8,log2,-2.29994435,0.37154893
wind_max,300,0.1,5.0,20,1.0,sqrt,-2.32386527,0.36928171
wind_max,300,0.1,5.0,20,1.0,log2,-2.3372002,0.3620168
wind_max,300,0.1,5.0,20,0.8,sqrt,-2.3214108,0.35619451
wind_max,300,0.1,5.0,20,0.8,log2,-2.34272101,0.37773324
wind_max,400,0.05,None,10,1.0,sqrt,-2.39954746,0.34573099
wind_max,400,0.05,None,10,1.0,log2,-2.37469776,0.35641668
wind_max,400,0.05,None,10,0.8,sqrt,-2.36997603,0.35959138
wind_max,400,0.05,None,10,0.8,log2,-2.35897868,0.37626344
wind_max,400,0.05,None,20,1.0,sqrt,-2.36151397,0.34241487
wind_max,400,0.05,None,20,1.0,log2,-2.37100938,0.35608952
wind_max,400,0.05,None,20,0.8,sqrt,-2.36270071,0.36912737
wind_max,400,0.05,None,20,0.8,log2,-2.36251744,0.35894793
wind_max,400,0.05,5.0,10,1.0,sqrt,-2.32202635,0.35823471
wind_max,400,0.05,5.0,10,1.0,log2,-2.32122869,0.36544052
wind_max,400,0.05,5.0,10,0.8,sqrt,-2.31248896,0.37009596
wind_max,400,0.05,5.0,10,0.8,log2,-2.30497022,0.37851192
wind_max,400,0.05,5.0,20,1.0,sqrt,-2.33391967,0.35705976
wind_max,400,0.05,5.0,20,1.0,log2,-2.31331908,0.37578697
wind_max,400,0.05,5.0,20,0.8,sqrt,-2.33117455,0.35867577
wind_max,400,0.05,5.0,20,0.8,log2,-2.32177809,0.38313184
wind_max,400,0.1,None,10,1.0,sqrt,-2.40676522,0.34675238
wind_max,400,0.1,None,10,1.0,log2,-2.43569027,0.34115528
wind_max,400,0.1,None,10,0.8,sqrt,-2.38436643,0.36654321
wind_max,400,0.1,None,10,0.8,log2,-2.40891494,0.37699005
wind_max,400,0.1,None,20,1.0,sqrt,-2.40062243,0.35337447
wind_max,400,0.1,None,20,1.0,log2,-2.439847,0.33942705
wind_max,400,0.1,None,20,0.8,sqrt,-2.38637717,0.38237491
wind_max,400,0.1,None,20,0.8,log2,-2.36088263,0.36150939
wind_max,400,0.1,5.0,10,1.0,sqrt,-2.35811688,0.34327256
wind_max,400,0.1,5.0,10,1.0,log2,-2.36885283,0.35800269
wind_max,400,0.1,5.0,10,0.8,sqrt,-2.34125697,0.34602036
wind_max,400,0.1,5.0,10,0.8,log2,-2.334542,0.38273439
wind_max,400,0.1,5.0,20,1.0,sqrt,-2.35097287,0.3596231
wind_max,400,0.1,5.0,20,1.0,log2,-2.36406045,0.37916911
wind_max,400,0.1,5.0,20,0.8,sqrt,-2.32581842,0.38167169
wind_max,400,0.1,5.0,20,0.8,log2,-2.34342973,0.36655784
wind_max,500,0.05,None,10,1.0,sqrt,-2.37419191,0.33309691
wind_max,500,0.05,None,10,1.0,log2,-2.37770876,0.35368122
wind_max,500,0.05,None,10,0.8,sqrt,-2.38364504,0.35049581
wind_max,500,0.05,None,10,0.8,log2,-2.3689298,0.37717017
wind_max,500,0.05,None,20,1.0,sqrt,-2.37151356,0.3476819
wind_max,500,0.05,None,20,1.0,log2,-2.36207369,0.33974941
wind_max,500,0.05,None,20,0.8,sqrt,-2.37629046,0.3610427
wind_max,500,0.05,None,20,0.8,log2,-2.38148661,0.35969776
wind_max,500,0.05,5.0,10,1.0,sqrt,-2.3265028,0.34233534
wind_max,500,0.05,5.0,10,1.0,log2,-2.32232105,0.3640288
wind_max,500,0.05,5.0,10,0.8,sqrt,-2.32391739,0.35039556
wind_max,500,0.05,5.0,10,0.8,log2,-2.30874287,0.36680487
wind_max,500,0.05,5.0,20,1.0,sqrt,-2.33375904,0.35152826
wind_max,500,0.05,5.0,20,1.0,log2,-2.32924746,0.35915814
wind_max,500,0.05,5.0,20,0.8,sqrt,-2.31793181,0.36417228
wind_max,500,0.05,5.0,20,0.8,log2,-2.3047663,0.39217504
wind_max,500,0.1,None,10,1.0,sqrt,-2.42256039,0.35547119
wind_max,500,0.1,None,10,1.0,log2,-2.43269934,0.35483685
wind_max,500,0.1,None,10,0.8,sqrt,-2.39216644,0.3769833
wind_max,500,0.1,None,10,0.8,log2,-2.43013168,0.37947064
wind_max,500,0.1,None,20,1.0,sqrt,-2.38998366,0.33454961
wind_max,500,0.1,None,20,1.0,log2,-2.42354416,0.36267186
wind_max,500,0.1,None,20,0.8,sqrt,-2.40595009,0.36089173
wind_max,500,0.1,None,20,0.8,log2,-2.40651652,0.35029057
wind_max,500,0.1,5.0,10,1.0,sqrt,-2.34592902,0.3369875
wind_max,500,0.1,5.0,10,1.0,log2,-2.35093224,0.35601357
wind_max,500,0.1,5.0,10,0.8,sqrt,-2.35147796,0.36893356
wind_max,500,0.1,5.0,10,0.8,log2,-2.3502889,0.36909573
wind_max,500,0.1,5.0,20,1.0,sqrt,-2.36616917,0.34014105
wind_max,500,0.1,5.0,20,1.0,log2,-2.36253859,0.3793274
wind_max,500,0.1,5.0,20,0.8,sqrt,-2.36489248,0.34630193
wind_max,500,0.1,5.0,20,0.8,log2,-2.37593441,0.3849722
wind_max,600,0.05,None,10,1.0,sqrt,-2.38535799,0.35165433
wind_max,600,0.05,None,10,1.0,log2,-2.38688634,0.35519448
wind_max,600,0.05,None,10,0.8,sqrt,-2.37674652,0.35529863
wind_max,600,0.05,None,10,0.8,log2,-2.34937985,0.37553738
wind_max,600,0.05,None,20,1.0,sqrt,-2.3645965,0.34922086
wind_max,600,0.05,None,20,1.0,log2,-2.35887927,0.35740611
wind_max,600,0.05,None,20,0.8,sqrt,-2.36233682,0.36560412
wind_max,600,0.05,None,20,0.8,log2,-2.36739101,0.37527209
wind_max,600,0.05,5.0,10,1.0,sqrt,-2.33327634,0.35741539
wind_max,600,0.05,5.0,10,1.0,log2,-2.35511959,0.35713499
wind_max,600,0.05,5.0,10,0.8,sqrt,-2.32274426,0.35461998
wind_max,600,0.05,5.0,10,0.8,log2,-2.30896531,0.38269247
wind_max,600,0.05,5.0,20,1.0,sqrt,-2.33461474,0.34900385
wind_max,600,0.05,5.0,20,1.0,log2,-2.34192632,0.35538024
wind_max,600,0.05,5.0,20,0.8,sqrt,-2.32130533,0.37793843
wind_max,600,0.05,5.0,20,0.8,log2,-2.32504949,0.36955048
wind_max,600,0.1,None,10,1.0,sqrt,-2.3919611,0.35346109
wind_max,600,0.1,None,10,1.0,log2,-2.42439044,0.33703371
wind_max,600,0.1,None,10,0.8,sqrt,-2.39364273,0.344057
wind_max,600,0.1,None,10,0.8,log2,-2.41060167,0.39077636
wind_max,600,0.1,None,20,1.0,sqrt,-2.38235931,0.3481438
wind_max,600,0.1,None,20,1.0,log2,-2.44133452,0.38930437
wind_max,600,0.1,None,20,0.8,sqrt,-2.39920975,0.36933668
wind_max,600,0.1,None,20,0.8,log2,-2.41574502,0.34977333
wind_max,600,0.1,5.0,10,1.0,sqrt,-2.3600146,0.33842366
wind_max,600,0.1,5.0,10,1.0,log2,-2.35596967,0.34155368
wind_max,600,0.1,5.0,10,0.8,sqrt,-2.3587771,0.34042934
wind_max,600,0.1,5.0,10,0.8,log2,-2.34764838,0.38326724
wind_max,600,0.1,5.0,20,1.0,sqrt,-2.3550662,0.34984568
wind_max,600,0.1,5.0,20,1.0,log2,-2.39143132,0.35749143
wind_max,600,0.1,5.0,20,0.8,sqrt,-2.3350183,0.37458107
wind_max,600,0.1,5.0,20,0.8,log2,-2.35435342,0.36077919
wind_med,100,0.05,None,10,1.0,sqrt,-2.06865297,0.38678411
wind_med,100,0.05,None,10,1.0,log2,-2.05031907,0.38616484
wind_med,100,0.05,None,10,0.8,sqrt,-2.08777141,0.37755873
wind_med,100,0.05,None,10,0.8,log2,-2.07354097,0.38668366
wind_med,100,0.05,None,20,1.0,sqrt,-2.0790607,0.37377775
wind_med,100,0.05,None,20,1.0,log2,-2.07149565,0.37857697
wind_med,100,0.05,None,20,0.8,sqrt,-2.04699581,0.39575456
wind_med,100,0.05,None,20,0.8,log2,-2.04035425,0.40916756
wind_med,100,0.05,5.0,10,1.0,sqrt,-2.06428122,0.39892188
wind_med,100,0.05,5.0,10,1.0,log2,-2.04868647,0.41017198
wind_med,100,0.05,5.0,10,0.8,sqrt,-2.05214623,0.41047707
wind_med,100,0.05,5.0,10,0.8,log2,-2.05651215,0.41406468
wind_med,100,0.05,5.0,20,1.0,sqrt,-2.03866237,0.39461952
wind_med,100,0.05,5.0,20,1.0,log2,-2.05964434,0.40734172
wind_med,100,0.05,5.0,20,0.8,sqrt,-2.04512074,0.38557431
wind_med,100,0.05,5.0,20,0.8,log2,-2.04835702,0.40001067
wind_med,100,0.1,None,10,1.0,sqrt,-2.05512687,0.38761727
wind_med,100,0.1,None,10,1.0,log2,-2.05452095,0.40417161
wind_med,100,0.1,None,10,0.8,sqrt,-2.0407696,0.40538938
wind_med,100,0.1,None,10,0.8,log2,-2.03818233,0.38916624
wind_med,100,0.1,None,20,1.0,sqrt,-2.04106243,0.39609306
wind_med,100,0.1,None,20,1.0,log2,-2.05583033,0.39977802
wind_med,100,0.1,None,20,0.8,sqrt,-2.04797775,0.39411565
wind_med,100,0.1,None,20,0.8,log2,-2.05532793,0.40806064
wind_med,100,0.1,5.0,10,1.0,sqrt,-2.01487019,0.39572465
wind_med,100,0.1,5.0,10,1.0,log2,-2.00827735,0.40151547
wind_med,100,0.1,5.0,10,0.8,sqrt,-2.00740565,0.40222353
wind_med,100,0.1,5.0,10,0.8,log2,-2.01669428,0.39640696
wind_med,100,0.1,5.0,20,1.0,sqrt,-2.02544829,0.403984
wind_med,100,0.1,5.0,20,1.0,log2,-2.02830419,0.42085308
wind_med,100,0.1,5.0,20,0.8,sqrt,-2.00799491,0.40384652
wind_med,100,0.1,5.0,20,0.8,log2,-2.00524482,0.40586009
wind_med,200,0.05,None,10,1.0,sqrt,-2.01917344,0.40460835
wind_med,200,0.05,None,10,1.0,log2,-2.01617231,0.41265449
wind_med,200,0.05,None,10,0.8,sqrt,-2.02492451,0.41576105
wind_med,200,0.05,None,10,0.8,log2,-2.01177046,0.40915998
wind_med,200,0.05,None,20,1.0,sqrt,-2.00218708,0.40600576
wind_med,200,0.05,None,20,1.0,log2,-2.01640602,0.40914822
wind_med,200,0.05,None,20,0.8,sqrt,-2.01080496,0.3939224
wind_med,200,0.05,None,20,0.8,log2,-2.01302969,0.39974246
wind_med,200,0.05,5.0,10,1.0,sqrt,-2.02019975,0.39231449
wind_med,200,0.05,5.0,10,1.0,log2,-2.02041573,0.40033766
wind_med,200,0.05,5.0,10,0.8,sqrt,-2.00569346,0.40552388
wind_med,200,0.05,5.0,10,0.8,log2,-1.99908657,0.41190941
wind_med,200,0.05,5.0,20,1.0,sqrt,-2.01610409,0.40572325
wind_med,200,0.05,5.0,20,1.0,log2,-2.00617176,0.4122468
wind_med,200,0.05,5.0,20,0.8,sqrt,-2.01326958,0.41082699
wind_med,200,0.05,5.0,20,0.8,log2,-2.01644201,0.40382358
wind_med,200,0.1,None,10,1.0,sqrt,-2.08028759,0.3769121
wind_med,200,0.1,None,10,1.0,log2,-2.09135505,0.3932498
wind_med,200,0.1,None,10,0.8,sqrt,-2.07900244,0.38448575
wind_med,200,0.1,None,10,0.8,log2,-2.09274387,0.39979995
wind_med,200,0.1,None,20,1.0,sqrt,-2.08225505,0.36911179
wind_med,200,0.1,None,20,1.0,log2,-2.10475594,0.37698503
wind_med,200,0.1,None,20,0.8,sqrt,-2.05816107,0.38733117
wind_med,200,0.1,None,20,0.8,log2,-2.07614255,0.40151645
wind_med,200,0.1,5.0,10,1.0,sqrt,-2.08388614,0.39107995
wind_med,200,0.1,5.0,10,1.0,log2,-2.10408829,0.40991012
wind_med,200,0.1,5.0,10,0.8,sqrt,-2.07701858,0.40552527
wind_med,200,0.1,5.0,10,0.8,log2,-2.09136675,0.41176674
wind_med,200,0.1,5.0,20,1.0,sqrt,-2.06938284,0.37927269
wind_med,200,0.1,5.0,20,1.0,log2,-2.07829664,0.36719155
wind_med,200,0.1,5.0,20,0.8,sqrt,-2.08953008,0.4022181
wind_med,200,0.1,5.0,20,0.8,log2,-2.08211195,0.38919407
wind_med,300,0.05,None,10,1.0,sqrt,-2.07971485,0.39407334
wind_med,300,0.05,None,10,1.0,log2,-2.076086,0.40256464
wind_med,300,0.05,None,10,0.8,sqrt,-2.08087111,0.41246432
wind_med,300,0.05,None,10,0.8,log2,-2.06831093,0.40860211
wind_med,300,0.05,None,20,1.0,sqrt,-2.06598211,0.40348133
wind_med,300,0.05,None,20,1.0,log2,-2.09264641,0.40832201
wind_med,300,0.05,None,20,0.8,sqrt,-2.07323347,0.41976118
wind_med,300,0.05,None,20,0.8,log2,-2.08720335,0.42269181
wind_med,300,0.05,5.0,10,1.0,sqrt,-2.02454792,0.40780057
wind_med,300,0.05,5.0,10,1.0,log2,-2.02756529,0.39731905
wind_med,300,0.05,5.0,10,0.8,sqrt,-2.02783174,0.40583667
wind_med,300,0.05,5.0,10,0.8,log2,-2.06868563,0.42022028
wind_med,300,0.05,5.0,20,1.0,sqrt,-2.03909721,0.3838359
wind_med,300,0.05,5.0,20,1.0,log2,-2.04595875,0.41468275
wind_med,300,0.05,5.0,20,0.8,sqrt,-2.01497504,0.40876857
wind_med,300,0.05,5.0,20,0.8,log2,-2.01583898,0.41517283
wind_med,300,0.1,None,10,1.0,sqrt,-2.05395191,0.39695832
wind_med,300,0.1,None,10,1.0,log2,-2.02892937,0.40110226
wind_med,300,0.1,None,10,0.8,sqrt,-2.03944295,0.40077146
wind_med,300,0.1,None,10,0.8,log2,-2.04773571,0.40057619
wind_med,300,0.1,None,20,1.0,sqrt,-2.02837926,0.41754352
wind_med,300,0.1,None,20,1.0,log2,-2.041305,0.38445598
wind_med,300,0.1,None,20,0.8,sqrt,-2.02739687,0.40374092
wind_med,300,0.1,None,20,0.8,log2,-2.06008322,0.4053066
wind_med,300,0.1,5.0,10,1.0,sqrt,-2.05431159,0.38583097
wind_med,300,0.1,5.0,10,1.0,log2,-2.05271609,0.39998413
wind_med,300,0.1,5.0,10,0.8,sqrt,-2.01402636,0.40766381
wind_med,300,0.1,5.0,10,0.8,log2,-2.01740981,0.40094559
wind_med,300,0.1,5.0,20,1.0,sqrt,-2.02935349,0.40638519
wind_med,300,0.1,5.0,20,1.0,log2,-2.03836521,0.41049509
wind_med,300,0.1,5.0,20,0.8,sqrt,-2.05192777,0.39948928
wind_med,300,0.1,5.0,20,0.8,log2,-2.05882601,0.41589322
wind_med,400,0.05,None,10,1.0,sqrt,-2.06654422,0.37342814
wind_med,400,0.05,None,10,1.0,log2,-2.06845566,0.38539095
wind_med,400,0.05,None,10,0.8,sqrt,-2.04777387,0.4019504
wind_med,400,0.05,None,10,0.8,log2,-2.06180624,0.41151848
wind_med,400,0.05,None,20,1.0,sqrt,-2.06800318,0.36889157
wind_med,400,0.05,None,20,1.0,log2,-2.06380394,0.40279572
wind_med,400,0.05,None,20,0.8,sqrt,-2.06273937,0.39967981
wind_med,400,0.05,None,20,0.8,log2,-2.0595093,0.41571657
wind_med,400,0.05,5.0,10,1.0,sqrt,-2.01613874,0.40755608
wind_med,400,0.05,5.0,10,1.0,log2,-2.0288195,0.39726484
wind_med,400,0.05,5.0,10,0.8,sqrt,-2.01900692,0.3966586
wind_med,400,0.05,5.0,10,0.8,log2,-2.01723831,0.41074781
wind_med,400,0.05,5.0,20,1.0,sqrt,-2.0282654,0.40014696
wind_med,400,0.05,5.0,20,1.0,log2,-2.03652945,0.40321916
wind_med,400,0.05,5.0,20,0.8,sqrt,-2.01895134,0.39831961
wind_med,400,0.05,5.0,20,0.8,log2,-2.03320218,0.41961056
wind_med,400,0.1,None,10,1.0,sqrt,-2.07828153,0.37383322
wind_med,400,0.1,None,10,1.0,log2,-2.11555791,0.4027757
wind_med,400,0.1,None,10,0.8,sqrt,-2.07480553,0.40291471
wind_med,400,0.1,None,10,0.8,log2,-2.08584596,0.41563777
wind_med,400,0.1,None,20,1.0,sqrt,-2.11045055,0.36222028
wind_med,400,0.1,None,20,1.0,log2,-2.13290825,0.42757267
wind_med,400,0.1,None,20,0.8,sqrt,-2.06685915,0.40836256
wind_med,400,0.1,None,20,0.8,log2,-2.09569884,0.41359439
wind_med,400,0.1,5.0,10,1.0,sqrt,-2.059222,0.4031159
wind_med,400,0.1,5.0,10,1.0,log2,-2.05515157,0.39944751
wind_med,400,0.1,5.0,10,0.8,sqrt,-2.05859338,0.41357967
wind_med,400,0.1,5.0,10,0.8,log2,-2.06837217,0.41916071
wind_med,400,0.1,5.0,20,1.0,sqrt,-2.06987416,0.38187844
wind_med,400,0.1,5.0,20,1.0,log2,-2.07673957,0.39940566
wind_med,400,0.1,5.0,20,0.8,sqrt,-2.05078361,0.40916282
wind_med,400,0.1,5.0,20,0.8,log2,-2.05753175,0.40366781
wind_med,500,0.05,None,10,1.0,sqrt,-2.06363004,0.37220976
wind_med,500,0.05,None,10,1.0,log2,-2.07379853,0.39015339
wind_med,500,0.05,None,10,0.8,sqrt,-2.05070531,0.39503753
wind_med,500,0.05,None,10,0.8,log2,-2.07163227,0.4174607
wind_med,500,0.05,None,20,1.0,sqrt,-2.0604388,0.37328752
wind_med,500,0.05,None,20,1.0,log2,-2.07161138,0.39198891
wind_med,500,0.05,None,20,0.8,sqrt,-2.05392665,0.39636472
wind_med,500,0.05,None,20,0.8,log2,-2.06879501,0.41507049
wind_med,500,0.05,5.0,10,1.0,sqrt,-2.03463045,0.40313378
wind_med,500,0.05,5.0,10,1.0,log2,-2.04511478,0.3972324
wind_med,500,0.05,5.0,10,0.8,sqrt,-2.03291693,0.40830445
wind_med,500,0.05,5.0,10,0.8,log2,-2.03142476,0.41591305
wind_med,500,0.05,5.0,20,1.0,sqrt,-2.02764845,0.39717643
wind_med,500,0.05,5.0,20,1.0,log2,-2.02727643,0.40949749
wind_med,500,0.05,5.0,20,0.8,sqrt,-2.02680268,0.41001825
wind_med,500,0.05,5.0,20,0.8,log2,-2.02963578,0.4123523
wind_med,500,0.1,None,10,1.0,sqrt,-2.09604149,0.36718641
wind_med,500,0.1,None,10,1.0,log2,-2.12459087,0.38281773
wind_med,500,0.1,None,10,0.8,sqrt,-2.08019078,0.4089362
wind_med,500,0.1,None,10,0.8,log2,-2.0900092,0.39881974
wind_med,500,0.1,None,20,1.0,sqrt,-2.09117023,0.40474788
