variable,regressor__n_estimators,regressor__learning_rate,regressor__max_depth,regressor__min_samples_leaf,regressor__subsample,regressor__max_features,score,std
wind_med,500,0.1,None,20,1.0,log2,-2.11932081,0.40972978
wind_med,500,0.1,None,20,0.8,sqrt,-2.07148178,0.41583912
wind_med,500,0.1,None,20,0.8,log2,-2.09442001,0.41665004
wind_med,500,0.1,5.0,10,1.0,sqrt,-2.07028977,0.38235952
wind_med,500,0.1,5.0,10,1.0,log2,-2.06004655,0.39664788
wind_med,500,0.1,5.0,10,0.8,sqrt,-2.05853342,0.40598082
wind_med,500,0.1,5.0,10,0.8,log2,-2.06690735,0.4054569
wind_med,500,0.1,5.0,20,1.0,sqrt,-2.07426323,0.37878573
wind_med,500,0.1,5.0,20,1.0,log2,-2.07026134,0.40815138
wind_med,500,0.1,5.0,20,0.8,sqrt,-2.05976429,0.39184756
wind_med,500,0.1,5.0,20,0.8,log2,-2.06958163,0.40953081
wind_med,600,0.05,None,10,1.0,sqrt,-2.06071675,0.36788992
wind_med,600,0.05,None,10,1.0,log2,-2.07522375,0.39408921
wind_med,600,0.05,None,10,0.8,sqrt,-2.06820368,0.40242271
wind_med,600,0.05,None,10,0.8,log2,-2.05699414,0.40219823
wind_med,600,0.05,None,20,1.0,sqrt,-2.0567221,0.3795819
wind_med,600,0.05,None,20,1.0,log2,-2.06613435,0.39223667
wind_med,600,0.05,None,20,0.8,sqrt,-2.05390797,0.41357845
wind_med,600,0.05,None,20,0.8,log2,-2.0588886,0.40424131
wind_med,600,0.05,5.0,10,1.0,sqrt,-2.03734427,0.38816023
wind_med,600,0.05,5.0,10,1.0,log2,-2.05768453,0.39027899
wind_med,600,0.05,5.0,10,0.8,sqrt,-2.03398239,0.40056423
wind_med,600,0.05,5.0,10,0.8,log2,-2.03417971,0.4019946
wind_med,600,0.05,5.0,20,1.0,sqrt,-2.03814243,0.39173574
wind_med,600,0.05,5.0,20,1.0,log2,-2.033598,0.39857615
wind_med,600,0.05,5.0,20,0.8,sqrt,-2.03650529,0.4032025
wind_med,600,0.05,5.0,20,0.8,log2,-2.03136456,0.42221449
wind_med,600,0.1,None,10,1.0,sqrt,-2.07708202,0.36650747
wind_med,600,0.1,None,10,1.0,log2,-2.13531119,0.39539359
wind_med,600,0.1,None,10,0.8,sqrt,-2.07731723,0.40592606
wind_med,600,0.1,None,10,0.8,log2,-2.12337908,0.41601773
wind_med,600,0.1,None,20,1.0,sqrt,-2.07784937,0.38387365
wind_med,600,0.1,None,20,1.0,log2,-2.1177543,0.4060893
wind_med,600,0.1,None,20,0.8,sqrt,-2.06907698,0.39869325
wind_med,600,0.1,None,20,0.8,log2,-2.08227229,0.3824381
wind_med,600,0.1,5.0,10,1.0,sqrt,-2.07918171,0.38540829
wind_med,600,0.1,5.0,10,1.0,log2,-2.08809253,0.39388578
wind_med,600,0.1,5.0,10,0.8,sqrt,-2.06111773,0.40253591
wind_med,600,0.1,5.0,10,0.8,log2,-2.07172404,0.42533545
wind_med,600,0.1,5.0,20,1.0,sqrt,-2.06214461,0.38701071
wind_med,600,0.1,5.0,20,1.0,log2,-2.08972887,0.39947655
wind_med,600,0.1,5.0,20,0.8,sqrt,-2.06118818,0.39893935
wind_med,600,0.1,5.0,20,0.8,log2,-2.06936042,0.40818711
shww_max,100,0.05,None,10,1.0,sqrt,-0.92222581,0.39005188
shww_max,100,0.05,None,10,1.0,log2,-0.92878643,0.39112407
shww_max,100,0.05,None,10,0.8,sqrt,-0.93546851,0.3969312
shww_max,100,0.05,None,10,0.8,log2,-0.93478515,0.39568736
shww_max,100,0.05,None,20,1.0,sqrt,-0.9360669,0.39681263
shww_max,100,0.05,None,20,1.0,log2,-0.93672682,0.39924186
shww_max,100,0.05,None,20,0.8,sqrt,-0.921625,0.40146757
shww_max,100,0.05,None,20,0.8,log2,-0.91436312,0.38818839
shww_max,100,0.05,5.0,10,1.0,sqrt,-0.92454365,0.40171385
shww_max,100,0.05,5.0,10,1.0,log2,-0.92880326,0.40502998
shww_max,100,0.05,5.0,10,0.8,sqrt,-0.93446881,0.40514888
shww_max,100,0.05,5.0,10,0.8,log2,-0.93070635,0.39819162
shww_max,100,0.05,5.0,20,1.0,sqrt,-0.92684439,0.3966074
shww_max,100,0.05,5.0,20,1.0,log2,-0.9231578,0.39677771
shww_max,100,0.05,5.0,20,0.8,sqrt,-0.93104491,0.40286249
shww_max,100,0.05,5.0,20,0.8,log2,-0.9285681,0.39261862
shww_max,100,0.1,None,10,1.0,sqrt,-0.93498897,0.39923954
shww_max,100,0.1,None,10,1.0,log2,-0.93322423,0.40218295
shww_max,100,0.1,None,10,0.8,sqrt,-0.91082299,0.39625622
shww_max,100,0.1,None,10,0.8,log2,-0.91392924,0.40011054
shww_max,100,0.1,None,20,1.0,sqrt,-0.92531877,0.40812466
shww_max,100,0.1,None,20,1.0,log2,-0.9211919,0.39895201
shww_max,100,0.1,None,20,0.8,sqrt,-0.93064259,0.40276327
shww_max,100,0.1,None,20,0.8,log2,-0.93054566,0.40751241
shww_max,100,0.1,5.0,10,1.0,sqrt,-0.89758462,0.3861525
shww_max,100,0.1,5.0,10,1.0,log2,-0.90211144,0.39136197
shww_max,100,0.1,5.0,10,0.8,sqrt,-0.90376317,0.3968583
shww_max,100,0.1,5.0,10,0.8,log2,-0.90554345,0.39273839
shww_max,100,0.1,5.0,20,1.0,sqrt,-0.91390188,0.3977705
shww_max,100,0.1,5.0,20,1.0,log2,-0.9058918,0.39134863
shww_max,100,0.1,5.0,20,0.8,sqrt,-0.90325027,0.39659154
shww_max,100,0.1,5.0,20,0.8,log2,-0.89398667,0.39145747
shww_max,200,0.05,None,10,1.0,sqrt,-0.90999949,0.39428752
shww_max,200,0.05,None,10,1.0,log2,-0.90419169,0.39540375
shww_max,200,0.05,None,10,0.8,sqrt,-0.91414921,0.39777306
shww_max,200,0.05,None,10,0.8,log2,-0.90986341,0.40198598
shww_max,200,0.05,None,20,1.0,sqrt,-0.90179517,0.39649078
shww_max,200,0.05,None,20,1.0,log2,-0.90511917,0.39624171
shww_max,200,0.05,None,20,0.8,sqrt,-0.91153162,0.39905905
shww_max,200,0.05,None,20,0.8,log2,-0.91090754,0.40750854
shww_max,200,0.05,5.0,10,1.0,sqrt,-0.90861837,0.39215444
shww_max,200,0.05,5.0,10,1.0,log2,-0.91525822,0.40426376
shww_max,200,0.05,5.0,10,0.8,sqrt,-0.90483278,0.39993073
shww_max,200,0.05,5.0,10,0.8,log2,-0.89609653,0.39372151
shww_max,200,0.05,5.0,20,1.0,sqrt,-0.91075724,0.3983507
shww_max,200,0.05,5.0,20,1.0,log2,-0.90016225,0.38952778
shww_max,200,0.05,5.0,20,0.8,sqrt,-0.91032096,0.40620087
shww_max,200,0.05,5.0,20,0.8,log2,-0.91018472,0.39950413
shww_max,200,0.1,None,10,1.0,sqrt,-0.94014249,0.39573058
shww_max,200,0.1,None,10,1.0,log2,-0.94063718,0.40982396
shww_max,200,0.1,None,10,0.8,sqrt,-0.937584,0.40600298
shww_max,200,0.1,None,10,0.8,log2,-0.94051068,0.40728349
shww_max,200,0.1,None,20,1.0,sqrt,-0.94741077,0.4079588
shww_max,200,0.1,None,20,1.0,log2,-0.967282,0.41032772
shww_max,200,0.1,None,20,0.8,sqrt,-0.93421259,0.39451984
shww_max,200,0.1,None,20,0.8,log2,-0.92073592,0.39937679
shww_max,200,0.1,5.0,10,1.0,sqrt,-0.94116933,0.39908093
shww_max,200,0.1,5.0,10,1.0,log2,-0.94303281,0.40914155
shww_max,200,0.1,5.0,10,0.8,sqrt,-0.94230566,0.40744464
shww_max,200,0.1,5.0,10,0.8,log2,-0.95402224,0.40708374
shww_max,200,0.1,5.0,20,1.0,sqrt,-0.94127663,0.40594339
shww_max,200,0.1,5.0,20,1.0,log2,-0.94390937,0.39856555
shww_max,200,0.1,5.0,20,0.8,sqrt,-0.93783849,0.40679629
shww_max,200,0.1,5.0,20,0.8,log2,-0.93672346,0.40010418
shww_max,300,0.05,None,10,1.0,sqrt,-0.94025751,0.40200941
shww_max,300,0.05,None,10,1.0,log2,-0.93920718,0.40201365
shww_max,300,0.05,None,10,0.8,sqrt,-0.9368101,0.40576058
shww_max,300,0.05,None,10,0.8,log2,-0.93285264,0.40649685
shww_max,300,0.05,None,20,1.0,sqrt,-0.94135811,0.40183957
shww_max,300,0.05,None,20,1.0,log2,-0.93300301,0.40116886
shww_max,300,0.05,None,20,0.8,sqrt,-0.94414161,0.41146652
shww_max,300,0.05,None,20,0.8,log2,-0.94535479,0.41138841
shww_max,300,0.05,5.0,10,1.0,sqrt,-0.90468728,0.38349268
shww_max,300,0.05,5.0,10,1.0,log2,-0.91822,0.40500806
shww_max,300,0.05,5.0,10,0.8,sqrt,-0.91986778,0.40161529
shww_max,300,0.05,5.0,10,0.8,log2,-0.93000608,0.40258009
shww_max,300,0.05,5.0,20,1.0,sqrt,-0.94013626,0.40414984
shww_max,300,0.05,5.0,20,1.0,log2,-0.9180983,0.39786442
shww_max,300,0.05,5.0,20,0.8,sqrt,-0.91649854,0.40482104
shww_max,300,0.05,5.0,20,0.8,log2,-0.91709847,0.40538525
shww_max,300,0.1,None,10,1.0,sqrt,-0.91717554,0.39002944
shww_max,300,0.1,None,10,1.0,log2,-0.92153068,0.4076777
shww_max,300,0.1,None,10,0.8,sqrt,-0.92770665,0.39892641
shww_max,300,0.1,None,10,0.8,log2,-0.93406223,0.41274948
shww_max,300,0.1,None,20,1.0,sqrt,-0.91958856,0.39376927
shww_max,300,0.1,None,20,1.0,log2,-0.91845371,0.40125155
shww_max,300,0.1,None,20,0.8,sqrt,-0.9220094,0.39167527
shww_max,300,0.1,None,20,0.8,log2,-0.91875198,0.39554235
shww_max,300,0.1,5.0,10,1.0,sqrt,-0.93168293,0.4093855
shww_max,300,0.1,5.0,10,1.0,log2,-0.92634849,0.39563251
shww_max,300,0.1,5.0,10,0.8,sqrt,-0.91462465,0.40683914
shww_max,300,0.1,5.0,10,0.8,log2,-0.91558525,0.4039274
shww_max,300,0.1,5.0,20,1.0,sqrt,-0.91660492,0.40173217
shww_max,300,0.1,5.0,20,1.0,log2,-0.92043344,0.40551474
shww_max,300,0.1,5.0,20,0.8,sqrt,-0.93438354,0.40438676
shww_max,300,0.1,5.0,20,0.8,log2,-0.92276072,0.40346593
shww_max,400,0.05,None,10,1.0,sqrt,-0.93859138,0.3961245
shww_max,400,0.05,None,10,1.0,log2,-0.93771888,0.39717187
shww_max,400,0.05,None,10,0.8,sqrt,-0.9373034,0.40030014
shww_max,400,0.05,None,10,0.8,log2,-0.93216281,0.39937744
shww_max,400,0.05,None,20,1.0,sqrt,-0.92757954,0.3974898
shww_max,400,0.05,None,20,1.0,log2,-0.93479104,0.40167697
shww_max,400,0.05,None,20,0.8,sqrt,-0.93135898,0.41240867
shww_max,400,0.05,None,20,0.8,log2,-0.93101011,0.40019695
shww_max,400,0.05,5.0,10,1.0,sqrt,-0.9176215,0.3970432
shww_max,400,0.05,5.0,10,1.0,log2,-0.91087735,0.3935376
shww_max,400,0.05,5.0,10,0.8,sqrt,-0.90949246,0.39270459
shww_max,400,0.05,5.0,10,0.8,log2,-0.92077432,0.40608429
shww_max,400,0.05,5.0,20,1.0,sqrt,-0.91521551,0.39714324
shww_max,400,0.05,5.0,20,1.0,log2,-0.90587124,0.39045039
shww_max,400,0.05,5.0,20,0.8,sqrt,-0.91415673,0.40524689
shww_max,400,0.05,5.0,20,0.8,log2,-0.91282822,0.39839398
shww_max,400,0.1,None,10,1.0,sqrt,-0.9379705,0.3999209
shww_max,400,0.1,None,10,1.0,log2,-0.94774862,0.4045581
shww_max,400,0.1,None,10,0.8,sqrt,-0.94502097,0.39436728
shww_max,400,0.1,None,10,0.8,log2,-0.95138123,0.4049298
shww_max,400,0.1,None,20,1.0,sqrt,-0.94646946,0.40903381
shww_max,400,0.1,None,20,1.0,log2,-0.94997029,0.41295483
shww_max,400,0.1,None,20,0.8,sqrt,-0.93061182,0.39940612
shww_max,400,0.1,None,20,0.8,log2,-0.94311668,0.39515381
shww_max,400,0.1,5.0,10,1.0,sqrt,-0.92618249,0.39828983
shww_max,400,0.1,5.0,10,1.0,log2,-0.93764842,0.4061089
shww_max,400,0.1,5.0,10,0.8,sqrt,-0.92460099,0.40520899
shww_max,400,0.1,5.0,10,0.8,log2,-0.93141887,0.40174061
shww_max,400,0.1,5.0,20,1.0,sqrt,-0.92514032,0.39012049
shww_max,400,0.1,5.0,20,1.0,log2,-0.93089873,0.41609287
shww_max,400,0.1,5.0,20,0.8,sqrt,-0.93558354,0.3965039
shww_max,400,0.1,5.0,20,0.8,log2,-0.92769893,0.4036593
shww_max,500,0.05,None,10,1.0,sqrt,-0.93236462,0.39485896
shww_max,500,0.05,None,10,1.0,log2,-0.93755664,0.40239762
shww_max,500,0.05,None,10,0.8,sqrt,-0.93189932,0.39898562
shww_max,500,0.05,None,10,0.8,log2,-0.93048084,0.40131794
shww_max,500,0.05,None,20,1.0,sqrt,-0.93137684,0.40983551
shww_max,500,0.05,None,20,1.0,log2,-0.93475158,0.40727042
shww_max,500,0.05,None,20,0.8,sqrt,-0.93568707,0.40865399
shww_max,500,0.05,None,20,0.8,log2,-0.92591759,0.39343958
shww_max,500,0.05,5.0,10,1.0,sqrt,-0.92351747,0.39664017
shww_max,500,0.05,5.0,10,1.0,log2,-0.91196438,0.38945881
shww_max,500,0.05,5.0,10,0.8,sqrt,-0.92541538,0.40103744
shww_max,500,0.05,5.0,10,0.8,log2,-0.91699378,0.40004868
shww_max,500,0.05,5.0,20,1.0,sqrt,-0.9180694,0.3983957
shww_max,500,0.05,5.0,20,1.0,log2,-0.91731697,0.39964098
shww_max,500,0.05,5.0,20,0.8,sqrt,-0.92303585,0.40293503
shww_max,500,0.05,5.0,20,0.8,log2,-0.91519239,0.401293
shww_max,500,0.1,None,10,1.0,sqrt,-0.94037164,0.40556275
shww_max,500,0.1,None,10,1.0,log2,-0.95709236,0.39557097
shww_max,500,0.1,None,10,0.8,sqrt,-0.94885069,0.40678926
shww_max,500,0.1,None,10,0.8,log2,-0.94390805,0.39696564
shww_max,500,0.1,None,20,1.0,sqrt,-0.9346052,0.404411
shww_max,500,0.1,None,20,1.0,log2,-0.94600442,0.40029295
shww_max,500,0.1,None,20,0.8,sqrt,-0.94303717,0.40897589
shww_max,500,0.1,None,20,0.8,log2,-0.95041052,0.41192163
shww_max,500,0.1,5.0,10,1.0,sqrt,-0.93116875,0.39031135
shww_max,500,0.1,5.0,10,1.0,log2,-0.92516912,0.39467676
shww_max,500,0.1,5.0,10,0.8,sqrt,-0.93485646,0.40167819
shww_max,500,0.1,5.0,10,0.8,log2,-0.93632662,0.41077689
shww_max,500,0.1,5.0,20,1.0,sqrt,-0.93337594,0.40437801
shww_max,500,0.1,5.0,20,1.0,log2,-0.93704505,0.40520141
shww_max,500,0.1,5.0,20,0.8,sqrt,-0.93991472,0.40177495
shww_max,500,0.1,5.0,20,0.8,log2,-0.93311388,0.40705991
shww_max,600,0.05,None,10,1.0,sqrt,-0.935859,0.39871172
shww_max,600,0.05,None,10,1.0,log2,-0.93846822,0.39420089
shww_max,600,0.05,None,10,0.8,sqrt,-0.938797,0.39833666
shww_max,600,0.05,None,10,0.8,log2,-0.93392138,0.40169856
shww_max,600,0.05,None,20,1.0,sqrt,-0.93251499,0.40481692
shww_max,600,0.05,None,20,1.0,log2,-0.94196646,0.4119676
shww_max,600,0.05,None,20,0.8,sqrt,-0.92515268,0.39928872
shww_max,600,0.05,None,20,0.8,log2,-0.9263296,0.39751919
shww_max,600,0.05,5.0,10,1.0,sqrt,-0.91585368,0.39511306
shww_max,600,0.05,5.0,10,1.0,log2,-0.91338245,0.39345683
shww_max,600,0.05,5.0,10,0.8,sqrt,-0.92410199,0.4056974
shww_max,600,0.05,5.0,10,0.8,log2,-0.9161073,0.3983868
shww_max,600,0.05,5.0,20,1.0,sqrt,-0.92704973,0.4013414
shww_max,600,0.05,5.0,20,1.0,log2,-0.92342335,0.40413552
shww_max,600,0.05,5.0,20,0.8,sqrt,-0.91693646,0.399039
shww_max,600,0.05,5.0,20,0.8,log2,-0.92189592,0.40492635
shww_max,600,0.1,None,10,1.0,sqrt,-0.93622377,0.39102318
shww_max,600,0.1,None,10,1.0,log2,-0.97661822,0.39764466
shww_max,600,0.1,None,10,0.8,sqrt,-0.93528934,0.39473338
shww_max,600,0.1,None,10,0.8,log2,-0.9497779,0.40612036
shww_max,600,0.1,None,20,1.0,sqrt,-0.94232897,0.39875036
shww_max,600,0.1,None,20,1.0,log2,-0.95719217,0.3986179
shww_max,600,0.1,None,20,0.8,sqrt,-0.93184713,0.40624246
shww_max,600,0.1,None,20,0.8,log2,-0.94445507,0.40249381
shww_max,600,0.1,5.0,10,1.0,sqrt,-0.92938679,0.39457305
shww_max,600,0.1,5.0,10,1.0,log2,-0.92913501,0.40140453
shww_max,600,0.1,5.0,10,0.8,sqrt,-0.93121719,0.3934742
shww_max,600,0.1,5.0,10,0.8,log2,-0.92990259,0.40877303
shww_max,600,0.1,5.0,20,1.0,sqrt,-0.93290857,0.39851158
shww_max,600,0.1,5.0,20,1.0,log2,-0.93194114,0.40362728
shww_max,600,0.1,5.0,20,0.8,sqrt,-0.93493669,0.40551436
shww_max,600,0.1,5.0,20,0.8,log2,-0.94367029,0.41387348
shww_med,100,0.05,None,10,1.0,sqrt,-0.70671376,0.33353766
shww_med,100,0.05,None,10,1.0,log2,-0.70176794,0.33294714
shww_med,100,0.05,None,10,0.8,sqrt,-0.71215161,0.34324414
shww_med,100,0.05,None,10,0.8,log2,-0.71276368,0.33704217
shww_med,100,0.05,None,20,1.0,sqrt,-0.71061265,0.33534494
shww_med,100,0.05,None,20,1.0,log2,-0.71474343,0.34099721
shww_med,100,0.05,None,20,0.8,sqrt,-0.69573779,0.32614139
shww_med,100,0.05,None,20,0.8,log2,-0.69077866,0.32118075
shww_med,100,0.05,5.0,10,1.0,sqrt,-0.70357655,0.33403989
shww_med,100,0.05,5.0,10,1.0,log2,-0.70097746,0.32411349
shww_med,100,0.05,5.0,10,0.8,sqrt,-0.71491926,0.33697024
shww_med,100,0.05,5.0,10,0.8,log2,-0.70653953,0.33038973
shww_med,100,0.05,5.0,20,1.0,sqrt,-0.70268062,0.33352464
shww_med,100,0.05,5.0,20,1.0,log2,-0.7060741,0.33020436
shww_med,100,0.05,5.0,20,0.8,sqrt,-0.71359629,0.34463139
shww_med,100,0.05,5.0,20,0.8,log2,-0.7054398,0.338485
shww_med,100,0.1,None,10,1.0,sqrt,-0.71306635,0.34234883
shww_med,100,0.1,None,10,1.0,log2,-0.71403636,0.34064351
shww_med,100,0.1,None,10,0.8,sqrt,-0.6978939,0.3286366
shww_med,100,0.1,None,10,0.8,log2,-0.68775943,0.32042375
shww_med,100,0.1,None,20,1.0,sqrt,-0.69915519,0.327223
shww_med,100,0.1,None,20,1.0,log2,-0.69670177,0.33081843
shww_med,100,0.1,None,20,0.8,sqrt,-0.71007709,0.33498696
shww_med,100,0.1,None,20,0.8,log2,-0.70816236,0.3325585
shww_med,100,0.1,5.0,10,1.0,sqrt,-0.67847805,0.32339326
shww_med,100,0.1,5.0,10,1.0,log2,-0.68322035,0.33029363
shww_med,100,0.1,5.0,10,0.8,sqrt,-0.69322232,0.33605662
shww_med,100,0.1,5.0,10,0.8,log2,-0.69412688,0.33555733
shww_med,100,0.1,5.0,20,1.0,sqrt,-0.68994408,0.32558247
shww_med,100,0.1,5.0,20,1.0,log2,-0.69676671,0.33998675
shww_med,100,0.1,5.0,20,0.8,sqrt,-0.68266536,0.32802636
shww_med,100,0.1,5.0,20,0.8,log2,-0.67398525,0.32097643
shww_med,200,0.05,None,10,1.0,sqrt,-0.69548102,0.33099485
shww_med,200,0.05,None,10,1.0,log2,-0.68321952,0.32529779
shww_med,200,0.05,None,10,0.8,sqrt,-0.69219706,0.33032853
shww_med,200,0.05,None,10,0.8,log2,-0.68557558,0.32880243
shww_med,200,0.05,None,20,1.0,sqrt,-0.67872155,0.32395526
shww_med,200,0.05,None,20,1.0,log2,-0.68231487,0.3286395
shww_med,200,0.05,None,20,0.8,sqrt,-0.68777782,0.33111342
shww_med,200,0.05,None,20,0.8,log2,-0.68928208,0.33571408
shww_med,200,0.05,5.0,10,1.0,sqrt,-0.69626604,0.33644299
shww_med,200,0.05,5.0,10,1.0,log2,-0.6909462,0.33435848
shww_med,200,0.05,5.0,10,0.8,sqrt,-0.6775868,0.32613127
shww_med,200,0.05,5.0,10,0.8,log2,-0.67956618,0.32540525
shww_med,200,0.05,5.0,20,1.0,sqrt,-0.69033109,0.3302227
shww_med,200,0.05,5.0,20,1.0,log2,-0.67931309,0.32335523
shww_med,200,0.05,5.0,20,0.8,sqrt,-0.6880038,0.33010834
shww_med,200,0.05,5.0,20,0.8,log2,-0.6882357,0.33282349
shww_med,200,0.1,None,10,1.0,sqrt,-0.71420101,0.33884807
shww_med,200,0.1,None,10,1.0,log2,-0.70386856,0.32523055
shww_med,200,0.1,None,10,0.8,sqrt,-0.72230105,0.34670369
shww_med,200,0.1,None,10,0.8,log2,-0.71803147,0.33161471
shww_med,200,0.1,None,20,1.0,sqrt,-0.72083623,0.34632477
shww_med,200,0.1,None,20,1.0,log2,-0.72902368,0.34792943
shww_med,200,0.1,None,20,0.8,sqrt,-0.70785883,0.32811113
shww_med,200,0.1,None,20,0.8,log2,-0.70888417,0.33121586
shww_med,200,0.1,5.0,10,1.0,sqrt,-0.71436513,0.33575778
shww_med,200,0.1,5.0,10,1.0,log2,-0.71611645,0.32721908
shww_med,200,0.1,5.0,10,0.8,sqrt,-0.71241263,0.33161982
shww_med,200,0.1,5.0,10,0.8,log2,-0.72365227,0.34158658
shww_med,200,0.1,5.0,20,1.0,sqrt,-0.72038457,0.33833462
shww_med,200,0.1,5.0,20,1.0,log2,-0.71217137,0.33234746
shww_med,200,0.1,5.0,20,0.8,sqrt,-0.71656814,0.33934609
shww_med,200,0.1,5.0,20,0.8,log2,-0.72108088,0.33907607
shww_med,300,0.05,None,10,1.0,sqrt,-0.71416826,0.34117044
shww_med,300,0.05,None,10,1.0,log2,-0.72640741,0.33841
shww_med,300,0.05,None,10,0.8,sqrt,-0.71261798,0.33390595
shww_med,300,0.05,None,10,0.8,log2,-0.71348791,0.33447436
shww_med,300,0.05,None,20,1.0,sqrt,-0.71536148,0.33799064
shww_med,300,0.05,None,20,1.0,log2,-0.71675284,0.32935379
shww_med,300,0.05,None,20,0.8,sqrt,-0.71637294,0.33949013
shww_med,300,0.05,None,20,0.8,log2,-0.71489008,0.33090757
shww_med,300,0.05,5.0,10,1.0,sqrt,-0.6941555,0.33455912
shww_med,300,0.05,5.0,10,1.0,log2,-0.70286234,0.34158262
shww_med,300,0.05,5.0,10,0.8,sqrt,-0.69722802,0.32725333
shww_med,300,0.05,5.0,10,0.8,log2,-0.69865052,0.3362348
shww_med,300,0.05,5.0,20,1.0,sqrt,-0.70299077,0.33124825
shww_med,300,0.05,5.0,20,1.0,log2,-0.70206384,0.33226866
shww_med,300,0.05,5.0,20,0.8,sqrt,-0.69297013,0.3379844
shww_med,300,0.05,5.0,20,0.8,log2,-0.68564779,0.32526691
shww_med,300,0.1,None,10,1.0,sqrt,-0.6988566,0.33319674
shww_med,300,0.1,None,10,1.0,log2,-0.70556378,0.34053985
shww_med,300,0.1,None,10,0.8,sqrt,-0.70232343,0.33346341
shww_med,300,0.1,None,10,0.8,log2,-0.70060659,0.33241028
shww_med,300,0.1,None,20,1.0,sqrt,-0.6996409,0.33545904
shww_med,300,0.1,None,20,1.0,log2,-0.69372418,0.33712584
shww_med,300,0.1,None,20,0.8,sqrt,-0.7061968,0.3416013
shww_med,300,0.1,None,20,0.8,log2,-0.70202719,0.33747028
shww_med,300,0.1,5.0,10,1.0,sqrt,-0.69905609,0.32695604
shww_med,300,0.1,5.0,10,1.0,log2,-0.7064248,0.33327997
shww_med,300,0.1,5.0,10,0.8,sqrt,-0.69002887,0.32785769
shww_med,300,0.1,5.0,10,0.8,log2,-0.68191389,0.32461148
shww_med,300,0.1,5.0,20,1.0,sqrt,-0.70500498,0.33751323
shww_med,300,0.1,5.0,20,1.0,log2,-0.6975489,0.33419183
shww_med,300,0.1,5.0,20,0.8,sqrt,-0.70130219,0.33015247
shww_med,300,0.1,5.0,20,0.8,log2,-0.69863368,0.33460246
shww_med,400,0.05,None,10,1.0,sqrt,-0.71408308,0.33700653
shww_med,400,0.05,None,10,1.0,log2,-0.71089793,0.33033627
shww_med,400,0.05,None,10,0.8,sqrt,-0.71252724,0.33723271
shww_med,400,0.05,None,10,0.8,log2,-0.70677373,0.33181145
shww_med,400,0.05,None,20,1.0,sqrt,-0.71053901,0.3409257
shww_med,400,0.05,None,20,1.0,log2,-0.71191787,0.34065714
shww_med,400,0.05,None,20,0.8,sqrt,-0.71054313,0.33732593
shww_med,400,0.05,None,20,0.8,log2,-0.70900604,0.33353819
shww_med,400,0.05,5.0,10,1.0,sqrt,-0.69277648,0.3298231
shww_med,400,0.05,5.0,10,1.0,log2,-0.69618438,0.33882965
shww_med,400,0.05,5.0,10,0.8,sqrt,-0.69151114,0.32663681
shww_med,400,0.05,5.0,10,0.8,log2,-0.695636,0.3315934
shww_med,400,0.05,5.0,20,1.0,sqrt,-0.69571922,0.33550611
shww_med,400,0.05,5.0,20,1.0,log2,-0.6980479,0.33556148
shww_med,400,0.05,5.0,20,0.8,sqrt,-0.69130315,0.32667429
shww_med,400,0.05,5.0,20,0.8,log2,-0.6935501,0.3364481
shww_med,400,0.1,None,10,1.0,sqrt,-0.71640964,0.34143032
shww_med,400,0.1,None,10,1.0,log2,-0.73021818,0.33111535
shww_med,400,0.1,None,10,0.8,sqrt,-0.71250601,0.33168442
shww_med,400,0.1,None,10,0.8,log2,-0.71833665,0.33482546
shww_med,400,0.1,None,20,1.0,sqrt,-0.72127309,0.33846864
shww_med,400,0.1,None,20,1.0,log2,-0.72708719,0.34241869
shww_med,400,0.1,None,20,0.8,sqrt,-0.713335,0.3402049
shww_med,400,0.1,None,20,0.8,log2,-0.71694142,0.33029435
shww_med,400,0.1,5.0,10,1.0,sqrt,-0.70699986,0.33560738
shww_med,400,0.1,5.0,10,1.0,log2,-0.70814799,0.33908321
shww_med,400,0.1,5.0,10,0.8,sqrt,-0.71052165,0.33675776
shww_med,400,0.1,5.0,10,0.8,log2,-0.70397456,0.34148057
shww_med,400,0.1,5.0,20,1.0,sqrt,-0.7105802,0.33805833
shww_med,400,0.1,5.0,20,1.0,log2,-0.70277257,0.33289336
shww_med,400,0.1,5.0,20,0.8,sqrt,-0.70455611,0.33116683
shww_med,400,0.1,5.0,20,0.8,log2,-0.70656312,0.33820488
shww_med,500,0.05,None,10,1.0,sqrt,-0.70566532,0.33530834
shww_med,500,0.05,None,10,1.0,log2,-0.71973608,0.34257539
shww_med,500,0.05,None,10,0.8,sqrt,-0.71338224,0.33693119
shww_med,500,0.05,None,10,0.8,log2,-0.70776617,0.33138143
shww_med,500,0.05,None,20,1.0,sqrt,-0.71068182,0.34374514
shww_med,500,0.05,None,20,1.0,log2,-0.71048906,0.33973226
shww_med,500,0.05,None,20,0.8,sqrt,-0.71153056,0.33723761
shww_med,500,0.05,None,20,0.8,log2,-0.71004861,0.33320051
shww_med,500,0.05,5.0,10,1.0,sqrt,-0.6927231,0.32880987
shww_med,500,0.05,5.0,10,1.0,log2,-0.69563666,0.33782771
shww_med,500,0.05,5.0,10,0.8,sqrt,-0.69634136,0.3330094
shww_med,500,0.05,5.0,10,0.8,log2,-0.69172037,0.32931188
shww_med,500,0.05,5.0,20,1.0,sqrt,-0.69503703,0.33201936
