variable,source_file,regressor,regressor__max_depth,regressor__min_samples_split,regressor__min_samples_leaf,score,std
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,4,-0.6889251,0.19605289
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,1,-0.73765072,0.19962055
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,2,-0.74049697,0.21592693
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,4,-0.73660761,0.20396041
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,1,-0.71886735,0.19618805
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,2,-0.72731264,0.19656984
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,4,-0.72644573,0.20733215
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,1,-0.72430343,0.20774631
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,2,-0.69547594,0.19080035
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,4,-0.70937446,0.20397983
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,1,-0.71154284,0.20030937
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,2,-0.70878642,0.20862999
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,4,-0.69011436,0.19328515
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,1,-0.66533207,0.15233809
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,2,-0.67100289,0.16599719
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,4,-0.65808967,0.16956534
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,1,-0.65095928,0.16561195
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,2,-0.64520484,0.16412495
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,4,-0.65859484,0.15301546
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,1,-0.64348253,0.15891241
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,2,-0.61773406,0.14834483
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,4,-0.63035214,0.15418047
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,1,-0.63733914,0.15718844
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,2,-0.63565513,0.15145601
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,4,-0.61757827,0.14845621
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,1,-0.54010438,0.16542751
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,2,-0.55488013,0.17704219
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,4,-0.54772665,0.16147928
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,1,-0.53897439,0.17180994
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,2,-0.53602577,0.1551887
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,4,-0.53501697,0.15512294
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,1,-0.53738519,0.15746641
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,2,-0.54030671,0.16281948
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,4,-0.5264792,0.1521442
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,1,-0.5276749,0.15042853
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,2,-0.52580237,0.15030075
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,4,-0.52873083,0.15121022
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,1,-0.63136074,0.17775307
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,2,-0.61547399,0.17053024
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,4,-0.61030437,0.16838081
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,1,-0.63316893,0.18685316
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,2,-0.61525099,0.16552744
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,4,-0.60841108,0.1610406
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,1,-0.59744585,0.15780743
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,2,-0.60860533,0.16895523
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,4,-0.59606485,0.1514491
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,1,-0.60396662,0.1554482
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,2,-0.60265135,0.16013375
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,4,-0.59084177,0.14777016
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,1,-0.67385975,0.17584529
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,2,-0.66773763,0.15947301
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,4,-0.67533661,0.18692563
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,1,-0.63946205,0.15793074
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,2,-0.645497,0.15728944
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,4,-0.65912122,0.1615692
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,1,-0.65612236,0.16860382
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,2,-0.62925438,0.14125225
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,4,-0.63975765,0.15724378
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,1,-0.63478378,0.15187368
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,2,-0.63758463,0.15906254
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,4,-0.61773504,0.14648581
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,1,-0.66314711,0.16341198
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,2,-0.66888959,0.17723498
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,4,-0.66630248,0.17995271
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,1,-0.65071613,0.17073535
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,2,-0.65418902,0.1616197
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,4,-0.64805387,0.14748899
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,1,-0.63523881,0.14601984
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,2,-0.62928812,0.15074515
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,4,-0.63916759,0.15324839
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,1,-0.63590931,0.15637312
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,2,-0.63166895,0.15369267
shts_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,4,-0.61868265,0.15457334
