variable,source_file,regressor,regressor__max_depth,regressor__min_samples_split,regressor__min_samples_leaf,score,std
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,2,-1.06290909,0.50518691
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,4,-1.05369897,0.50822829
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,1,-1.16524365,0.47542841
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,2,-1.17991592,0.47722807
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,4,-1.17079128,0.47804016
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,1,-1.20049623,0.50666756
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,2,-1.16862795,0.49654339
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,4,-1.14008146,0.45687311
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,1,-1.12018618,0.46863306
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,2,-1.10805481,0.46693153
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,4,-1.16919137,0.52226784
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,1,-1.15078384,0.52436249
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,2,-1.15030379,0.50975939
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,4,-1.09866292,0.46768668
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,1,-1.23324715,0.46104498
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,2,-1.28295526,0.46916329
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,4,-1.2341863,0.49015439
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,1,-1.21048459,0.45913072
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,2,-1.20898678,0.46157593
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,4,-1.18648778,0.45479518
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,1,-1.20844144,0.48361924
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,2,-1.18390208,0.48324963
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,4,-1.21861347,0.49609653
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,1,-1.18785002,0.47105454
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,2,-1.20474079,0.48512446
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,4,-1.12828553,0.44110317
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,1,-1.27341843,0.45943135
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,2,-1.26514026,0.46607378
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,4,-1.25773028,0.45294686
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,1,-1.22334478,0.43459267
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,2,-1.20213274,0.48693265
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,4,-1.20921132,0.4747472
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,1,-1.21773558,0.49827676
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,2,-1.18592791,0.47143855
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,4,-1.21581307,0.4795145
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,1,-1.21533398,0.47884068
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,2,-1.19617493,0.46294822
shww_max,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,4,-1.15519137,0.47333622
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,1,-0.96152603,0.43471537
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,2,-0.97394183,0.43863631
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,4,-0.92990614,0.41057524
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,1,-0.91604797,0.4194569
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,2,-0.93671139,0.39658064
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,4,-0.92412057,0.40115939
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,1,-0.94491901,0.41706893
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,2,-0.91504597,0.41625274
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,4,-0.90826764,0.41763484
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,1,-0.91600908,0.44764938
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,2,-0.9142672,0.42725479
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,4,-0.9011966,0.42188873
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,1,-0.77466425,0.43605688
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,2,-0.75953769,0.41009547
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,4,-0.76565542,0.42125217
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,1,-0.76011734,0.39186493
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,2,-0.74681597,0.3932991
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,4,-0.77547766,0.42684884
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,1,-0.77268995,0.42496636
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,2,-0.76432558,0.41630729
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,4,-0.78921763,0.46535393
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,1,-0.78103962,0.46509997
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,2,-0.780481,0.46303507
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,4,-0.78590095,0.45734974
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,1,-0.88557424,0.42923491
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,2,-0.89113874,0.4403162
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,4,-0.89553175,0.42877522
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,1,-0.88642689,0.42111421
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,2,-0.89273626,0.42188387
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,4,-0.88431606,0.41946917
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,1,-0.86110477,0.38282859
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,2,-0.85799566,0.39503738
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,4,-0.873595,0.42328075
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,1,-0.87270073,0.4168735
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,2,-0.86853966,0.41974853
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,4,-0.88094523,0.4477137
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,1,-0.94480968,0.41120125
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,2,-0.91998529,0.40541404
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,4,-0.93047056,0.39578889
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,1,-0.93413545,0.43884444
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,2,-0.92069105,0.3967746
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,4,-0.94276305,0.38996835
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,1,-0.92155507,0.38042094
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,2,-0.90268664,0.3908692
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,4,-0.90683463,0.41477141
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,1,-0.92625986,0.44287401
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,2,-0.90465732,0.42545495
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,4,-0.90642022,0.43780755
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,1,-0.94009316,0.39437886
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,2,-0.96101711,0.4280852
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,4,-0.94122314,0.40916245
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,1,-0.92306457,0.41459417
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,2,-0.93040322,0.39306773
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,4,-0.937121,0.41488154
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,1,-0.9360365,0.40107122
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,2,-0.91458278,0.41835118
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,4,-0.91075903,0.43154063
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,1,-0.91058348,0.41486864
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,2,-0.92327082,0.44007011
shww_med,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,4,-0.89612797,0.41791582
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,1,-0.12562746,0.06062239
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,2,-0.11745035,0.05212963
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,4,-0.12137561,0.05418181
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,1,-0.11774746,0.05076328
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,2,-0.12280284,0.05663585
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,4,-0.1194234,0.05217205
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,1,-0.12038196,0.05288557
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,2,-0.11632144,0.05308298
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,4,-0.11099117,0.04478721
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,1,-0.10915559,0.044375
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,2,-0.10874742,0.04476666
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,4,-0.10643572,0.04449212
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,1,-0.09540866,0.04924729
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,2,-0.09744244,0.05362227
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,4,-0.09667886,0.05265961
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,1,-0.0947728,0.05234591
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,2,-0.10080518,0.05162131
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,4,-0.10128788,0.05218257
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,1,-0.10094371,0.05198723
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,2,-0.09998341,0.05164747
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,4,-0.09402423,0.04740865
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,1,-0.09503645,0.04753564
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,2,-0.09493038,0.04711137
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,4,-0.09358326,0.0466359
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,1,-0.11703925,0.06601963
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,2,-0.11442971,0.06084154
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,4,-0.11298291,0.05813372
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,1,-0.11074994,0.05666559
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,2,-0.1127417,0.05972999
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,4,-0.11372808,0.06068199
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,1,-0.11150285,0.05731001
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,2,-0.10903859,0.05553079
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,4,-0.1027291,0.04827826
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,1,-0.10240656,0.04618038
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,2,-0.10388581,0.0479368
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,4,-0.10181423,0.04600536
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,1,-0.11278069,0.05064532
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,2,-0.1195982,0.05781891
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,4,-0.11785867,0.05310336
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,1,-0.11382343,0.05284054
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,2,-0.11923405,0.05812811
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,4,-0.12089098,0.0571254
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,1,-0.11809803,0.0540916
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,2,-0.11381496,0.05378
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,4,-0.10752428,0.04443817
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,1,-0.10756798,0.04389421
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,2,-0.10814179,0.04485867
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,4,-0.10617568,0.0441863
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,1,-0.12633143,0.05732048
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,2,-0.12339841,0.0510353
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,4,-0.12188632,0.05098994
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,1,-0.11826873,0.05135866
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,2,-0.12210525,0.05668475
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,4,-0.12004874,0.05692756
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,1,-0.12067106,0.05443328
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,2,-0.1160774,0.05207012
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,4,-0.10849018,0.04526919
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,1,-0.10841901,0.04637635
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,2,-0.10871647,0.04300585
mdts_sin,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,4,-0.10668514,0.04465483
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,1,-0.14789594,0.06482478
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,2,-0.14453708,0.05569639
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,4,-0.14032644,0.05654358
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,1,-0.14195406,0.05926438
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,2,-0.14026122,0.06142372
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,4,-0.14013483,0.06045332
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,1,-0.13976338,0.0657799
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,2,-0.13713518,0.06194917
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,4,-0.13255898,0.05219121
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,1,-0.13305741,0.05283993
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,2,-0.13342489,0.05385909
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,4,-0.13127862,0.05622594
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,1,-0.10819329,0.05196398
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,2,-0.10858419,0.05113229
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,4,-0.10790781,0.05183351
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,1,-0.10785231,0.05130977
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,2,-0.10982117,0.05163261
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,4,-0.10856625,0.051341
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,1,-0.11030914,0.05214754
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,2,-0.10818119,0.0510462
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,4,-0.10685445,0.04756873
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,1,-0.11006215,0.04821174
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,2,-0.10558094,0.04787992
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,4,-0.10650948,0.04783156
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,1,-0.13826438,0.07294677
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,2,-0.13725551,0.07248879
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,4,-0.13407603,0.06759893
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,1,-0.12985067,0.06535652
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,2,-0.13031886,0.06049466
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,4,-0.12797082,0.06181243
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,1,-0.12900448,0.06016667
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,2,-0.13045035,0.06653827
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,4,-0.12926538,0.06097806
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,1,-0.13071022,0.06406537
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,2,-0.12215531,0.05060348
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,4,-0.1270656,0.06036665
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,1,-0.14009226,0.05761494
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,2,-0.14179569,0.05852565
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,4,-0.14177395,0.06542918
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,1,-0.13805048,0.06343835
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,2,-0.14053415,0.06377538
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,4,-0.13826318,0.05882671
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,1,-0.14005252,0.06559478
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,2,-0.13653053,0.06250557
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,4,-0.13385278,0.05837625
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,1,-0.13562166,0.05138899
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,2,-0.13213371,0.0569228
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,4,-0.13043403,0.05554023
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,1,-0.14620652,0.06705627
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,2,-0.14653167,0.06193254
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,2,4,-0.13743106,0.05160209
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,1,-0.1401511,0.05782943
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,2,-0.1380475,0.05687284
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,5,4,-0.1426704,0.06416987
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,1,-0.14144012,0.06522912
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,2,-0.13719434,0.06367561
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,10,4,-0.13557528,0.05722692
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,1,-0.13659459,0.05665181
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,2,-0.1376049,0.06332781
mdts_cos,DecisionTree_13075251.txt,DecisionTreeRegressor,30.0,20,4,-0.13021084,0.05682794
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,1,-0.75064504,0.20021861
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,2,-0.74007437,0.21475076
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,None,2,4,-0.73424756,0.21244419
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,1,-0.70402853,0.19357168
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,2,-0.72198802,0.20238333
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,None,5,4,-0.73177939,0.20633368
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,1,-0.71310926,0.20220119
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,2,-0.69554031,0.18969991
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,None,10,4,-0.70848521,0.19659234
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,1,-0.71270504,0.20177085
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,2,-0.69997872,0.19848157
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,None,20,4,-0.69616003,0.19292017
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,1,-0.58778632,0.19521614
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,2,-0.57901367,0.19051113
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,2,4,-0.57690507,0.18840581
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,1,-0.58132346,0.19228437
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,2,-0.58044577,0.19256655
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,5,4,-0.58336372,0.19466161
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,1,-0.59196184,0.20293981
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,2,-0.57954241,0.18989491
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,10,4,-0.57769933,0.18844904
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,1,-0.57874256,0.19041143
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,2,-0.57835741,0.18856254
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,5.0,20,4,-0.57782198,0.18958923
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,1,-0.68953125,0.23059896
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,2,-0.67498529,0.20737882
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,2,4,-0.67586906,0.22380287
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,1,-0.65925466,0.20562226
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,2,-0.66847477,0.21134212
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,5,4,-0.68472487,0.21469586
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,1,-0.6765958,0.2091462
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,2,-0.66421968,0.1939955
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,10,4,-0.6682755,0.19916908
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,1,-0.67401948,0.20847261
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,2,-0.67627492,0.21320261
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,10.0,20,4,-0.66191531,0.19958642
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,1,-0.7326537,0.20575576
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,2,-0.73451916,0.21078905
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,2,4,-0.7152462,0.19844613
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,1,-0.71346303,0.19268423
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,2,-0.72250281,0.18827806
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,5,4,-0.72445452,0.20202061
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,1,-0.70896565,0.19623271
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,2,-0.69136328,0.19335746
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,10,4,-0.70379794,0.19887419
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,1,-0.70597991,0.20033628
shts_max,DecisionTree_13075251.txt,DecisionTreeRegressor,20.0,20,2,-0.71115294,0.2053498
