variable,scaler,regressor__hidden_layer_sizes,regressor__activation,regressor__solver,regressor__learning_rate_init,regressor__alpha,regressor__batch_size,score,std
shww_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-0.71570275,0.36364036
shww_med,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-0.73532257,0.33404285
shww_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-0.72942278,0.35925414
shww_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-0.75404772,0.33736783
shww_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-0.72485747,0.34934905
shww_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-0.7285961,0.32083912
shww_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-0.70226843,0.33695604
shww_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-0.71719017,0.35000724
shww_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-0.71676341,0.34270003
shww_med,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-0.74626028,0.35915003
mdts_sin,None,"(10,)",relu,adam,0.001,0.0001,auto,-0.09963538,0.04105633
mdts_sin,None,"(10,)",relu,adam,0.001,0.0001,32,-0.1114898,0.04235366
mdts_sin,None,"(10,)",relu,adam,0.001,0.001,auto,-0.09979516,0.04480062
mdts_sin,None,"(10,)",relu,adam,0.001,0.001,32,-0.11689535,0.0456754
mdts_sin,None,"(10,)",relu,adam,0.01,0.0001,auto,-0.09637054,0.04698901
mdts_sin,None,"(10,)",relu,adam,0.01,0.0001,32,-0.11035405,0.05275245
mdts_sin,None,"(10,)",relu,adam,0.01,0.001,auto,-0.0913172,0.04928733
mdts_sin,None,"(10,)",relu,adam,0.01,0.001,32,-0.09293874,0.04227941
mdts_sin,None,"(10,)",tanh,adam,0.001,0.0001,auto,-0.09944136,0.04625611
mdts_sin,None,"(10,)",tanh,adam,0.001,0.0001,32,-0.11490851,0.04493255
mdts_sin,None,"(10,)",tanh,adam,0.001,0.001,auto,-0.10046513,0.04422076
mdts_sin,None,"(10,)",tanh,adam,0.001,0.001,32,-0.10669357,0.04084205
mdts_sin,None,"(10,)",tanh,adam,0.01,0.0001,auto,-0.09496779,0.04402933
mdts_sin,None,"(10,)",tanh,adam,0.01,0.0001,32,-0.10282689,0.03847946
mdts_sin,None,"(10,)",tanh,adam,0.01,0.001,auto,-0.09233858,0.04663483
mdts_sin,None,"(10,)",tanh,adam,0.01,0.001,32,-0.09152144,0.04589652
mdts_sin,None,"(10,)",logistic,adam,0.001,0.0001,auto,-0.0955064,0.04682499
mdts_sin,None,"(10,)",logistic,adam,0.001,0.0001,32,-0.10530562,0.04172512
mdts_sin,None,"(10,)",logistic,adam,0.001,0.001,auto,-0.09367742,0.04604386
mdts_sin,None,"(10,)",logistic,adam,0.001,0.001,32,-0.10350746,0.04098052
mdts_sin,None,"(10,)",logistic,adam,0.01,0.0001,auto,-0.09335274,0.04410743
mdts_sin,None,"(10,)",logistic,adam,0.01,0.0001,32,-0.10105973,0.04348505
mdts_sin,None,"(10,)",logistic,adam,0.01,0.001,auto,-0.0944197,0.04721844
mdts_sin,None,"(10,)",logistic,adam,0.01,0.001,32,-0.09668642,0.04472946
mdts_sin,StandardScaler,"(10,)",relu,adam,0.001,0.0001,auto,-0.09309905,0.04566989
mdts_sin,StandardScaler,"(10,)",relu,adam,0.001,0.0001,32,-0.11145878,0.04542873
mdts_sin,StandardScaler,"(10,)",relu,adam,0.001,0.001,auto,-0.09535857,0.04505073
mdts_sin,StandardScaler,"(10,)",relu,adam,0.001,0.001,32,-0.10021946,0.04109736
mdts_sin,StandardScaler,"(10,)",relu,adam,0.01,0.0001,auto,-0.09262037,0.04564307
mdts_sin,StandardScaler,"(10,)",relu,adam,0.01,0.0001,32,-0.09879268,0.04521581
mdts_sin,StandardScaler,"(10,)",relu,adam,0.01,0.001,auto,-0.09338526,0.04656968
mdts_sin,StandardScaler,"(10,)",relu,adam,0.01,0.001,32,-0.09425748,0.04431929
mdts_sin,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,auto,-0.08940199,0.04575948
mdts_sin,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,32,-0.08900187,0.04181377
mdts_sin,StandardScaler,"(10,)",tanh,adam,0.001,0.001,auto,-0.09400346,0.04850359
mdts_sin,StandardScaler,"(10,)",tanh,adam,0.001,0.001,32,-0.09601105,0.04325617
mdts_sin,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,auto,-0.09378712,0.04769332
mdts_sin,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,32,-0.09430138,0.04678693
mdts_sin,StandardScaler,"(10,)",tanh,adam,0.01,0.001,auto,-0.09492212,0.04580765
mdts_sin,StandardScaler,"(10,)",tanh,adam,0.01,0.001,32,-0.09441323,0.04264105
mdts_sin,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,auto,-0.0903544,0.04487237
mdts_sin,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,32,-0.09174091,0.04517895
mdts_sin,StandardScaler,"(10,)",logistic,adam,0.001,0.001,auto,-0.09244442,0.04603337
mdts_sin,StandardScaler,"(10,)",logistic,adam,0.001,0.001,32,-0.09240961,0.04357708
mdts_sin,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,auto,-0.09192055,0.044539
mdts_sin,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,32,-0.08962647,0.04551501
mdts_sin,StandardScaler,"(10,)",logistic,adam,0.01,0.001,auto,-0.09230309,0.04612643
mdts_sin,StandardScaler,"(10,)",logistic,adam,0.01,0.001,32,-0.09278781,0.04362288
mdts_sin,None,"(100,)",relu,adam,0.001,0.0001,auto,-0.14010858,0.03782218
mdts_sin,None,"(100,)",relu,adam,0.001,0.0001,32,-0.16926722,0.0672169
mdts_sin,None,"(100,)",relu,adam,0.001,0.001,auto,-0.13525443,0.03471508
mdts_sin,None,"(100,)",relu,adam,0.001,0.001,32,-0.11317803,0.03683434
mdts_sin,None,"(100,)",relu,adam,0.01,0.0001,auto,-0.12332983,0.04665585
mdts_sin,None,"(100,)",relu,adam,0.01,0.0001,32,-0.12946854,0.03703308
mdts_sin,None,"(100,)",relu,adam,0.01,0.001,auto,-0.09616105,0.04520661
mdts_sin,None,"(100,)",relu,adam,0.01,0.001,32,-0.10052941,0.04367035
mdts_sin,None,"(100,)",tanh,adam,0.001,0.0001,auto,-0.14363902,0.03718083
mdts_sin,None,"(100,)",tanh,adam,0.001,0.0001,32,-0.15400983,0.03578429
mdts_sin,None,"(100,)",tanh,adam,0.001,0.001,auto,-0.13264544,0.03985801
mdts_sin,None,"(100,)",tanh,adam,0.001,0.001,32,-0.11189499,0.04054556
mdts_sin,None,"(100,)",tanh,adam,0.01,0.0001,auto,-0.1239788,0.04120163
mdts_sin,None,"(100,)",tanh,adam,0.01,0.0001,32,-0.11578904,0.04626076
mdts_sin,None,"(100,)",tanh,adam,0.01,0.001,auto,-0.09022676,0.04091582
mdts_sin,None,"(100,)",tanh,adam,0.01,0.001,32,-0.09967925,0.04318636
mdts_sin,None,"(100,)",logistic,adam,0.001,0.0001,auto,-0.14303354,0.03702879
mdts_sin,None,"(100,)",logistic,adam,0.001,0.0001,32,-0.15420744,0.03665042
mdts_sin,None,"(100,)",logistic,adam,0.001,0.001,auto,-0.13382377,0.03990219
mdts_sin,None,"(100,)",logistic,adam,0.001,0.001,32,-0.12721777,0.03224867
mdts_sin,None,"(100,)",logistic,adam,0.01,0.0001,auto,-0.12380153,0.0395957
mdts_sin,None,"(100,)",logistic,adam,0.01,0.0001,32,-0.12577258,0.03066376
mdts_sin,None,"(100,)",logistic,adam,0.01,0.001,auto,-0.1061181,0.03910312
mdts_sin,None,"(100,)",logistic,adam,0.01,0.001,32,-0.10521131,0.04173856
mdts_sin,StandardScaler,"(100,)",relu,adam,0.001,0.0001,auto,-0.13987659,0.03710091
mdts_sin,StandardScaler,"(100,)",relu,adam,0.001,0.0001,32,-0.1504365,0.04020431
mdts_sin,StandardScaler,"(100,)",relu,adam,0.001,0.001,auto,-0.12706945,0.03728155
mdts_sin,StandardScaler,"(100,)",relu,adam,0.001,0.001,32,-0.12723925,0.04184229
mdts_sin,StandardScaler,"(100,)",relu,adam,0.01,0.0001,auto,-0.12119305,0.03347214
mdts_sin,StandardScaler,"(100,)",relu,adam,0.01,0.0001,32,-0.11383211,0.03699577
mdts_sin,StandardScaler,"(100,)",relu,adam,0.01,0.001,auto,-0.10303082,0.0440715
mdts_sin,StandardScaler,"(100,)",relu,adam,0.01,0.001,32,-0.10545209,0.04573168
mdts_sin,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,auto,-0.09549875,0.04447392
mdts_sin,StandardScaler,"(100,)",tanh,adam,0.001,0.0001,32,-0.09181654,0.04632938
mdts_sin,StandardScaler,"(100,)",tanh,adam,0.001,0.001,auto,-0.10505705,0.04224055
mdts_sin,StandardScaler,"(100,)",tanh,adam,0.001,0.001,32,-0.09803801,0.04082422
mdts_sin,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,auto,-0.09745431,0.04312619
mdts_sin,StandardScaler,"(100,)",tanh,adam,0.01,0.0001,32,-0.09255254,0.04405778
mdts_sin,StandardScaler,"(100,)",tanh,adam,0.01,0.001,auto,-0.09945096,0.04134006
mdts_sin,StandardScaler,"(100,)",tanh,adam,0.01,0.001,32,-0.09590165,0.04475405
mdts_sin,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,auto,-0.09296398,0.0456014
mdts_sin,StandardScaler,"(100,)",logistic,adam,0.001,0.0001,32,-0.08938494,0.04548156
mdts_sin,StandardScaler,"(100,)",logistic,adam,0.001,0.001,auto,-0.09971286,0.04459506
mdts_sin,StandardScaler,"(100,)",logistic,adam,0.001,0.001,32,-0.09326657,0.0400026
mdts_sin,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,auto,-0.09205317,0.04431798
mdts_sin,StandardScaler,"(100,)",logistic,adam,0.01,0.0001,32,-0.08900218,0.04199291
mdts_sin,StandardScaler,"(100,)",logistic,adam,0.01,0.001,auto,-0.09656284,0.04757932
mdts_sin,StandardScaler,"(100,)",logistic,adam,0.01,0.001,32,-0.09483562,0.0425978
mdts_sin,None,"(30, 10)",relu,adam,0.001,0.0001,auto,-0.11294789,0.03687793
mdts_sin,None,"(30, 10)",relu,adam,0.001,0.0001,32,-0.13131179,0.04830336
mdts_sin,None,"(30, 10)",relu,adam,0.001,0.001,auto,-0.10620215,0.04582597
mdts_sin,None,"(30, 10)",relu,adam,0.001,0.001,32,-0.11065683,0.05150974
mdts_sin,None,"(30, 10)",relu,adam,0.01,0.0001,auto,-0.10024067,0.04772768
mdts_sin,None,"(30, 10)",relu,adam,0.01,0.0001,32,-0.11020517,0.04090996
mdts_sin,None,"(30, 10)",relu,adam,0.01,0.001,auto,-0.09171562,0.04931305
mdts_sin,None,"(30, 10)",relu,adam,0.01,0.001,32,-0.09268529,0.04564577
mdts_sin,None,"(30, 10)",tanh,adam,0.001,0.0001,auto,-0.11404316,0.04137414
mdts_sin,None,"(30, 10)",tanh,adam,0.001,0.0001,32,-0.13472553,0.04344204
mdts_sin,None,"(30, 10)",tanh,adam,0.001,0.001,auto,-0.10716097,0.0419925
mdts_sin,None,"(30, 10)",tanh,adam,0.001,0.001,32,-0.11251769,0.03937669
mdts_sin,None,"(30, 10)",tanh,adam,0.01,0.0001,auto,-0.10300013,0.04491388
mdts_sin,None,"(30, 10)",tanh,adam,0.01,0.0001,32,-0.10827497,0.04627671
mdts_sin,None,"(30, 10)",tanh,adam,0.01,0.001,auto,-0.08880527,0.04615419
mdts_sin,None,"(30, 10)",tanh,adam,0.01,0.001,32,-0.09300022,0.04168121
mdts_sin,None,"(30, 10)",logistic,adam,0.001,0.0001,auto,-0.10807633,0.03978502
mdts_sin,None,"(30, 10)",logistic,adam,0.001,0.0001,32,-0.11320245,0.03635552
mdts_sin,None,"(30, 10)",logistic,adam,0.001,0.001,auto,-0.10696956,0.04434843
mdts_sin,None,"(30, 10)",logistic,adam,0.001,0.001,32,-0.11287383,0.03623756
mdts_sin,None,"(30, 10)",logistic,adam,0.01,0.0001,auto,-0.10219217,0.04472543
mdts_sin,None,"(30, 10)",logistic,adam,0.01,0.0001,32,-0.10640464,0.04120743
mdts_sin,None,"(30, 10)",logistic,adam,0.01,0.001,auto,-0.09568653,0.04483498
mdts_sin,None,"(30, 10)",logistic,adam,0.01,0.001,32,-0.10079839,0.04192028
mdts_sin,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,auto,-0.1071634,0.04074267
mdts_sin,StandardScaler,"(30, 10)",relu,adam,0.001,0.0001,32,-0.11143086,0.03693851
mdts_sin,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,auto,-0.10298086,0.04367863
mdts_sin,StandardScaler,"(30, 10)",relu,adam,0.001,0.001,32,-0.10603238,0.0389645
mdts_sin,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,auto,-0.09860143,0.04144692
mdts_sin,StandardScaler,"(30, 10)",relu,adam,0.01,0.0001,32,-0.1026168,0.04330035
mdts_sin,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,auto,-0.09316345,0.04648886
mdts_sin,StandardScaler,"(30, 10)",relu,adam,0.01,0.001,32,-0.09132059,0.04753709
mdts_sin,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,auto,-0.09251941,0.04325004
mdts_sin,StandardScaler,"(30, 10)",tanh,adam,0.001,0.0001,32,-0.09164162,0.04704666
mdts_sin,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,auto,-0.09399589,0.04288335
mdts_sin,StandardScaler,"(30, 10)",tanh,adam,0.001,0.001,32,-0.09372535,0.04324843
mdts_sin,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,auto,-0.09364491,0.04470768
mdts_sin,StandardScaler,"(30, 10)",tanh,adam,0.01,0.0001,32,-0.09092815,0.04228578
mdts_sin,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,auto,-0.08933014,0.04658656
mdts_sin,StandardScaler,"(30, 10)",tanh,adam,0.01,0.001,32,-0.08765211,0.04452939
mdts_sin,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,auto,-0.09210833,0.04526153
mdts_sin,StandardScaler,"(30, 10)",logistic,adam,0.001,0.0001,32,-0.08984216,0.04315347
mdts_sin,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,auto,-0.09418914,0.04251266
mdts_sin,StandardScaler,"(30, 10)",logistic,adam,0.001,0.001,32,-0.09225136,0.04627248
mdts_sin,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,auto,-0.09000265,0.04529316
mdts_sin,StandardScaler,"(30, 10)",logistic,adam,0.01,0.0001,32,-0.08904106,0.04426205
mdts_sin,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,auto,-0.0869614,0.04587063
mdts_sin,StandardScaler,"(30, 10)",logistic,adam,0.01,0.001,32,-0.08724969,0.04549361
mdts_sin,None,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-0.13117546,0.03910656
mdts_sin,None,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-0.13146293,0.03221738
mdts_sin,None,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-0.10073792,0.04665458
mdts_sin,None,"(100, 50, 10)",relu,adam,0.001,0.001,32,-0.10270541,0.04611401
mdts_sin,None,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-0.1115742,0.04877018
mdts_sin,None,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-0.10355381,0.04045692
mdts_sin,None,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-0.09103071,0.04770818
mdts_sin,None,"(100, 50, 10)",relu,adam,0.01,0.001,32,-0.09565588,0.0472355
mdts_sin,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-0.12734026,0.04886547
mdts_sin,None,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-0.12264413,0.0383627
mdts_sin,None,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-0.09939791,0.04464958
mdts_sin,None,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-0.10673848,0.04457181
mdts_sin,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-0.10344596,0.04745876
mdts_sin,None,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-0.10357702,0.03923429
mdts_sin,None,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-0.09304745,0.04942136
mdts_sin,None,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-0.08989949,0.04883474
mdts_sin,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-0.11947294,0.04018035
mdts_sin,None,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-0.12605248,0.03978078
mdts_sin,None,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-0.10824166,0.04273074
mdts_sin,None,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-0.11467402,0.03812146
mdts_sin,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-0.10537916,0.04072682
mdts_sin,None,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-0.10440838,0.04152086
mdts_sin,None,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-0.09946527,0.04969095
mdts_sin,None,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-0.09423781,0.04859496
mdts_sin,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,auto,-0.11885421,0.03744225
mdts_sin,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.0001,32,-0.12135152,0.03862471
mdts_sin,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,auto,-0.10803064,0.04437403
mdts_sin,StandardScaler,"(100, 50, 10)",relu,adam,0.001,0.001,32,-0.10493312,0.03996855
mdts_sin,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,auto,-0.10084641,0.04416669
mdts_sin,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.0001,32,-0.1008823,0.04147011
mdts_sin,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,auto,-0.09152479,0.04657633
mdts_sin,StandardScaler,"(100, 50, 10)",relu,adam,0.01,0.001,32,-0.09341668,0.04370937
mdts_sin,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,auto,-0.09340107,0.04466391
mdts_sin,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.0001,32,-0.08882261,0.04598899
mdts_sin,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,auto,-0.091891,0.05152366
mdts_sin,StandardScaler,"(100, 50, 10)",tanh,adam,0.001,0.001,32,-0.09227492,0.04357577
mdts_sin,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,auto,-0.08815019,0.04450453
mdts_sin,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.0001,32,-0.08774315,0.04855557
mdts_sin,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,auto,-0.09037358,0.05009846
mdts_sin,StandardScaler,"(100, 50, 10)",tanh,adam,0.01,0.001,32,-0.08630459,0.04516117
mdts_sin,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,auto,-0.09137256,0.04768777
mdts_sin,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.0001,32,-0.0925186,0.04217948
mdts_sin,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,auto,-0.08764595,0.04514931
mdts_sin,StandardScaler,"(100, 50, 10)",logistic,adam,0.001,0.001,32,-0.08901155,0.04623778
mdts_sin,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,auto,-0.08729785,0.04668566
mdts_sin,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.0001,32,-0.08753185,0.04254035
mdts_sin,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,auto,-0.0900457,0.05069166
mdts_sin,StandardScaler,"(100, 50, 10)",logistic,adam,0.01,0.001,32,-0.08767235,0.04881987
mdts_cos,None,"(10,)",relu,adam,0.001,0.0001,auto,-0.1053361,0.03751861
mdts_cos,None,"(10,)",relu,adam,0.001,0.0001,32,-0.11491646,0.03999966
mdts_cos,None,"(10,)",relu,adam,0.001,0.001,auto,-0.1051823,0.04232095
mdts_cos,None,"(10,)",relu,adam,0.001,0.001,32,-0.12005913,0.04372068
mdts_cos,None,"(10,)",relu,adam,0.01,0.0001,auto,-0.1041783,0.03905368
mdts_cos,None,"(10,)",relu,adam,0.01,0.0001,32,-0.11570194,0.04288991
mdts_cos,None,"(10,)",relu,adam,0.01,0.001,auto,-0.10612654,0.03645909
mdts_cos,None,"(10,)",relu,adam,0.01,0.001,32,-0.1048668,0.0388651
mdts_cos,None,"(10,)",tanh,adam,0.001,0.0001,auto,-0.10758598,0.03607356
mdts_cos,None,"(10,)",tanh,adam,0.001,0.0001,32,-0.12210518,0.04124657
mdts_cos,None,"(10,)",tanh,adam,0.001,0.001,auto,-0.10977438,0.0374257
mdts_cos,None,"(10,)",tanh,adam,0.001,0.001,32,-0.11575479,0.04194305
mdts_cos,None,"(10,)",tanh,adam,0.01,0.0001,auto,-0.1038261,0.04060744
mdts_cos,None,"(10,)",tanh,adam,0.01,0.0001,32,-0.1169477,0.04488871
mdts_cos,None,"(10,)",tanh,adam,0.01,0.001,auto,-0.10070385,0.04062129
mdts_cos,None,"(10,)",tanh,adam,0.01,0.001,32,-0.10219929,0.03905221
mdts_cos,None,"(10,)",logistic,adam,0.001,0.0001,auto,-0.10037764,0.03944075
mdts_cos,None,"(10,)",logistic,adam,0.001,0.0001,32,-0.1164522,0.03825457
mdts_cos,None,"(10,)",logistic,adam,0.001,0.001,auto,-0.10159746,0.03850527
mdts_cos,None,"(10,)",logistic,adam,0.001,0.001,32,-0.11002079,0.04144772
mdts_cos,None,"(10,)",logistic,adam,0.01,0.0001,auto,-0.10089927,0.03817809
mdts_cos,None,"(10,)",logistic,adam,0.01,0.0001,32,-0.11035753,0.0348468
mdts_cos,None,"(10,)",logistic,adam,0.01,0.001,auto,-0.0998687,0.04038661
mdts_cos,None,"(10,)",logistic,adam,0.01,0.001,32,-0.10820258,0.03894876
mdts_cos,StandardScaler,"(10,)",relu,adam,0.001,0.0001,auto,-0.10340005,0.03886556
mdts_cos,StandardScaler,"(10,)",relu,adam,0.001,0.0001,32,-0.11425531,0.03257106
mdts_cos,StandardScaler,"(10,)",relu,adam,0.001,0.001,auto,-0.10049467,0.03926008
mdts_cos,StandardScaler,"(10,)",relu,adam,0.001,0.001,32,-0.11222522,0.03770684
mdts_cos,StandardScaler,"(10,)",relu,adam,0.01,0.0001,auto,-0.09998377,0.04029938
mdts_cos,StandardScaler,"(10,)",relu,adam,0.01,0.0001,32,-0.11178423,0.03843943
mdts_cos,StandardScaler,"(10,)",relu,adam,0.01,0.001,auto,-0.10048607,0.03977053
mdts_cos,StandardScaler,"(10,)",relu,adam,0.01,0.001,32,-0.103135,0.03511221
mdts_cos,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,auto,-0.09975976,0.03988765
mdts_cos,StandardScaler,"(10,)",tanh,adam,0.001,0.0001,32,-0.10101146,0.03785599
mdts_cos,StandardScaler,"(10,)",tanh,adam,0.001,0.001,auto,-0.10117836,0.04136956
mdts_cos,StandardScaler,"(10,)",tanh,adam,0.001,0.001,32,-0.10991882,0.03486308
mdts_cos,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,auto,-0.09961387,0.03881019
mdts_cos,StandardScaler,"(10,)",tanh,adam,0.01,0.0001,32,-0.10251319,0.03845993
mdts_cos,StandardScaler,"(10,)",tanh,adam,0.01,0.001,auto,-0.10020409,0.0394576
mdts_cos,StandardScaler,"(10,)",tanh,adam,0.01,0.001,32,-0.10799355,0.03642554
mdts_cos,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,auto,-0.09752341,0.03892278
mdts_cos,StandardScaler,"(10,)",logistic,adam,0.001,0.0001,32,-0.10357188,0.03786309
mdts_cos,StandardScaler,"(10,)",logistic,adam,0.001,0.001,auto,-0.10284355,0.04010809
mdts_cos,StandardScaler,"(10,)",logistic,adam,0.001,0.001,32,-0.10711923,0.03973066
mdts_cos,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,auto,-0.0984209,0.03960083
mdts_cos,StandardScaler,"(10,)",logistic,adam,0.01,0.0001,32,-0.1012806,0.03867026
mdts_cos,StandardScaler,"(10,)",logistic,adam,0.01,0.001,auto,-0.1016,0.03944948
mdts_cos,StandardScaler,"(10,)",logistic,adam,0.01,0.001,32,-0.10031019,0.03681476
mdts_cos,None,"(100,)",relu,adam,0.001,0.0001,auto,-0.14780053,0.02905874
mdts_cos,None,"(100,)",relu,adam,0.001,0.0001,32,-0.16927016,0.03915165
mdts_cos,None,"(100,)",relu,adam,0.001,0.001,auto,-0.13825484,0.03663021
mdts_cos,None,"(100,)",relu,adam,0.001,0.001,32,-0.12728596,0.03051695
mdts_cos,None,"(100,)",relu,adam,0.01,0.0001,auto,-0.13900332,0.03604802
mdts_cos,None,"(100,)",relu,adam,0.01,0.0001,32,-0.13141736,0.03340555
mdts_cos,None,"(100,)",relu,adam,0.01,0.001,auto,-0.10295597,0.03376058
mdts_cos,None,"(100,)",relu,adam,0.01,0.001,32,-0.109121,0.04063677
mdts_cos,None,"(100,)",tanh,adam,0.001,0.0001,auto,-0.14685503,0.02990103
mdts_cos,None,"(100,)",tanh,adam,0.001,0.0001,32,-0.16865821,0.0493331
mdts_cos,None,"(100,)",tanh,adam,0.001,0.001,auto,-0.14460843,0.03705798
mdts_cos,None,"(100,)",tanh,adam,0.001,0.001,32,-0.12543384,0.03598425
mdts_cos,None,"(100,)",tanh,adam,0.01,0.0001,auto,-0.1275664,0.03057012
mdts_cos,None,"(100,)",tanh,adam,0.01,0.0001,32,-0.1327707,0.04254727
mdts_cos,None,"(100,)",tanh,adam,0.01,0.001,auto,-0.10363263,0.03589882
mdts_cos,None,"(100,)",tanh,adam,0.01,0.001,32,-0.11220024,0.03947467
mdts_cos,None,"(100,)",logistic,adam,0.001,0.0001,auto,-0.15278853,0.03000284
mdts_cos,None,"(100,)",logistic,adam,0.001,0.0001,32,-0.15756852,0.02924988
mdts_cos,None,"(100,)",logistic,adam,0.001,0.001,auto,-0.14997173,0.03312028
mdts_cos,None,"(100,)",logistic,adam,0.001,0.001,32,-0.13781422,0.0330208
mdts_cos,None,"(100,)",logistic,adam,0.01,0.0001,auto,-0.14206926,0.03235071
mdts_cos,None,"(100,)",logistic,adam,0.01,0.0001,32,-0.13610652,0.02854584
mdts_cos,None,"(100,)",logistic,adam,0.01,0.001,auto,-0.11631007,0.0357751
mdts_cos,None,"(100,)",logistic,adam,0.01,0.001,32,-0.12378825,0.03090473
mdts_cos,StandardScaler,"(100,)",relu,adam,0.001,0.0001,auto,-0.15548241,0.02913958
mdts_cos,StandardScaler,"(100,)",relu,adam,0.001,0.0001,32,-0.16575669,0.03156018
mdts_cos,StandardScaler,"(100,)",relu,adam,0.001,0.001,auto,-0.14709575,0.03097217
mdts_cos,StandardScaler,"(100,)",relu,adam,0.001,0.001,32,-0.13882947,0.03313252
mdts_cos,StandardScaler,"(100,)",relu,adam,0.01,0.0001,auto,-0.13863844,0.03210004
mdts_cos,StandardScaler,"(100,)",relu,adam,0.01,0.0001,32,-0.13464586,0.03491028
mdts_cos,StandardScaler,"(100,)",relu,adam,0.01,0.001,auto,-0.11452831,0.03905381
mdts_cos,StandardScaler,"(100,)",relu,adam,0.01,0.001,32,-0.1092983,0.03358866
