variable,scaler,regressor__hidden_layers,regressor__activation,regressor__lr,regressor__epochs,regressor__batch_size,score,std
shts_max,None,"(25,)",Tanh,0.001,50,16,-0.54725678,0.13130196
shts_max,None,"(25,)",Tanh,0.001,50,32,-0.58474226,0.14018918
shts_max,None,"(25,)",Tanh,0.001,100,16,-0.55034863,0.1429157
shts_max,None,"(25,)",Tanh,0.001,100,32,-0.58286443,0.1372191
shts_max,None,"(25,)",Tanh,0.01,50,16,-0.55656897,0.14448862
shts_max,None,"(25,)",Tanh,0.01,50,32,-0.59272807,0.12808979
shts_max,None,"(25,)",Tanh,0.01,100,16,-0.55211449,0.15436336
shts_max,None,"(25,)",Tanh,0.01,100,32,-0.60683908,0.18725754
shts_max,None,"(25,)",Sigmoid,0.0005,50,16,-0.5821925,0.15450845
shts_max,None,"(25,)",Sigmoid,0.0005,50,32,-0.60639732,0.13680662
shts_max,None,"(25,)",Sigmoid,0.0005,100,16,-0.60077841,0.16802887
shts_max,None,"(25,)",Sigmoid,0.0005,100,32,-0.62310184,0.12969762
shts_max,None,"(25,)",Sigmoid,0.001,50,16,-0.61156565,0.16117123
shts_max,None,"(25,)",Sigmoid,0.001,50,32,-0.65369336,0.13676356
shts_max,None,"(25,)",Sigmoid,0.001,100,16,-0.5859034,0.15586721
shts_max,None,"(25,)",Sigmoid,0.001,100,32,-0.61978256,0.13032382
shts_max,None,"(25,)",Sigmoid,0.01,50,16,-0.59850766,0.15646143
shts_max,None,"(25,)",Sigmoid,0.01,50,32,-0.63752229,0.13069633
shts_max,None,"(25,)",Sigmoid,0.01,100,16,-0.6151631,0.15369331
shts_max,None,"(25,)",Sigmoid,0.01,100,32,-0.67316332,0.13251344
shts_max,StandardScaler,"(25,)",ReLU,0.0005,50,16,-0.58925014,0.14121946
shts_max,StandardScaler,"(25,)",ReLU,0.0005,50,32,-0.60864755,0.12126564
shts_max,StandardScaler,"(25,)",ReLU,0.0005,100,16,-0.59143051,0.15412178
shts_max,StandardScaler,"(25,)",ReLU,0.0005,100,32,-0.6202012,0.13346184
shts_max,StandardScaler,"(25,)",ReLU,0.001,50,16,-0.62156422,0.15024946
shts_max,StandardScaler,"(25,)",ReLU,0.001,50,32,-0.67696845,0.12675313
shts_max,StandardScaler,"(25,)",ReLU,0.001,100,16,-0.58358295,0.15432366
shts_max,StandardScaler,"(25,)",ReLU,0.001,100,32,-0.61316366,0.14404667
shts_max,StandardScaler,"(25,)",ReLU,0.01,50,16,-0.58118862,0.15871522
shts_max,StandardScaler,"(25,)",ReLU,0.01,50,32,-0.63947627,0.13678145
shts_max,StandardScaler,"(25,)",ReLU,0.01,100,16,-0.61172266,0.15538625
shts_max,StandardScaler,"(25,)",ReLU,0.01,100,32,-0.66082468,0.11750256
shts_max,StandardScaler,"(25,)",Tanh,0.0005,50,16,-0.55487133,0.14424347
shts_max,StandardScaler,"(25,)",Tanh,0.0005,50,32,-0.57388343,0.14541695
shts_max,StandardScaler,"(25,)",Tanh,0.0005,100,16,-0.56362258,0.15264556
shts_max,StandardScaler,"(25,)",Tanh,0.0005,100,32,-0.58459312,0.14082091
shts_max,StandardScaler,"(25,)",Tanh,0.001,50,16,-0.58221609,0.14559093
shts_max,StandardScaler,"(25,)",Tanh,0.001,50,32,-0.63461623,0.1453188
shts_max,StandardScaler,"(25,)",Tanh,0.001,100,16,-0.56078958,0.13870284
shts_max,StandardScaler,"(25,)",Tanh,0.001,100,32,-0.58585688,0.14638348
shts_max,StandardScaler,"(25,)",Tanh,0.01,50,16,-0.56290427,0.14102428
shts_max,StandardScaler,"(25,)",Tanh,0.01,50,32,-0.60955012,0.1418229
shts_max,StandardScaler,"(25,)",Tanh,0.01,100,16,-0.59749597,0.15964455
shts_max,StandardScaler,"(25,)",Tanh,0.01,100,32,-0.6355261,0.13829506
shts_max,StandardScaler,"(25,)",Sigmoid,0.0005,50,16,-0.55936749,0.1468511
shts_max,StandardScaler,"(25,)",Sigmoid,0.0005,50,32,-0.56828501,0.14508543
shts_max,StandardScaler,"(25,)",Sigmoid,0.0005,100,16,-0.55780324,0.14346052
shts_max,StandardScaler,"(25,)",Sigmoid,0.0005,100,32,-0.58335825,0.13812892
shts_max,StandardScaler,"(25,)",Sigmoid,0.001,50,16,-0.58528223,0.15234979
shts_max,StandardScaler,"(25,)",Sigmoid,0.001,50,32,-0.62441263,0.14128354
shts_max,StandardScaler,"(25,)",Sigmoid,0.001,100,16,-0.55973032,0.14494028
shts_max,StandardScaler,"(25,)",Sigmoid,0.001,100,32,-0.58272485,0.14392021
shts_max,StandardScaler,"(25,)",Sigmoid,0.01,50,16,-0.56173214,0.14797125
shts_max,StandardScaler,"(25,)",Sigmoid,0.01,50,32,-0.5928365,0.14032019
shts_max,StandardScaler,"(25,)",Sigmoid,0.01,100,16,-0.58565619,0.14089119
shts_max,StandardScaler,"(25,)",Sigmoid,0.01,100,32,-0.63465958,0.1511732
shts_max,None,"(30, 10)",ReLU,0.0005,50,16,-0.56130124,0.14150558
shts_max,None,"(30, 10)",ReLU,0.0005,50,32,-0.59089207,0.13734529
shts_max,None,"(30, 10)",ReLU,0.0005,100,16,-0.5600746,0.15970996
shts_max,None,"(30, 10)",ReLU,0.0005,100,32,-0.60155663,0.159619
shts_max,None,"(30, 10)",ReLU,0.001,50,16,-0.5621753,0.14205999
shts_max,None,"(30, 10)",ReLU,0.001,50,32,-0.63252475,0.16688896
shts_max,None,"(30, 10)",ReLU,0.001,100,16,-0.56954236,0.15634716
shts_max,None,"(30, 10)",ReLU,0.001,100,32,-0.59724343,0.13539636
shts_max,None,"(30, 10)",ReLU,0.01,50,16,-0.58052687,0.17095939
shts_max,None,"(30, 10)",ReLU,0.01,50,32,-0.62033378,0.16279294
shts_max,None,"(30, 10)",ReLU,0.01,100,16,-0.56363238,0.18494929
shts_max,None,"(30, 10)",ReLU,0.01,100,32,-0.6131349,0.17435712
shts_max,None,"(30, 10)",Tanh,0.0005,50,16,-0.568137,0.15452433
shts_max,None,"(30, 10)",Tanh,0.0005,50,32,-0.58451793,0.14971993
shts_max,None,"(30, 10)",Tanh,0.0005,100,16,-0.5596515,0.13987372
shts_max,None,"(30, 10)",Tanh,0.0005,100,32,-0.59231887,0.15525144
shts_max,None,"(30, 10)",Tanh,0.001,50,16,-0.56644824,0.15561938
shts_max,None,"(30, 10)",Tanh,0.001,50,32,-0.60795388,0.1791023
shts_max,None,"(30, 10)",Tanh,0.001,100,16,-0.5684243,0.15445577
shts_max,None,"(30, 10)",Tanh,0.001,100,32,-0.60418423,0.15059112
shts_max,None,"(30, 10)",Tanh,0.01,50,16,-0.57234978,0.16485441
shts_max,None,"(30, 10)",Tanh,0.01,50,32,-0.61159813,0.14310879
shts_max,None,"(30, 10)",Tanh,0.01,100,16,-0.55692325,0.16235164
shts_max,None,"(30, 10)",Tanh,0.01,100,32,-0.60132991,0.16723714
shts_max,None,"(30, 10)",Sigmoid,0.0005,50,16,-0.58427964,0.15306167
shts_max,None,"(30, 10)",Sigmoid,0.0005,50,32,-0.61582844,0.13332936
shts_max,None,"(30, 10)",Sigmoid,0.0005,100,16,-0.60518731,0.14314798
shts_max,None,"(30, 10)",Sigmoid,0.0005,100,32,-0.63066386,0.16699873
shts_max,None,"(30, 10)",Sigmoid,0.001,50,16,-0.63355729,0.16218919
shts_max,None,"(30, 10)",Sigmoid,0.001,50,32,-0.6597182,0.15575869
shts_max,None,"(30, 10)",Sigmoid,0.001,100,16,-0.5981936,0.17947452
shts_max,None,"(30, 10)",Sigmoid,0.001,100,32,-0.6443224,0.15193797
shts_max,None,"(30, 10)",Sigmoid,0.01,50,16,-0.60793147,0.17051986
shts_max,None,"(30, 10)",Sigmoid,0.01,50,32,-0.67175566,0.1502355
shts_max,None,"(30, 10)",Sigmoid,0.01,100,16,-0.64128209,0.16609867
shts_max,None,"(30, 10)",Sigmoid,0.01,100,32,-0.68025228,0.17201965
shts_max,StandardScaler,"(30, 10)",ReLU,0.0005,50,16,-0.60425683,0.15008578
shts_max,StandardScaler,"(30, 10)",ReLU,0.0005,50,32,-0.60967659,0.14692666
shts_max,StandardScaler,"(30, 10)",ReLU,0.0005,100,16,-0.60129074,0.16918644
shts_max,StandardScaler,"(30, 10)",ReLU,0.0005,100,32,-0.62871606,0.14259949
shts_max,StandardScaler,"(30, 10)",ReLU,0.001,50,16,-0.62742728,0.17702473
shts_max,StandardScaler,"(30, 10)",ReLU,0.001,50,32,-0.6800633,0.16501796
shts_max,StandardScaler,"(30, 10)",ReLU,0.001,100,16,-0.59826039,0.16572247
shts_max,StandardScaler,"(30, 10)",ReLU,0.001,100,32,-0.64192047,0.14518249
shts_max,StandardScaler,"(30, 10)",ReLU,0.01,50,16,-0.60749734,0.15851445
shts_max,StandardScaler,"(30, 10)",ReLU,0.01,50,32,-0.65270437,0.16250417
shts_max,StandardScaler,"(30, 10)",ReLU,0.01,100,16,-0.64386139,0.18225091
shts_max,StandardScaler,"(30, 10)",ReLU,0.01,100,32,-0.69395096,0.16551222
shts_max,StandardScaler,"(30, 10)",Tanh,0.0005,50,16,-0.55912941,0.1432178
shts_max,StandardScaler,"(30, 10)",Tanh,0.0005,50,32,-0.56614986,0.15176325
shts_max,StandardScaler,"(30, 10)",Tanh,0.0005,100,16,-0.56039448,0.1502187
shts_max,StandardScaler,"(30, 10)",Tanh,0.0005,100,32,-0.58077234,0.15371169
shts_max,StandardScaler,"(30, 10)",Tanh,0.001,50,16,-0.58608239,0.17338713
shts_max,StandardScaler,"(30, 10)",Tanh,0.001,50,32,-0.62581853,0.16207837
shts_max,StandardScaler,"(30, 10)",Tanh,0.001,100,16,-0.55978408,0.15498078
shts_max,StandardScaler,"(30, 10)",Tanh,0.001,100,32,-0.58366202,0.1421377
shts_max,StandardScaler,"(30, 10)",Tanh,0.01,50,16,-0.56497,0.17260014
shts_max,StandardScaler,"(30, 10)",Tanh,0.01,50,32,-0.59384696,0.15597065
shts_max,StandardScaler,"(30, 10)",Tanh,0.01,100,16,-0.59578021,0.18887417
shts_max,StandardScaler,"(30, 10)",Tanh,0.01,100,32,-0.64659181,0.18063017
shts_max,StandardScaler,"(30, 10)",Sigmoid,0.0005,50,16,-0.55572635,0.14605741
shts_max,StandardScaler,"(30, 10)",Sigmoid,0.0005,50,32,-0.56527965,0.15664327
shts_max,StandardScaler,"(30, 10)",Sigmoid,0.0005,100,16,-0.56258814,0.15349595
shts_max,StandardScaler,"(30, 10)",Sigmoid,0.0005,100,32,-0.5745106,0.14287502
shts_max,StandardScaler,"(30, 10)",Sigmoid,0.001,50,16,-0.58580786,0.18655075
shts_max,StandardScaler,"(30, 10)",Sigmoid,0.001,50,32,-0.6102237,0.18117793
shts_max,StandardScaler,"(30, 10)",Sigmoid,0.001,100,16,-0.55596671,0.15258153
shts_max,StandardScaler,"(30, 10)",Sigmoid,0.001,100,32,-0.57696208,0.14935355
shts_max,StandardScaler,"(30, 10)",Sigmoid,0.01,50,16,-0.55994821,0.15810788
shts_max,StandardScaler,"(30, 10)",Sigmoid,0.01,50,32,-0.58800561,0.14628391
shts_max,StandardScaler,"(30, 10)",Sigmoid,0.01,100,16,-0.58908211,0.18751637
shts_max,StandardScaler,"(30, 10)",Sigmoid,0.01,100,32,-0.6483234,0.17507567
shts_max,None,"(50, 20)",ReLU,0.0005,50,16,-0.58229868,0.1630223
shts_max,None,"(50, 20)",ReLU,0.0005,50,32,-0.6073333,0.14407877
shts_max,None,"(50, 20)",ReLU,0.0005,100,16,-0.58807157,0.17033833
shts_max,None,"(50, 20)",ReLU,0.0005,100,32,-0.61774193,0.15365129
shts_max,None,"(50, 20)",ReLU,0.001,50,16,-0.56648671,0.16919981
shts_max,None,"(50, 20)",ReLU,0.001,50,32,-0.6115641,0.1549581
shts_max,None,"(50, 20)",ReLU,0.001,100,16,-0.58198836,0.16531388
shts_max,None,"(50, 20)",ReLU,0.001,100,32,-0.62513383,0.16155799
shts_max,None,"(50, 20)",ReLU,0.01,50,16,-0.59308792,0.16256799
shts_max,None,"(50, 20)",ReLU,0.01,50,32,-0.64448554,0.17555935
shts_max,None,"(50, 20)",ReLU,0.01,100,16,-0.55274673,0.15077263
shts_max,None,"(50, 20)",ReLU,0.01,100,32,-0.62639793,0.18659069
shts_max,None,"(50, 20)",Tanh,0.0005,50,16,-0.57084336,0.1467232
shts_max,None,"(50, 20)",Tanh,0.0005,50,32,-0.59957056,0.1544861
shts_max,None,"(50, 20)",Tanh,0.0005,100,16,-0.5732966,0.1525634
shts_max,None,"(50, 20)",Tanh,0.0005,100,32,-0.61065714,0.15199756
shts_max,None,"(50, 20)",Tanh,0.001,50,16,-0.56366176,0.16472354
shts_max,None,"(50, 20)",Tanh,0.001,50,32,-0.59964901,0.19064438
shts_max,None,"(50, 20)",Tanh,0.001,100,16,-0.58390022,0.15844736
shts_max,None,"(50, 20)",Tanh,0.001,100,32,-0.61302252,0.14664983
shts_max,None,"(50, 20)",Tanh,0.01,50,16,-0.58228455,0.16791007
shts_max,None,"(50, 20)",Tanh,0.01,50,32,-0.63340586,0.16795202
shts_max,None,"(50, 20)",Tanh,0.01,100,16,-0.56475953,0.16528275
shts_max,None,"(50, 20)",Tanh,0.01,100,32,-0.60906237,0.19193702
shts_max,None,"(50, 20)",Sigmoid,0.0005,50,16,-0.6144849,0.16969617
shts_max,None,"(50, 20)",Sigmoid,0.0005,50,32,-0.62822599,0.14345269
shts_max,None,"(50, 20)",Sigmoid,0.0005,100,16,-0.60695102,0.17179264
shts_max,None,"(50, 20)",Sigmoid,0.0005,100,32,-0.66030895,0.17214895
shts_max,None,"(50, 20)",Sigmoid,0.001,50,16,-0.63194899,0.15475556
shts_max,None,"(50, 20)",Sigmoid,0.001,50,32,-0.65701927,0.15444214
shts_max,None,"(50, 20)",Sigmoid,0.001,100,16,-0.62137461,0.16820675
shts_max,None,"(50, 20)",Sigmoid,0.001,100,32,-0.65644938,0.16381123
shts_max,None,"(50, 20)",Sigmoid,0.01,50,16,-0.62141349,0.17302128
shts_max,None,"(50, 20)",Sigmoid,0.01,50,32,-0.6894561,0.14785636
shts_max,None,"(50, 20)",Sigmoid,0.01,100,16,-0.62026802,0.16662129
shts_max,None,"(50, 20)",Sigmoid,0.01,100,32,-0.67530417,0.1398128
shts_max,StandardScaler,"(50, 20)",ReLU,0.0005,50,16,-0.60079723,0.15654295
shts_max,StandardScaler,"(50, 20)",ReLU,0.0005,50,32,-0.63587412,0.14273216
shts_max,StandardScaler,"(50, 20)",ReLU,0.0005,100,16,-0.60983595,0.16488499
shts_max,StandardScaler,"(50, 20)",ReLU,0.0005,100,32,-0.64389735,0.14392367
shts_max,StandardScaler,"(50, 20)",ReLU,0.001,50,16,-0.6473578,0.17940577
shts_max,StandardScaler,"(50, 20)",ReLU,0.001,50,32,-0.67863655,0.15590889
shts_max,StandardScaler,"(50, 20)",ReLU,0.001,100,16,-0.60189442,0.15517285
shts_max,StandardScaler,"(50, 20)",ReLU,0.001,100,32,-0.64625468,0.16383381
shts_max,StandardScaler,"(50, 20)",ReLU,0.01,50,16,-0.62078114,0.17294059
shts_max,StandardScaler,"(50, 20)",ReLU,0.01,50,32,-0.66812301,0.16963559
shts_max,StandardScaler,"(50, 20)",ReLU,0.01,100,16,-0.64197254,0.18922519
shts_max,StandardScaler,"(50, 20)",ReLU,0.01,100,32,-0.69225126,0.15300274
shts_max,StandardScaler,"(50, 20)",Tanh,0.0005,50,16,-0.56300305,0.14827391
shts_max,StandardScaler,"(50, 20)",Tanh,0.0005,50,32,-0.57476825,0.15238355
shts_max,StandardScaler,"(50, 20)",Tanh,0.0005,100,16,-0.57175796,0.16564013
shts_max,StandardScaler,"(50, 20)",Tanh,0.0005,100,32,-0.59760526,0.15319004
shts_max,StandardScaler,"(50, 20)",Tanh,0.001,50,16,-0.60294298,0.17316412
shts_max,StandardScaler,"(50, 20)",Tanh,0.001,50,32,-0.63948687,0.18931345
shts_max,StandardScaler,"(50, 20)",Tanh,0.001,100,16,-0.56952142,0.16887943
shts_max,StandardScaler,"(50, 20)",Tanh,0.001,100,32,-0.60359729,0.14960287
shts_max,StandardScaler,"(50, 20)",Tanh,0.01,50,16,-0.58380004,0.16895503
shts_max,StandardScaler,"(50, 20)",Tanh,0.01,50,32,-0.62947816,0.17379266
shts_max,StandardScaler,"(50, 20)",Tanh,0.01,100,16,-0.60280903,0.18785081
shts_max,StandardScaler,"(50, 20)",Tanh,0.01,100,32,-0.64791058,0.16467947
shts_max,StandardScaler,"(50, 20)",Sigmoid,0.0005,50,16,-0.565367,0.14834078
shts_max,StandardScaler,"(50, 20)",Sigmoid,0.0005,50,32,-0.5713099,0.14630162
shts_max,StandardScaler,"(50, 20)",Sigmoid,0.0005,100,16,-0.56581799,0.15767288
shts_max,StandardScaler,"(50, 20)",Sigmoid,0.0005,100,32,-0.5811543,0.15436781
shts_max,StandardScaler,"(50, 20)",Sigmoid,0.001,50,16,-0.58545953,0.17104047
shts_max,StandardScaler,"(50, 20)",Sigmoid,0.001,50,32,-0.61772019,0.16737279
shts_max,StandardScaler,"(50, 20)",Sigmoid,0.001,100,16,-0.56833482,0.15441486
shts_max,StandardScaler,"(50, 20)",Sigmoid,0.001,100,32,-0.58440463,0.14823291
shts_max,StandardScaler,"(50, 20)",Sigmoid,0.01,50,16,-0.58048859,0.16881451
shts_max,StandardScaler,"(50, 20)",Sigmoid,0.01,50,32,-0.60690327,0.14672029
shts_max,StandardScaler,"(50, 20)",Sigmoid,0.01,100,16,-0.60479655,0.18080015
shts_max,StandardScaler,"(50, 20)",Sigmoid,0.01,100,32,-0.64909632,0.18172971
shts_max,None,"(50, 20, 10)",ReLU,0.0005,50,16,-0.57267444,0.15744769
shts_max,None,"(50, 20, 10)",ReLU,0.0005,50,32,-0.59634661,0.15240519
shts_max,None,"(50, 20, 10)",ReLU,0.0005,100,16,-0.5610866,0.16912696
shts_max,None,"(50, 20, 10)",ReLU,0.0005,100,32,-0.60517444,0.14987148
shts_max,None,"(50, 20, 10)",ReLU,0.001,50,16,-0.60012565,0.18143234
shts_max,None,"(50, 20, 10)",ReLU,0.001,50,32,-0.60531,0.16418401
shts_max,None,"(50, 20, 10)",ReLU,0.001,100,16,-0.57293596,0.1636692
shts_max,None,"(50, 20, 10)",ReLU,0.001,100,32,-0.62910609,0.16604789
shts_max,None,"(50, 20, 10)",ReLU,0.01,50,16,-0.59637055,0.1797158
shts_max,None,"(50, 20, 10)",ReLU,0.01,50,32,-0.63580831,0.1799335
shts_max,None,"(50, 20, 10)",ReLU,0.01,100,16,-0.57408413,0.17919786
shts_max,None,"(50, 20, 10)",ReLU,0.01,100,32,-0.6897625,0.19211727
shts_max,None,"(50, 20, 10)",Tanh,0.0005,50,16,-0.55692055,0.15759873
shts_max,None,"(50, 20, 10)",Tanh,0.0005,50,32,-0.59727738,0.15463374
shts_max,None,"(50, 20, 10)",Tanh,0.0005,100,16,-0.58165295,0.1564419
shts_max,None,"(50, 20, 10)",Tanh,0.0005,100,32,-0.63585521,0.18955425
shts_max,None,"(50, 20, 10)",Tanh,0.001,50,16,-0.58698834,0.18546035
shts_max,None,"(50, 20, 10)",Tanh,0.001,50,32,-0.60458474,0.1630403
shts_max,None,"(50, 20, 10)",Tanh,0.001,100,16,-0.57498629,0.1641474
shts_max,None,"(50, 20, 10)",Tanh,0.001,100,32,-0.6297172,0.16126341
shts_max,None,"(50, 20, 10)",Tanh,0.01,50,16,-0.59874797,0.16540908
shts_max,None,"(50, 20, 10)",Tanh,0.01,50,32,-0.62174245,0.15812472
shts_max,None,"(50, 20, 10)",Tanh,0.01,100,16,-0.59731071,0.18953251
shts_max,None,"(50, 20, 10)",Tanh,0.01,100,32,-0.60976832,0.18108315
shts_max,None,"(50, 20, 10)",Sigmoid,0.0005,50,16,-0.61545775,0.16229124
shts_max,None,"(50, 20, 10)",Sigmoid,0.0005,50,32,-0.62274852,0.16942561
shts_max,None,"(50, 20, 10)",Sigmoid,0.0005,100,16,-0.60507621,0.18100713
shts_max,None,"(50, 20, 10)",Sigmoid,0.0005,100,32,-0.66060152,0.16237873
shts_max,None,"(50, 20, 10)",Sigmoid,0.001,50,16,-0.64315489,0.19809268
shts_max,None,"(50, 20, 10)",Sigmoid,0.001,50,32,-0.65719658,0.17287607
shts_max,None,"(50, 20, 10)",Sigmoid,0.001,100,16,-0.6314004,0.17544297
shts_max,None,"(50, 20, 10)",Sigmoid,0.001,100,32,-0.66231607,0.17305095
shts_max,None,"(50, 20, 10)",Sigmoid,0.01,50,16,-0.6510676,0.18487584
shts_max,None,"(50, 20, 10)",Sigmoid,0.01,50,32,-0.68901267,0.19432016
shts_max,None,"(50, 20, 10)",Sigmoid,0.01,100,16,-0.64909474,0.20068089
shts_max,None,"(50, 20, 10)",Sigmoid,0.01,100,32,-0.65501823,0.18695095
shts_max,StandardScaler,"(50, 20, 10)",ReLU,0.0005,50,16,-0.59319091,0.16244914
shts_max,StandardScaler,"(50, 20, 10)",ReLU,0.0005,50,32,-0.62467404,0.14112654
shts_max,StandardScaler,"(50, 20, 10)",ReLU,0.0005,100,16,-0.63148049,0.18234352
shts_max,StandardScaler,"(50, 20, 10)",ReLU,0.0005,100,32,-0.64857292,0.18091704
shts_max,StandardScaler,"(50, 20, 10)",ReLU,0.001,50,16,-0.6154871,0.18636272
shts_max,StandardScaler,"(50, 20, 10)",ReLU,0.001,50,32,-0.6537688,0.17049946
shts_max,StandardScaler,"(50, 20, 10)",ReLU,0.001,100,16,-0.604113,0.15416762
shts_max,StandardScaler,"(50, 20, 10)",ReLU,0.001,100,32,-0.65720827,0.17431987
shts_max,StandardScaler,"(50, 20, 10)",ReLU,0.01,50,16,-0.62028932,0.18216348
shts_max,StandardScaler,"(50, 20, 10)",ReLU,0.01,50,32,-0.66631668,0.16902257
shts_max,StandardScaler,"(50, 20, 10)",ReLU,0.01,100,16,-0.63745114,0.19366612
shts_max,StandardScaler,"(50, 20, 10)",ReLU,0.01,100,32,-0.65249162,0.16905078
shts_max,StandardScaler,"(50, 20, 10)",Tanh,0.0005,50,16,-0.55271614,0.1614954
shts_max,StandardScaler,"(50, 20, 10)",Tanh,0.0005,50,32,-0.57241307,0.15727604
shts_max,StandardScaler,"(50, 20, 10)",Tanh,0.0005,100,16,-0.55300038,0.16583487
shts_max,StandardScaler,"(50, 20, 10)",Tanh,0.0005,100,32,-0.58457952,0.16760353
shts_max,StandardScaler,"(50, 20, 10)",Tanh,0.001,50,16,-0.59497286,0.18796298
shts_max,StandardScaler,"(50, 20, 10)",Tanh,0.001,50,32,-0.62256922,0.17212723
shts_max,StandardScaler,"(50, 20, 10)",Tanh,0.001,100,16,-0.56252162,0.18025856
shts_max,StandardScaler,"(50, 20, 10)",Tanh,0.001,100,32,-0.60557291,0.17374147
shts_max,StandardScaler,"(50, 20, 10)",Tanh,0.01,50,16,-0.56638129,0.17331974
shts_max,StandardScaler,"(50, 20, 10)",Tanh,0.01,50,32,-0.6337971,0.19711922
shts_max,StandardScaler,"(50, 20, 10)",Tanh,0.01,100,16,-0.60587006,0.17863456
shts_max,StandardScaler,"(50, 20, 10)",Tanh,0.01,100,32,-0.65008117,0.18414774
shts_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,50,16,-0.55100346,0.15460851
shts_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,50,32,-0.57710891,0.15940386
shts_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,100,16,-0.55163689,0.16919155
shts_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,100,32,-0.57232488,0.15736684
shts_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,50,16,-0.60076291,0.18506022
shts_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,50,32,-0.62064395,0.17936173
shts_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,100,16,-0.55387749,0.1647697
shts_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,100,32,-0.58209691,0.15392853
shts_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,50,16,-0.56441051,0.17427073
shts_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,50,32,-0.6101975,0.17341235
shts_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,100,16,-0.61773144,0.18514829
shts_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,100,32,-0.64261747,0.17422192
shts_med,None,"(10,)",ReLU,0.0005,50,16,-0.48841897,0.11256382
shts_med,None,"(10,)",ReLU,0.0005,50,32,-0.50502262,0.10226679
shts_med,None,"(10,)",ReLU,0.0005,100,16,-0.48386097,0.10969922
shts_med,None,"(10,)",ReLU,0.0005,100,32,-0.50798893,0.09603976
shts_med,None,"(10,)",ReLU,0.001,50,16,-0.49977588,0.116236
shts_med,None,"(10,)",ReLU,0.001,50,32,-0.50470034,0.1166753
shts_med,None,"(10,)",ReLU,0.001,100,16,-0.49288974,0.12502397
shts_med,None,"(10,)",ReLU,0.001,100,32,-0.51562782,0.08991191
shts_med,None,"(10,)",ReLU,0.01,50,16,-0.4852921,0.10914378
shts_med,None,"(10,)",ReLU,0.01,50,32,-0.50741061,0.09685609
shts_med,None,"(10,)",ReLU,0.01,100,16,-0.49091278,0.12300248
shts_med,None,"(10,)",ReLU,0.01,100,32,-0.50621923,0.12570599
shts_med,None,"(10,)",Tanh,0.0005,50,16,-0.48762764,0.10454302
shts_med,None,"(10,)",Tanh,0.0005,50,32,-0.50780802,0.10446172
shts_med,None,"(10,)",Tanh,0.0005,100,16,-0.49325611,0.11164222
shts_med,None,"(10,)",Tanh,0.0005,100,32,-0.51649828,0.1091899
shts_med,None,"(10,)",Tanh,0.001,50,16,-0.48932848,0.11712227
shts_med,None,"(10,)",Tanh,0.001,50,32,-0.5058382,0.10196669
shts_med,None,"(10,)",Tanh,0.001,100,16,-0.48429979,0.10982502
shts_med,None,"(10,)",Tanh,0.001,100,32,-0.50666921,0.10364467
shts_med,None,"(10,)",Tanh,0.01,50,16,-0.49147833,0.11112072
shts_med,None,"(10,)",Tanh,0.01,50,32,-0.50569667,0.10284752
shts_med,None,"(10,)",Tanh,0.01,100,16,-0.48861944,0.12127978
shts_med,None,"(10,)",Tanh,0.01,100,32,-0.51429632,0.1211652
shts_med,None,"(10,)",Sigmoid,0.0005,50,16,-0.5093152,0.11369987
shts_med,None,"(10,)",Sigmoid,0.0005,50,32,-0.52177573,0.09955633
shts_med,None,"(10,)",Sigmoid,0.0005,100,16,-0.51382935,0.11276438
shts_med,None,"(10,)",Sigmoid,0.0005,100,32,-0.5412742,0.10538341
shts_med,None,"(10,)",Sigmoid,0.001,50,16,-0.5398033,0.14558409
shts_med,None,"(10,)",Sigmoid,0.001,50,32,-0.58375286,0.12112105
shts_med,None,"(10,)",Sigmoid,0.001,100,16,-0.51199497,0.1161193
shts_med,None,"(10,)",Sigmoid,0.001,100,32,-0.52548145,0.09977272
shts_med,None,"(10,)",Sigmoid,0.01,50,16,-0.51149975,0.11480454
shts_med,None,"(10,)",Sigmoid,0.01,50,32,-0.54030971,0.10130926
shts_med,None,"(10,)",Sigmoid,0.01,100,16,-0.52735757,0.1243506
shts_med,None,"(10,)",Sigmoid,0.01,100,32,-0.59331478,0.11657933
shts_med,StandardScaler,"(10,)",ReLU,0.0005,50,16,-0.51324087,0.11552353
shts_med,StandardScaler,"(10,)",ReLU,0.0005,50,32,-0.54713488,0.10136219
shts_med,StandardScaler,"(10,)",ReLU,0.0005,100,16,-0.51266661,0.11993119
shts_med,StandardScaler,"(10,)",ReLU,0.0005,100,32,-0.54327287,0.09504078
shts_med,StandardScaler,"(10,)",ReLU,0.001,50,16,-0.53688807,0.12837605
