variable,scaler,regressor__hidden_layers,regressor__activation,regressor__lr,regressor__epochs,regressor__batch_size,score,std
wind_max,StandardScaler,"(30, 10)",ReLU,0.0005,100,16,-2.41885605,0.40973989
wind_max,StandardScaler,"(30, 10)",ReLU,0.0005,100,32,-2.6407312,0.38860743
wind_max,StandardScaler,"(30, 10)",ReLU,0.001,50,16,-2.46614591,0.43518665
wind_max,StandardScaler,"(30, 10)",ReLU,0.001,50,32,-2.70201912,0.34449155
wind_max,StandardScaler,"(30, 10)",ReLU,0.001,100,16,-2.41200428,0.42708446
wind_max,StandardScaler,"(30, 10)",ReLU,0.001,100,32,-2.62506278,0.36911309
wind_max,StandardScaler,"(30, 10)",ReLU,0.01,50,16,-2.48629636,0.41938348
wind_max,StandardScaler,"(30, 10)",ReLU,0.01,50,32,-2.68422456,0.35304505
wind_max,StandardScaler,"(30, 10)",ReLU,0.01,100,16,-2.50362504,0.46240152
wind_max,StandardScaler,"(30, 10)",ReLU,0.01,100,32,-2.76967892,0.39378351
wind_max,StandardScaler,"(30, 10)",Tanh,0.0005,50,16,-2.32694335,0.41982367
wind_max,StandardScaler,"(30, 10)",Tanh,0.0005,50,32,-2.38770471,0.35696076
wind_max,StandardScaler,"(30, 10)",Tanh,0.0005,100,16,-2.35413561,0.41619902
wind_max,StandardScaler,"(30, 10)",Tanh,0.0005,100,32,-2.42733993,0.358265
wind_max,StandardScaler,"(30, 10)",Tanh,0.001,50,16,-2.4390402,0.41562327
wind_max,StandardScaler,"(30, 10)",Tanh,0.001,50,32,-2.62589763,0.36964369
wind_max,StandardScaler,"(30, 10)",Tanh,0.001,100,16,-2.33451579,0.4136137
wind_max,StandardScaler,"(30, 10)",Tanh,0.001,100,32,-2.4237728,0.3672274
wind_max,StandardScaler,"(30, 10)",Tanh,0.01,50,16,-2.34669456,0.38851427
wind_max,StandardScaler,"(30, 10)",Tanh,0.01,50,32,-2.47552519,0.35704037
wind_max,StandardScaler,"(30, 10)",Tanh,0.01,100,16,-2.45664586,0.4081166
wind_max,StandardScaler,"(30, 10)",Tanh,0.01,100,32,-2.63007002,0.31315064
wind_max,StandardScaler,"(30, 10)",Sigmoid,0.0005,50,16,-2.42002797,0.5561351
wind_max,StandardScaler,"(30, 10)",Sigmoid,0.0005,50,32,-2.4617171,0.49266651
wind_max,StandardScaler,"(30, 10)",Sigmoid,0.0005,100,16,-2.3350512,0.42385376
wind_max,StandardScaler,"(30, 10)",Sigmoid,0.0005,100,32,-2.38991904,0.38884651
wind_max,StandardScaler,"(30, 10)",Sigmoid,0.001,50,16,-2.4237953,0.38277875
wind_max,StandardScaler,"(30, 10)",Sigmoid,0.001,50,32,-2.57379187,0.39219603
wind_max,StandardScaler,"(30, 10)",Sigmoid,0.001,100,16,-2.33422998,0.41709162
wind_max,StandardScaler,"(30, 10)",Sigmoid,0.001,100,32,-2.39907578,0.37037123
wind_max,StandardScaler,"(30, 10)",Sigmoid,0.01,50,16,-2.35693696,0.40930353
wind_max,StandardScaler,"(30, 10)",Sigmoid,0.01,50,32,-2.45936885,0.34510752
wind_max,StandardScaler,"(30, 10)",Sigmoid,0.01,100,16,-2.49348388,0.41866177
wind_max,StandardScaler,"(30, 10)",Sigmoid,0.01,100,32,-2.57858715,0.41335586
wind_max,None,"(50, 20)",ReLU,0.0005,50,16,-2.3795161,0.39806206
wind_max,None,"(50, 20)",ReLU,0.0005,50,32,-2.45405906,0.3615149
wind_max,None,"(50, 20)",ReLU,0.0005,100,16,-2.40628314,0.42352649
wind_max,None,"(50, 20)",ReLU,0.0005,100,32,-2.5730158,0.36343303
wind_max,None,"(50, 20)",ReLU,0.001,50,16,-2.30964988,0.38923383
wind_max,None,"(50, 20)",ReLU,0.001,50,32,-2.48321933,0.45183608
wind_max,None,"(50, 20)",ReLU,0.001,100,16,-2.45688456,0.44618319
wind_max,None,"(50, 20)",ReLU,0.001,100,32,-2.51533014,0.3261434
wind_max,None,"(50, 20)",ReLU,0.01,50,16,-2.45864301,0.50981702
wind_max,None,"(50, 20)",ReLU,0.01,50,32,-2.64493675,0.39645597
wind_max,None,"(50, 20)",ReLU,0.01,100,16,-2.412734,0.46117032
wind_max,None,"(50, 20)",ReLU,0.01,100,32,-2.57388135,0.37185153
wind_max,None,"(50, 20)",Tanh,0.0005,50,16,-2.41670185,0.40884306
wind_max,None,"(50, 20)",Tanh,0.0005,50,32,-2.43755886,0.39281289
wind_max,None,"(50, 20)",Tanh,0.0005,100,16,-2.37978759,0.39247453
wind_max,None,"(50, 20)",Tanh,0.0005,100,32,-2.51218496,0.38449585
wind_max,None,"(50, 20)",Tanh,0.001,50,16,-2.3433633,0.40552674
wind_max,None,"(50, 20)",Tanh,0.001,50,32,-2.481658,0.40840802
wind_max,None,"(50, 20)",Tanh,0.001,100,16,-2.41735474,0.39880067
wind_max,None,"(50, 20)",Tanh,0.001,100,32,-2.50510926,0.37872835
wind_max,None,"(50, 20)",Tanh,0.01,50,16,-2.41349603,0.38253335
wind_max,None,"(50, 20)",Tanh,0.01,50,32,-2.67995989,0.35824609
wind_max,None,"(50, 20)",Tanh,0.01,100,16,-2.3908013,0.40422365
wind_max,None,"(50, 20)",Tanh,0.01,100,32,-2.50430107,0.35551657
wind_max,None,"(50, 20)",Sigmoid,0.0005,50,16,-2.42580169,0.41867404
wind_max,None,"(50, 20)",Sigmoid,0.0005,50,32,-2.68017474,0.41403895
wind_max,None,"(50, 20)",Sigmoid,0.0005,100,16,-2.55196355,0.50248822
wind_max,None,"(50, 20)",Sigmoid,0.0005,100,32,-2.76350241,0.32743489
wind_max,None,"(50, 20)",Sigmoid,0.001,50,16,-2.48684477,0.41291023
wind_max,None,"(50, 20)",Sigmoid,0.001,50,32,-2.69102338,0.32426939
wind_max,None,"(50, 20)",Sigmoid,0.001,100,16,-2.55315234,0.48705699
wind_max,None,"(50, 20)",Sigmoid,0.001,100,32,-2.77463959,0.29129833
wind_max,None,"(50, 20)",Sigmoid,0.01,50,16,-2.63030199,0.43962571
wind_max,None,"(50, 20)",Sigmoid,0.01,50,32,-2.84814654,0.36846914
wind_max,None,"(50, 20)",Sigmoid,0.01,100,16,-2.47120888,0.43001353
wind_max,None,"(50, 20)",Sigmoid,0.01,100,32,-2.63609432,0.42289055
wind_max,StandardScaler,"(50, 20)",ReLU,0.0005,50,16,-2.42978693,0.41822202
wind_max,StandardScaler,"(50, 20)",ReLU,0.0005,50,32,-2.63246132,0.3518528
wind_max,StandardScaler,"(50, 20)",ReLU,0.0005,100,16,-2.49320279,0.47226519
wind_max,StandardScaler,"(50, 20)",ReLU,0.0005,100,32,-2.7717166,0.38443122
wind_max,StandardScaler,"(50, 20)",ReLU,0.001,50,16,-2.55336999,0.44435049
wind_max,StandardScaler,"(50, 20)",ReLU,0.001,50,32,-2.66488248,0.32761701
wind_max,StandardScaler,"(50, 20)",ReLU,0.001,100,16,-2.50507616,0.47282199
wind_max,StandardScaler,"(50, 20)",ReLU,0.001,100,32,-2.74312658,0.34821657
wind_max,StandardScaler,"(50, 20)",ReLU,0.01,50,16,-2.5605637,0.43215048
wind_max,StandardScaler,"(50, 20)",ReLU,0.01,50,32,-2.81871001,0.31382329
wind_max,StandardScaler,"(50, 20)",ReLU,0.01,100,16,-2.5939425,0.43702817
wind_max,StandardScaler,"(50, 20)",ReLU,0.01,100,32,-2.77339361,0.37375247
wind_max,StandardScaler,"(50, 20)",Tanh,0.0005,50,16,-2.34498497,0.42785847
wind_max,StandardScaler,"(50, 20)",Tanh,0.0005,50,32,-2.407266,0.34604753
wind_max,StandardScaler,"(50, 20)",Tanh,0.0005,100,16,-2.36444484,0.41149108
wind_max,StandardScaler,"(50, 20)",Tanh,0.0005,100,32,-2.42989662,0.35842213
wind_max,StandardScaler,"(50, 20)",Tanh,0.001,50,16,-2.50253131,0.4211433
wind_max,StandardScaler,"(50, 20)",Tanh,0.001,50,32,-2.6398029,0.33774642
wind_max,StandardScaler,"(50, 20)",Tanh,0.001,100,16,-2.36142095,0.41774522
wind_max,StandardScaler,"(50, 20)",Tanh,0.001,100,32,-2.47841504,0.35789888
wind_max,StandardScaler,"(50, 20)",Tanh,0.01,50,16,-2.39573981,0.42793609
wind_max,StandardScaler,"(50, 20)",Tanh,0.01,50,32,-2.54577441,0.36955431
wind_max,StandardScaler,"(50, 20)",Tanh,0.01,100,16,-2.5518113,0.42990674
wind_max,StandardScaler,"(50, 20)",Tanh,0.01,100,32,-2.70060341,0.36391442
wind_max,StandardScaler,"(50, 20)",Sigmoid,0.0005,50,16,-2.35085872,0.43968695
wind_max,StandardScaler,"(50, 20)",Sigmoid,0.0005,50,32,-2.40307179,0.38605476
wind_max,StandardScaler,"(50, 20)",Sigmoid,0.0005,100,16,-2.34242457,0.41323914
wind_max,StandardScaler,"(50, 20)",Sigmoid,0.0005,100,32,-2.41585262,0.36195285
wind_max,StandardScaler,"(50, 20)",Sigmoid,0.001,50,16,-2.44872546,0.41066123
wind_max,StandardScaler,"(50, 20)",Sigmoid,0.001,50,32,-2.58966218,0.3661602
wind_max,StandardScaler,"(50, 20)",Sigmoid,0.001,100,16,-2.3452373,0.42420645
wind_max,StandardScaler,"(50, 20)",Sigmoid,0.001,100,32,-2.44958068,0.34591339
wind_max,StandardScaler,"(50, 20)",Sigmoid,0.01,50,16,-2.36419234,0.42365205
wind_max,StandardScaler,"(50, 20)",Sigmoid,0.01,50,32,-2.52265713,0.36649438
wind_max,StandardScaler,"(50, 20)",Sigmoid,0.01,100,16,-2.52071151,0.39500439
wind_max,StandardScaler,"(50, 20)",Sigmoid,0.01,100,32,-2.65609922,0.35887227
wind_max,None,"(50, 20, 10)",ReLU,0.0005,50,16,-2.38606389,0.39659645
wind_max,None,"(50, 20, 10)",ReLU,0.0005,50,32,-2.45344566,0.36619193
wind_max,None,"(50, 20, 10)",ReLU,0.0005,100,16,-2.42504602,0.40020685
wind_max,None,"(50, 20, 10)",ReLU,0.0005,100,32,-2.51346662,0.36720732
wind_max,None,"(50, 20, 10)",ReLU,0.001,50,16,-2.3849229,0.39581901
wind_max,None,"(50, 20, 10)",ReLU,0.001,50,32,-2.53101958,0.50388086
wind_max,None,"(50, 20, 10)",ReLU,0.001,100,16,-2.43555326,0.40881984
wind_max,None,"(50, 20, 10)",ReLU,0.001,100,32,-2.58690864,0.3947991
wind_max,None,"(50, 20, 10)",ReLU,0.01,50,16,-2.43277585,0.4208067
wind_max,None,"(50, 20, 10)",ReLU,0.01,50,32,-2.63568361,0.34059732
wind_max,None,"(50, 20, 10)",ReLU,0.01,100,16,-2.39113884,0.40919129
wind_max,None,"(50, 20, 10)",ReLU,0.01,100,32,-2.57502098,0.42994733
wind_max,None,"(50, 20, 10)",Tanh,0.0005,50,16,-2.40364568,0.39910739
wind_max,None,"(50, 20, 10)",Tanh,0.0005,50,32,-2.40618331,0.36909466
wind_max,None,"(50, 20, 10)",Tanh,0.0005,100,16,-2.4307951,0.49344275
wind_max,None,"(50, 20, 10)",Tanh,0.0005,100,32,-2.50452412,0.38288667
wind_max,None,"(50, 20, 10)",Tanh,0.001,50,16,-2.35231754,0.41178009
wind_max,None,"(50, 20, 10)",Tanh,0.001,50,32,-2.48049452,0.40039221
wind_max,None,"(50, 20, 10)",Tanh,0.001,100,16,-2.41273978,0.41951157
wind_max,None,"(50, 20, 10)",Tanh,0.001,100,32,-2.50104313,0.38828218
wind_max,None,"(50, 20, 10)",Tanh,0.01,50,16,-2.44899426,0.43827285
wind_max,None,"(50, 20, 10)",Tanh,0.01,50,32,-2.63639749,0.41497999
wind_max,None,"(50, 20, 10)",Tanh,0.01,100,16,-2.45495397,0.39517693
wind_max,None,"(50, 20, 10)",Tanh,0.01,100,32,-2.54705246,0.35832397
wind_max,None,"(50, 20, 10)",Sigmoid,0.0005,50,16,-2.4626392,0.44969949
wind_max,None,"(50, 20, 10)",Sigmoid,0.0005,50,32,-2.70212653,0.41682533
wind_max,None,"(50, 20, 10)",Sigmoid,0.0005,100,16,-2.53355144,0.44300997
wind_max,None,"(50, 20, 10)",Sigmoid,0.0005,100,32,-2.70476753,0.33107937
wind_max,None,"(50, 20, 10)",Sigmoid,0.001,50,16,-2.48032615,0.4543634
wind_max,None,"(50, 20, 10)",Sigmoid,0.001,50,32,-2.65069517,0.38164581
wind_max,None,"(50, 20, 10)",Sigmoid,0.001,100,16,-2.57741989,0.49149636
wind_max,None,"(50, 20, 10)",Sigmoid,0.001,100,32,-2.76607347,0.37930117
wind_max,None,"(50, 20, 10)",Sigmoid,0.01,50,16,-2.63532722,0.41012752
wind_max,None,"(50, 20, 10)",Sigmoid,0.01,50,32,-2.81751841,0.36852519
wind_max,None,"(50, 20, 10)",Sigmoid,0.01,100,16,-2.50357831,0.43626849
wind_max,None,"(50, 20, 10)",Sigmoid,0.01,100,32,-2.62384377,0.39670599
wind_max,StandardScaler,"(50, 20, 10)",ReLU,0.0005,50,16,-2.43516224,0.46745257
wind_max,StandardScaler,"(50, 20, 10)",ReLU,0.0005,50,32,-2.62504451,0.41207716
wind_max,StandardScaler,"(50, 20, 10)",ReLU,0.0005,100,16,-2.53258369,0.52564222
wind_max,StandardScaler,"(50, 20, 10)",ReLU,0.0005,100,32,-2.6965006,0.37051164
wind_max,StandardScaler,"(50, 20, 10)",ReLU,0.001,50,16,-2.51763842,0.44961226
wind_max,StandardScaler,"(50, 20, 10)",ReLU,0.001,50,32,-2.68213512,0.35816529
wind_max,StandardScaler,"(50, 20, 10)",ReLU,0.001,100,16,-2.51851296,0.48629142
wind_max,StandardScaler,"(50, 20, 10)",ReLU,0.001,100,32,-2.75808232,0.43486134
wind_max,StandardScaler,"(50, 20, 10)",ReLU,0.01,50,16,-2.55458951,0.46258417
wind_max,StandardScaler,"(50, 20, 10)",ReLU,0.01,50,32,-2.86647561,0.35907956
wind_max,StandardScaler,"(50, 20, 10)",ReLU,0.01,100,16,-2.5204276,0.43120116
wind_max,StandardScaler,"(50, 20, 10)",ReLU,0.01,100,32,-2.69120322,0.35854389
wind_max,StandardScaler,"(50, 20, 10)",Tanh,0.0005,50,16,-2.36007003,0.41956472
wind_max,StandardScaler,"(50, 20, 10)",Tanh,0.0005,50,32,-2.45632878,0.37850754
wind_max,StandardScaler,"(50, 20, 10)",Tanh,0.0005,100,16,-2.36182262,0.41630361
wind_max,StandardScaler,"(50, 20, 10)",Tanh,0.0005,100,32,-2.47942164,0.33119579
wind_max,StandardScaler,"(50, 20, 10)",Tanh,0.001,50,16,-2.44873728,0.42888642
wind_max,StandardScaler,"(50, 20, 10)",Tanh,0.001,50,32,-2.61894317,0.33876045
wind_max,StandardScaler,"(50, 20, 10)",Tanh,0.001,100,16,-2.38328236,0.4366184
wind_max,StandardScaler,"(50, 20, 10)",Tanh,0.001,100,32,-2.53509997,0.39448228
wind_max,StandardScaler,"(50, 20, 10)",Tanh,0.01,50,16,-2.44238764,0.44525356
wind_max,StandardScaler,"(50, 20, 10)",Tanh,0.01,50,32,-2.64854502,0.35117007
wind_max,StandardScaler,"(50, 20, 10)",Tanh,0.01,100,16,-2.53331941,0.42389388
wind_max,StandardScaler,"(50, 20, 10)",Tanh,0.01,100,32,-2.6894447,0.32516799
wind_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,50,16,-2.39758937,0.53509409
wind_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,50,32,-2.464616,0.49493593
wind_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,100,16,-2.36750215,0.44582189
wind_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.0005,100,32,-2.47328514,0.37048627
wind_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,50,16,-2.47472424,0.40858187
wind_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,50,32,-2.58742139,0.37386729
wind_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,100,16,-2.3714687,0.43366018
wind_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.001,100,32,-2.470538,0.3593287
wind_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,50,16,-2.38710425,0.40510177
wind_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,50,32,-2.60641521,0.34178541
wind_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,100,16,-2.56121361,0.44367628
wind_max,StandardScaler,"(50, 20, 10)",Sigmoid,0.01,100,32,-2.74627985,0.3452683
wind_med,None,"(10,)",ReLU,0.0005,50,16,-2.05479298,0.42549299
wind_med,None,"(10,)",ReLU,0.0005,50,32,-2.07228641,0.40885999
wind_med,None,"(10,)",ReLU,0.0005,100,16,-2.03430003,0.42376211
wind_med,None,"(10,)",ReLU,0.0005,100,32,-2.09689314,0.39314978
wind_med,None,"(10,)",ReLU,0.001,50,16,-2.04143166,0.41397347
wind_med,None,"(10,)",ReLU,0.001,50,32,-2.16298664,0.41743699
wind_med,None,"(10,)",ReLU,0.001,100,16,-2.05025329,0.43651045
wind_med,None,"(10,)",ReLU,0.001,100,32,-2.11088436,0.42053937
wind_med,None,"(10,)",ReLU,0.01,50,16,-2.03046511,0.42285965
wind_med,None,"(10,)",ReLU,0.01,50,32,-2.09791183,0.41245643
wind_med,None,"(10,)",ReLU,0.01,100,16,-2.01802207,0.40989815
wind_med,None,"(10,)",ReLU,0.01,100,32,-2.10558637,0.43295343
wind_med,None,"(10,)",Tanh,0.0005,50,16,-2.09583695,0.42037762
wind_med,None,"(10,)",Tanh,0.0005,50,32,-2.11220061,0.40138182
wind_med,None,"(10,)",Tanh,0.0005,100,16,-2.06645496,0.4239775
wind_med,None,"(10,)",Tanh,0.0005,100,32,-2.10896709,0.40026295
wind_med,None,"(10,)",Tanh,0.001,50,16,-2.0396209,0.42105188
wind_med,None,"(10,)",Tanh,0.001,50,32,-2.11819439,0.42343281
wind_med,None,"(10,)",Tanh,0.001,100,16,-2.04502365,0.42469093
wind_med,None,"(10,)",Tanh,0.001,100,32,-2.08849698,0.3901602
wind_med,None,"(10,)",Tanh,0.01,50,16,-2.04494845,0.44405071
wind_med,None,"(10,)",Tanh,0.01,50,32,-2.10489202,0.3995358
wind_med,None,"(10,)",Tanh,0.01,100,16,-2.04431666,0.42463143
wind_med,None,"(10,)",Tanh,0.01,100,32,-2.10424177,0.37319482
wind_med,None,"(10,)",Sigmoid,0.0005,50,16,-2.05726785,0.42373231
wind_med,None,"(10,)",Sigmoid,0.0005,50,32,-2.11917027,0.39065782
wind_med,None,"(10,)",Sigmoid,0.0005,100,16,-2.06323455,0.44209058
wind_med,None,"(10,)",Sigmoid,0.0005,100,32,-2.12531971,0.36872274
wind_med,None,"(10,)",Sigmoid,0.001,50,16,-2.15203189,0.42961566
wind_med,None,"(10,)",Sigmoid,0.001,50,32,-2.26326357,0.38916651
wind_med,None,"(10,)",Sigmoid,0.001,100,16,-2.04809396,0.43481145
wind_med,None,"(10,)",Sigmoid,0.001,100,32,-2.13805499,0.36905432
wind_med,None,"(10,)",Sigmoid,0.01,50,16,-2.04969934,0.41296077
wind_med,None,"(10,)",Sigmoid,0.01,50,32,-2.16656403,0.40284873
wind_med,None,"(10,)",Sigmoid,0.01,100,16,-2.13720039,0.42256402
wind_med,None,"(10,)",Sigmoid,0.01,100,32,-2.27781391,0.41567245
wind_med,StandardScaler,"(10,)",ReLU,0.0005,50,16,-2.05078135,0.45317282
wind_med,StandardScaler,"(10,)",ReLU,0.0005,50,32,-2.12376974,0.38542519
wind_med,StandardScaler,"(10,)",ReLU,0.0005,100,16,-2.05378236,0.45269593
wind_med,StandardScaler,"(10,)",ReLU,0.0005,100,32,-2.15488672,0.3874652
wind_med,StandardScaler,"(10,)",ReLU,0.001,50,16,-2.15666802,0.45171143
wind_med,StandardScaler,"(10,)",ReLU,0.001,50,32,-2.24253925,0.37177141
wind_med,StandardScaler,"(10,)",ReLU,0.001,100,16,-2.06926143,0.45364276
wind_med,StandardScaler,"(10,)",ReLU,0.001,100,32,-2.12241222,0.3901777
wind_med,StandardScaler,"(10,)",ReLU,0.01,50,16,-2.08544572,0.45366645
wind_med,StandardScaler,"(10,)",ReLU,0.01,50,32,-2.12076958,0.37658899
wind_med,StandardScaler,"(10,)",ReLU,0.01,100,16,-2.17853155,0.51168371
wind_med,StandardScaler,"(10,)",ReLU,0.01,100,32,-2.24317394,0.40588536
wind_med,StandardScaler,"(10,)",Tanh,0.0005,50,16,-2.04565239,0.47592101
wind_med,StandardScaler,"(10,)",Tanh,0.0005,50,32,-2.10592211,0.40812857
wind_med,StandardScaler,"(10,)",Tanh,0.0005,100,16,-2.03552472,0.43838519
wind_med,StandardScaler,"(10,)",Tanh,0.0005,100,32,-2.09734366,0.40128104
wind_med,StandardScaler,"(10,)",Tanh,0.001,50,16,-2.11616956,0.46572506
wind_med,StandardScaler,"(10,)",Tanh,0.001,50,32,-2.21482821,0.41197424
wind_med,StandardScaler,"(10,)",Tanh,0.001,100,16,-2.02692207,0.45454168
wind_med,StandardScaler,"(10,)",Tanh,0.001,100,32,-2.0931955,0.38162002
wind_med,StandardScaler,"(10,)",Tanh,0.01,50,16,-2.03935244,0.4458614
wind_med,StandardScaler,"(10,)",Tanh,0.01,50,32,-2.10001325,0.37930574
wind_med,StandardScaler,"(10,)",Tanh,0.01,100,16,-2.0969914,0.42544498
wind_med,StandardScaler,"(10,)",Tanh,0.01,100,32,-2.19531366,0.37854092
wind_med,StandardScaler,"(10,)",Sigmoid,0.0005,50,16,-2.07459919,0.48470358
wind_med,StandardScaler,"(10,)",Sigmoid,0.0005,50,32,-2.11415648,0.45906865
wind_med,StandardScaler,"(10,)",Sigmoid,0.0005,100,16,-2.04537876,0.44001144
wind_med,StandardScaler,"(10,)",Sigmoid,0.0005,100,32,-2.1035605,0.38735801
wind_med,StandardScaler,"(10,)",Sigmoid,0.001,50,16,-2.0448934,0.42628327
wind_med,StandardScaler,"(10,)",Sigmoid,0.001,50,32,-2.17196473,0.40032005
wind_med,StandardScaler,"(10,)",Sigmoid,0.001,100,16,-2.03266508,0.43541707
wind_med,StandardScaler,"(10,)",Sigmoid,0.001,100,32,-2.09278917,0.40215531
wind_med,StandardScaler,"(10,)",Sigmoid,0.01,50,16,-2.04669953,0.43847889
wind_med,StandardScaler,"(10,)",Sigmoid,0.01,50,32,-2.09473376,0.40086514
wind_med,StandardScaler,"(10,)",Sigmoid,0.01,100,16,-2.09612621,0.43913679
wind_med,StandardScaler,"(10,)",Sigmoid,0.01,100,32,-2.24182534,0.37943412
wind_med,None,"(25,)",ReLU,0.0005,50,16,-2.04819377,0.41183637
wind_med,None,"(25,)",ReLU,0.0005,50,32,-2.08058119,0.40499421
wind_med,None,"(25,)",ReLU,0.0005,100,16,-2.06157253,0.3963146
wind_med,None,"(25,)",ReLU,0.0005,100,32,-2.10713056,0.42085906
wind_med,None,"(25,)",ReLU,0.001,50,16,-2.06279042,0.45258993
wind_med,None,"(25,)",ReLU,0.001,50,32,-2.11747442,0.34811044
wind_med,None,"(25,)",ReLU,0.001,100,16,-2.02942323,0.40333945
wind_med,None,"(25,)",ReLU,0.001,100,32,-2.07019032,0.38556693
wind_med,None,"(25,)",ReLU,0.01,50,16,-2.03387733,0.40708934
wind_med,None,"(25,)",ReLU,0.01,50,32,-2.11135065,0.40445666
wind_med,None,"(25,)",ReLU,0.01,100,16,-2.03404614,0.44396517
wind_med,None,"(25,)",ReLU,0.01,100,32,-2.16444869,0.35884141
wind_med,None,"(25,)",Tanh,0.0005,50,16,-2.0604001,0.42294931
wind_med,None,"(25,)",Tanh,0.0005,50,32,-2.08523547,0.40819772
wind_med,None,"(25,)",Tanh,0.0005,100,16,-2.06934301,0.41364488
wind_med,None,"(25,)",Tanh,0.0005,100,32,-2.08894219,0.39707689
wind_med,None,"(25,)",Tanh,0.001,50,16,-2.08116245,0.43897941
wind_med,None,"(25,)",Tanh,0.001,50,32,-2.14586116,0.35080569
wind_med,None,"(25,)",Tanh,0.001,100,16,-2.05073668,0.42595693
wind_med,None,"(25,)",Tanh,0.001,100,32,-2.06507597,0.39955967
wind_med,None,"(25,)",Tanh,0.01,50,16,-2.06275975,0.44386928
wind_med,None,"(25,)",Tanh,0.01,50,32,-2.10218193,0.41656602
wind_med,None,"(25,)",Tanh,0.01,100,16,-2.07012836,0.39906668
wind_med,None,"(25,)",Tanh,0.01,100,32,-2.18439944,0.39891322
wind_med,None,"(25,)",Sigmoid,0.0005,50,16,-2.06699345,0.44475732
wind_med,None,"(25,)",Sigmoid,0.0005,50,32,-2.12178242,0.37293129
wind_med,None,"(25,)",Sigmoid,0.0005,100,16,-2.07461989,0.43801478
wind_med,None,"(25,)",Sigmoid,0.0005,100,32,-2.1728963,0.38790993
wind_med,None,"(25,)",Sigmoid,0.001,50,16,-2.14477657,0.44532992
wind_med,None,"(25,)",Sigmoid,0.001,50,32,-2.30995059,0.34578586
wind_med,None,"(25,)",Sigmoid,0.001,100,16,-2.08765112,0.47645419
wind_med,None,"(25,)",Sigmoid,0.001,100,32,-2.18106897,0.36656474
wind_med,None,"(25,)",Sigmoid,0.01,50,16,-2.10921462,0.4568394
wind_med,None,"(25,)",Sigmoid,0.01,50,32,-2.21159649,0.3999754
wind_med,None,"(25,)",Sigmoid,0.01,100,16,-2.15774846,0.43686752
wind_med,None,"(25,)",Sigmoid,0.01,100,32,-2.30322308,0.3961636
wind_med,StandardScaler,"(25,)",ReLU,0.0005,50,16,-2.06385213,0.44950865
wind_med,StandardScaler,"(25,)",ReLU,0.0005,50,32,-2.13146509,0.39142211
wind_med,StandardScaler,"(25,)",ReLU,0.0005,100,16,-2.09275432,0.45029459
wind_med,StandardScaler,"(25,)",ReLU,0.0005,100,32,-2.17442553,0.39656603
wind_med,StandardScaler,"(25,)",ReLU,0.001,50,16,-2.15209319,0.44180331
wind_med,StandardScaler,"(25,)",ReLU,0.001,50,32,-2.31438669,0.4226296
wind_med,StandardScaler,"(25,)",ReLU,0.001,100,16,-2.07134847,0.44024822
wind_med,StandardScaler,"(25,)",ReLU,0.001,100,32,-2.15993955,0.38625626
wind_med,StandardScaler,"(25,)",ReLU,0.01,50,16,-2.0998588,0.44120258
wind_med,StandardScaler,"(25,)",ReLU,0.01,50,32,-2.19506678,0.3774903
wind_med,StandardScaler,"(25,)",ReLU,0.01,100,16,-2.15437712,0.42430727
wind_med,StandardScaler,"(25,)",ReLU,0.01,100,32,-2.34560952,0.41963333
wind_med,StandardScaler,"(25,)",Tanh,0.0005,50,16,-2.04208093,0.45750894
wind_med,StandardScaler,"(25,)",Tanh,0.0005,50,32,-2.08125405,0.41245166
wind_med,StandardScaler,"(25,)",Tanh,0.0005,100,16,-2.02830812,0.43081492
wind_med,StandardScaler,"(25,)",Tanh,0.0005,100,32,-2.0773363,0.3894567
wind_med,StandardScaler,"(25,)",Tanh,0.001,50,16,-2.12201025,0.43492364
wind_med,StandardScaler,"(25,)",Tanh,0.001,50,32,-2.23216999,0.41436671
wind_med,StandardScaler,"(25,)",Tanh,0.001,100,16,-2.03017983,0.4341518
wind_med,StandardScaler,"(25,)",Tanh,0.001,100,32,-2.08796912,0.39407024
wind_med,StandardScaler,"(25,)",Tanh,0.01,50,16,-2.04390982,0.43697643
wind_med,StandardScaler,"(25,)",Tanh,0.01,50,32,-2.11049541,0.36359432
wind_med,StandardScaler,"(25,)",Tanh,0.01,100,16,-2.13467191,0.41705867
wind_med,StandardScaler,"(25,)",Tanh,0.01,100,32,-2.21122779,0.34350424
wind_med,StandardScaler,"(25,)",Sigmoid,0.0005,50,16,-2.04372708,0.46668412
wind_med,StandardScaler,"(25,)",Sigmoid,0.0005,50,32,-2.08571733,0.4206721
wind_med,StandardScaler,"(25,)",Sigmoid,0.0005,100,16,-2.04053325,0.43935967
