variable,regressor,scaler,pca,regressor_C,regressor_epsilon,regressor_kernel,regressor_loss,nystroem_n_components,score,std
wind_max,SDG,StandardScaler,PCA,0.0001,1.0,None,epsilon_insensitive,150,-3.92524468,1.01233422
wind_max,SDG,StandardScaler,PCA,0.0001,1.0,None,squared_epsilon_insensitive,100,-3.92934763,0.9175577
wind_max,SDG,StandardScaler,PCA,0.0001,1.0,None,squared_epsilon_insensitive,150,-3.78977458,0.92164918
wind_max,SDG,StandardScaler,PCA,0.001,0.01,None,epsilon_insensitive,100,-4.04141433,1.22863662
wind_max,SDG,StandardScaler,PCA,0.001,0.01,None,epsilon_insensitive,150,-4.0372467,1.22845826
wind_max,SDG,StandardScaler,PCA,0.001,0.01,None,squared_epsilon_insensitive,100,-3.92569712,0.97343561
wind_max,SDG,StandardScaler,PCA,0.001,0.01,None,squared_epsilon_insensitive,150,-3.80719568,0.9852562
wind_max,SDG,StandardScaler,PCA,0.001,0.1,None,epsilon_insensitive,100,-4.02081656,1.21007044
wind_max,SDG,StandardScaler,PCA,0.001,0.1,None,epsilon_insensitive,150,-4.01887591,1.21257903
wind_max,SDG,StandardScaler,PCA,0.001,0.1,None,squared_epsilon_insensitive,100,-3.93277058,0.97402884
wind_max,SDG,StandardScaler,PCA,0.001,0.1,None,squared_epsilon_insensitive,150,-3.81874745,0.95597063
wind_max,SDG,StandardScaler,PCA,0.001,0.2,None,epsilon_insensitive,100,-4.00034834,1.18963345
wind_max,SDG,StandardScaler,PCA,0.001,0.2,None,epsilon_insensitive,150,-3.99773085,1.19228466
wind_max,SDG,StandardScaler,PCA,0.001,0.2,None,squared_epsilon_insensitive,100,-3.93696785,0.97041844
wind_max,SDG,StandardScaler,PCA,0.001,0.2,None,squared_epsilon_insensitive,150,-3.80332459,0.94051195
wind_max,SDG,StandardScaler,PCA,0.001,1.0,None,epsilon_insensitive,100,-3.9270028,1.00718302
wind_max,SDG,StandardScaler,PCA,0.001,1.0,None,epsilon_insensitive,150,-3.92310473,1.00899624
wind_max,SDG,StandardScaler,PCA,0.001,1.0,None,squared_epsilon_insensitive,100,-3.95281076,0.92883448
wind_max,SDG,StandardScaler,PCA,0.001,1.0,None,squared_epsilon_insensitive,150,-3.84975954,0.92077665
wind_max,SDG,StandardScaler,PCA,0.01,0.01,None,epsilon_insensitive,100,-4.04198878,1.22832529
wind_max,SDG,StandardScaler,PCA,0.01,0.01,None,epsilon_insensitive,150,-4.03884285,1.22839254
wind_max,SDG,StandardScaler,PCA,0.01,0.01,None,squared_epsilon_insensitive,100,-3.96709446,0.97950208
wind_max,SDG,StandardScaler,PCA,0.01,0.01,None,squared_epsilon_insensitive,150,-3.9179627,0.98529408
wind_max,SDG,StandardScaler,PCA,0.01,0.1,None,epsilon_insensitive,100,-4.02093599,1.21023464
wind_max,SDG,StandardScaler,PCA,0.01,0.1,None,epsilon_insensitive,150,-4.01958245,1.21143125
wind_max,SDG,StandardScaler,PCA,0.01,0.1,None,squared_epsilon_insensitive,100,-3.96295142,0.97081297
wind_max,SDG,StandardScaler,PCA,0.01,0.1,None,squared_epsilon_insensitive,150,-3.92260438,0.95967006
wind_max,SDG,StandardScaler,PCA,0.01,0.2,None,epsilon_insensitive,100,-4.00079789,1.1899939
wind_max,SDG,StandardScaler,PCA,0.01,0.2,None,epsilon_insensitive,150,-3.99882037,1.1911798
wind_max,SDG,StandardScaler,PCA,0.01,0.2,None,squared_epsilon_insensitive,100,-3.97426657,0.97084684
wind_max,SDG,StandardScaler,PCA,0.01,0.2,None,squared_epsilon_insensitive,150,-3.91549414,0.97676398
wind_max,SDG,StandardScaler,PCA,0.01,1.0,None,epsilon_insensitive,100,-3.92672597,1.0072329
wind_max,SDG,StandardScaler,PCA,0.01,1.0,None,epsilon_insensitive,150,-3.92463923,1.01154345
wind_max,SDG,StandardScaler,PCA,0.01,1.0,None,squared_epsilon_insensitive,100,-3.97880728,0.92569674
wind_max,SDG,StandardScaler,PCA,0.01,1.0,None,squared_epsilon_insensitive,150,-3.94058241,0.9176403
wind_max,SDG,StandardScaler,PCA,0.1,0.01,None,epsilon_insensitive,100,-4.04183843,1.22746734
wind_max,SDG,StandardScaler,PCA,0.1,0.01,None,epsilon_insensitive,150,-4.04118686,1.22853502
wind_max,SDG,StandardScaler,PCA,0.1,0.01,None,squared_epsilon_insensitive,100,-3.9866536,0.98310742
wind_max,SDG,StandardScaler,PCA,0.1,0.01,None,squared_epsilon_insensitive,150,-3.96022831,0.9683477
wind_max,SDG,StandardScaler,PCA,0.1,0.1,None,epsilon_insensitive,100,-4.0209296,1.20899521
wind_max,SDG,StandardScaler,PCA,0.1,0.1,None,epsilon_insensitive,150,-4.02004656,1.2096337
wind_max,SDG,StandardScaler,PCA,0.1,0.1,None,squared_epsilon_insensitive,100,-3.9800235,0.97822419
wind_max,SDG,StandardScaler,PCA,0.1,0.1,None,squared_epsilon_insensitive,150,-3.97806636,0.98127696
wind_max,SDG,StandardScaler,PCA,0.1,0.2,None,epsilon_insensitive,100,-4.00191178,1.19101051
wind_max,SDG,StandardScaler,PCA,0.1,0.2,None,epsilon_insensitive,150,-4.00011423,1.18895235
wind_max,SDG,StandardScaler,PCA,0.1,0.2,None,squared_epsilon_insensitive,100,-3.98052494,0.97376434
wind_max,SDG,StandardScaler,PCA,0.1,0.2,None,squared_epsilon_insensitive,150,-3.98206071,0.96569173
wind_max,SDG,StandardScaler,PCA,0.1,1.0,None,epsilon_insensitive,100,-3.92757159,1.00715308
wind_max,SDG,StandardScaler,PCA,0.1,1.0,None,epsilon_insensitive,150,-3.92705648,1.00815624
wind_max,SDG,StandardScaler,PCA,0.1,1.0,None,squared_epsilon_insensitive,100,-3.99342708,0.92401871
wind_max,SDG,StandardScaler,PCA,0.1,1.0,None,squared_epsilon_insensitive,150,-3.98409448,0.92030987
wind_max,SVR,None,None,0.1,0.01,rbf,None,None,-2.32585885,0.46699574
wind_max,SVR,None,None,0.1,0.1,rbf,None,None,-2.55386389,0.60319812
wind_max,SVR,None,None,0.1,0.2,rbf,None,None,-2.56298492,0.66410677
wind_max,SVR,None,None,0.1,1.0,rbf,None,None,-2.3266473,0.47120591
wind_max,SVR,None,None,1.0,0.01,rbf,None,None,-2.55284505,0.60335117
wind_max,SVR,None,None,1.0,0.1,rbf,None,None,-2.5617999,0.6631362
wind_max,SVR,None,None,1.0,0.2,rbf,None,None,-2.3245883,0.47284756
wind_max,SVR,None,None,1.0,1.0,rbf,None,None,-2.54883555,0.60484353
wind_max,SVR,None,None,10.0,0.01,rbf,None,None,-2.56100171,0.66325385
wind_max,SVR,None,None,10.0,0.1,rbf,None,None,-2.32355979,0.44909876
wind_max,SVR,None,None,10.0,0.2,rbf,None,None,-2.56294138,0.61266156
wind_max,SVR,None,None,10.0,1.0,rbf,None,None,-2.59228827,0.67745401
wind_max,SVR,None,None,100.0,0.01,rbf,None,None,-2.26290411,0.39688057
wind_max,SVR,None,None,100.0,0.1,rbf,None,None,-2.38888099,0.39859244
wind_max,SVR,None,None,100.0,0.2,rbf,None,None,-2.371517,0.43735596
wind_max,SVR,None,None,100.0,1.0,rbf,None,None,-2.26326966,0.39748269
wind_max,SVR,None,PCA,0.1,0.01,rbf,None,None,-2.38674949,0.39889977
wind_max,SVR,None,PCA,0.1,0.1,rbf,None,None,-2.36898486,0.43439268
wind_max,SVR,None,PCA,0.1,0.2,rbf,None,None,-2.26200529,0.39855648
wind_max,SVR,None,PCA,0.1,1.0,rbf,None,None,-2.38296483,0.39576385
wind_max,SVR,None,PCA,1.0,0.01,rbf,None,None,-2.36853708,0.4311776
wind_max,SVR,None,PCA,1.0,0.1,rbf,None,None,-2.26872745,0.39107299
wind_max,SVR,None,PCA,1.0,0.2,rbf,None,None,-2.39858053,0.39224708
wind_max,SVR,None,PCA,1.0,1.0,rbf,None,None,-2.37091331,0.42856764
wind_max,SVR,None,PCA,10.0,0.01,rbf,None,None,-2.29084812,0.40869429
wind_max,SVR,None,PCA,10.0,0.1,rbf,None,None,-2.41572067,0.37903285
wind_max,SVR,None,PCA,10.0,0.2,rbf,None,None,-2.36443778,0.37877933
wind_max,SVR,None,PCA,10.0,1.0,rbf,None,None,-2.28692024,0.4086887
wind_max,SVR,None,PCA,100.0,0.01,rbf,None,None,-2.41460523,0.37853808
wind_max,SVR,None,PCA,100.0,0.1,rbf,None,None,-2.36366988,0.37849117
wind_max,SVR,None,PCA,100.0,0.2,rbf,None,None,-2.28166594,0.40688024
wind_max,SVR,None,PCA,100.0,1.0,rbf,None,None,-2.41124598,0.3782866
wind_max,SVR,StandardScaler,None,0.1,0.01,rbf,None,None,-2.36518782,0.38093787
wind_max,SVR,StandardScaler,None,0.1,0.1,rbf,None,None,-2.28049496,0.38596761
wind_max,SVR,StandardScaler,None,0.1,0.2,rbf,None,None,-2.44120633,0.35999736
wind_max,SVR,StandardScaler,None,0.1,1.0,rbf,None,None,-2.36099204,0.38262495
wind_max,SVR,StandardScaler,None,1.0,0.01,rbf,None,None,-2.35298304,0.41398831
wind_max,SVR,StandardScaler,None,1.0,0.1,rbf,None,None,-2.71354325,0.37236619
wind_max,SVR,StandardScaler,None,1.0,0.2,rbf,None,None,-2.41968454,0.36930547
wind_max,SVR,StandardScaler,None,1.0,1.0,rbf,None,None,-2.34989376,0.41233486
wind_max,SVR,StandardScaler,None,10.0,0.01,rbf,None,None,-2.70914868,0.36945
wind_max,SVR,StandardScaler,None,10.0,0.1,rbf,None,None,-2.4171743,0.37056572
wind_max,SVR,StandardScaler,None,10.0,0.2,rbf,None,None,-2.34314386,0.41197257
wind_max,SVR,StandardScaler,None,10.0,1.0,rbf,None,None,-2.7057704,0.36645351
wind_max,SVR,StandardScaler,None,100.0,0.01,rbf,None,None,-2.41034631,0.37146326
wind_max,SVR,StandardScaler,None,100.0,0.1,rbf,None,None,-2.33879325,0.42152865
wind_max,SVR,StandardScaler,None,100.0,0.2,rbf,None,None,-2.66431551,0.38002413
wind_max,SVR,StandardScaler,None,100.0,1.0,rbf,None,None,-2.41703877,0.36171081
wind_max,SVR,StandardScaler,PCA,0.1,0.01,rbf,None,None,-2.37449829,0.52711651
wind_max,SVR,StandardScaler,PCA,0.1,0.1,rbf,None,None,-2.54508446,0.58036019
wind_max,SVR,StandardScaler,PCA,0.1,0.2,rbf,None,None,-2.45117042,0.61016572
wind_max,SVR,StandardScaler,PCA,0.1,1.0,rbf,None,None,-2.37454928,0.52741506
wind_max,SVR,StandardScaler,PCA,1.0,0.01,rbf,None,None,-2.54494902,0.58138809
wind_max,SVR,StandardScaler,PCA,1.0,0.1,rbf,None,None,-2.45081495,0.61183691
wind_max,SVR,StandardScaler,PCA,1.0,0.2,rbf,None,None,-2.37156165,0.52363242
wind_max,SVR,StandardScaler,PCA,1.0,1.0,rbf,None,None,-2.54619286,0.58379322
wind_max,SVR,StandardScaler,PCA,10.0,0.01,rbf,None,None,-2.45017371,0.60897905
wind_max,SVR,StandardScaler,PCA,10.0,0.1,rbf,None,None,-2.37498527,0.52490868
wind_max,SVR,StandardScaler,PCA,10.0,0.2,rbf,None,None,-2.55651261,0.58692325
wind_max,SVR,StandardScaler,PCA,10.0,1.0,rbf,None,None,-2.46451333,0.60474339
wind_max,SVR,StandardScaler,PCA,100.0,0.01,rbf,None,None,-2.32272611,0.41768566
wind_max,SVR,StandardScaler,PCA,100.0,0.1,rbf,None,None,-2.41438466,0.39518965
wind_max,SVR,StandardScaler,PCA,100.0,0.2,rbf,None,None,-2.33865548,0.42508825
wind_max,SVR,StandardScaler,PCA,100.0,1.0,rbf,None,None,-2.32106944,0.41709189
wind_max,SVR,Normalizer,None,0.1,0.01,rbf,None,None,-2.40971175,0.39433084
wind_max,SVR,Normalizer,None,0.1,0.1,rbf,None,None,-2.33851935,0.42355684
wind_max,SVR,Normalizer,None,0.1,0.2,rbf,None,None,-2.31866107,0.41538947
wind_max,SVR,Normalizer,None,0.1,1.0,rbf,None,None,-2.40398907,0.39100689
wind_max,SVR,Normalizer,None,1.0,0.01,rbf,None,None,-2.33965811,0.42134595
wind_max,SVR,Normalizer,None,1.0,0.1,rbf,None,None,-2.30985619,0.39926342
wind_max,SVR,Normalizer,None,1.0,0.2,rbf,None,None,-2.40130294,0.38495787
wind_max,SVR,Normalizer,None,1.0,1.0,rbf,None,None,-2.35204433,0.42210952
wind_max,SVR,Normalizer,None,10.0,0.01,rbf,None,None,-2.33734854,0.41585294
wind_max,SVR,Normalizer,None,10.0,0.1,rbf,None,None,-2.41524991,0.41570712
wind_max,SVR,Normalizer,None,10.0,0.2,rbf,None,None,-2.39983335,0.37202603
wind_max,SVR,Normalizer,None,10.0,1.0,rbf,None,None,-2.33138765,0.41636661
wind_max,SVR,Normalizer,None,100.0,0.01,rbf,None,None,-2.41418613,0.4145634
wind_max,SVR,Normalizer,None,100.0,0.1,rbf,None,None,-2.39887888,0.37120599
wind_max,SVR,Normalizer,None,100.0,0.2,rbf,None,None,-2.32609622,0.41542962
wind_max,SVR,Normalizer,None,100.0,1.0,rbf,None,None,-2.41805997,0.41103873
wind_max,SVR,Normalizer,PCA,0.1,0.01,rbf,None,None,-2.39810439,0.37212675
wind_max,SVR,Normalizer,PCA,0.1,0.1,rbf,None,None,-2.32076106,0.40823484
wind_max,SVR,Normalizer,PCA,0.1,0.2,rbf,None,None,-2.43050146,0.40567528
wind_max,SVR,Normalizer,PCA,0.1,1.0,rbf,None,None,-2.39771409,0.38075117
wind_max,SVR,Normalizer,PCA,1.0,0.01,rbf,None,None,-2.40050409,0.50799455
wind_max,SVR,Normalizer,PCA,1.0,0.1,rbf,None,None,-2.62197056,0.47474101
wind_max,SVR,Normalizer,PCA,1.0,0.2,rbf,None,None,-2.73040627,0.35167563
wind_max,SVR,Normalizer,PCA,1.0,1.0,rbf,None,None,-2.40587549,0.5088827
wind_max,SVR,Normalizer,PCA,10.0,0.01,rbf,None,None,-2.60402881,0.47312116
wind_max,SVR,Normalizer,PCA,10.0,0.1,rbf,None,None,-2.71467472,0.35211387
wind_max,SVR,Normalizer,PCA,10.0,0.2,rbf,None,None,-2.40610113,0.51141122
wind_max,SVR,Normalizer,PCA,10.0,1.0,rbf,None,None,-2.59149252,0.47194672
wind_max,SVR,Normalizer,PCA,100.0,0.01,rbf,None,None,-2.70243901,0.35281839
wind_max,SVR,Normalizer,PCA,100.0,0.1,rbf,None,None,-2.38372617,0.46782873
wind_max,SVR,Normalizer,PCA,100.0,0.2,rbf,None,None,-2.61560873,0.43214833
wind_max,SVR,Normalizer,PCA,100.0,1.0,rbf,None,None,-2.63733429,0.36291159
wind_med,LinSVR,None,None,0.1,0.01,None,None,100,-2.205573,0.7390593
wind_med,LinSVR,None,None,0.1,0.01,None,None,150,-2.34285173,0.70069979
wind_med,LinSVR,None,None,0.1,0.1,None,None,100,-2.20296246,0.72034259
wind_med,LinSVR,None,None,0.1,0.1,None,None,150,-2.31966871,0.72807118
wind_med,LinSVR,None,None,0.1,0.2,None,None,100,-2.199817,0.71167839
wind_med,LinSVR,None,None,0.1,0.2,None,None,150,-2.30447274,0.696762
wind_med,LinSVR,None,None,0.1,1.0,None,None,100,-2.20356942,0.71344585
wind_med,LinSVR,None,None,0.1,1.0,None,None,150,-2.33335422,0.6964283
wind_med,LinSVR,None,None,1.0,0.01,None,None,100,-2.09066259,0.55772797
wind_med,LinSVR,None,None,1.0,0.01,None,None,150,-2.15728421,0.48485071
wind_med,LinSVR,None,None,1.0,0.1,None,None,100,-2.0681891,0.50514787
wind_med,LinSVR,None,None,1.0,0.1,None,None,150,-2.16968595,0.49154576
wind_med,LinSVR,None,None,1.0,0.2,None,None,100,-2.07329174,0.51239374
wind_med,LinSVR,None,None,1.0,0.2,None,None,150,-2.14240693,0.47252295
wind_med,LinSVR,None,None,1.0,1.0,None,None,100,-2.06324191,0.48654346
wind_med,LinSVR,None,None,1.0,1.0,None,None,150,-2.1578582,0.48860369
wind_med,LinSVR,None,None,10.0,0.01,None,None,100,-2.06436757,0.53494539
wind_med,LinSVR,None,None,10.0,0.01,None,None,150,-2.14431965,0.44524912
wind_med,LinSVR,None,None,10.0,0.1,None,None,100,-2.03881917,0.45724681
wind_med,LinSVR,None,None,10.0,0.1,None,None,150,-2.1322601,0.45567295
wind_med,LinSVR,None,None,10.0,0.2,None,None,100,-2.05037403,0.48552519
wind_med,LinSVR,None,None,10.0,0.2,None,None,150,-2.12755762,0.41009247
wind_med,LinSVR,None,None,10.0,1.0,None,None,100,-2.02424333,0.44762923
wind_med,LinSVR,None,None,10.0,1.0,None,None,150,-2.12705056,0.41907338
wind_med,LinSVR,None,None,100.0,0.01,None,None,100,-2.074665,0.47505471
wind_med,LinSVR,None,None,100.0,0.01,None,None,150,-2.17803367,0.41218038
wind_med,LinSVR,None,None,100.0,0.1,None,None,100,-2.05681371,0.44945008
wind_med,LinSVR,None,None,100.0,0.1,None,None,150,-2.12361315,0.42670688
wind_med,LinSVR,None,None,100.0,0.2,None,None,100,-2.05981887,0.47834478
wind_med,LinSVR,None,None,100.0,0.2,None,None,150,-2.10276756,0.44450105
wind_med,LinSVR,None,None,100.0,1.0,None,None,100,-2.03125129,0.44132882
wind_med,LinSVR,None,None,100.0,1.0,None,None,150,-2.11427211,0.40492373
wind_med,LinSVR,None,PCA,0.1,0.01,None,None,100,-3.50729514,1.05460042
wind_med,LinSVR,None,PCA,0.1,0.01,None,None,150,-3.48331795,1.06738155
wind_med,LinSVR,None,PCA,0.1,0.1,None,None,100,-3.52134603,1.07142356
wind_med,LinSVR,None,PCA,0.1,0.1,None,None,150,-3.49507362,1.08103861
wind_med,LinSVR,None,PCA,0.1,0.2,None,None,100,-3.5378377,1.0926895
wind_med,LinSVR,None,PCA,0.1,0.2,None,None,150,-3.51634072,1.09451545
wind_med,LinSVR,None,PCA,0.1,1.0,None,None,100,-3.53683858,1.11412076
wind_med,LinSVR,None,PCA,0.1,1.0,None,None,150,-3.52540903,1.12666291
wind_med,LinSVR,None,PCA,1.0,0.01,None,None,100,-3.47296982,1.06691895
wind_med,LinSVR,None,PCA,1.0,0.01,None,None,150,-3.39413525,1.08815714
wind_med,LinSVR,None,PCA,1.0,0.1,None,None,100,-3.49872744,1.07679865
wind_med,LinSVR,None,PCA,1.0,0.1,None,None,150,-3.40810576,1.09141263
wind_med,LinSVR,None,PCA,1.0,0.2,None,None,100,-3.51595577,1.09782934
wind_med,LinSVR,None,PCA,1.0,0.2,None,None,150,-3.42095922,1.1035175
wind_med,LinSVR,None,PCA,1.0,1.0,None,None,100,-3.47411666,1.09998601
wind_med,LinSVR,None,PCA,1.0,1.0,None,None,150,-3.41818057,1.14515765
wind_med,LinSVR,None,PCA,10.0,0.01,None,None,100,-3.45749894,1.07332005
wind_med,LinSVR,None,PCA,10.0,0.01,None,None,150,-3.34013171,1.10036719
wind_med,LinSVR,None,PCA,10.0,0.1,None,None,100,-3.4720438,1.08518239
wind_med,LinSVR,None,PCA,10.0,0.1,None,None,150,-3.38357201,1.0943432
wind_med,LinSVR,None,PCA,10.0,0.2,None,None,100,-3.48204215,1.10506132
wind_med,LinSVR,None,PCA,10.0,0.2,None,None,150,-3.38858191,1.08769854
wind_med,LinSVR,None,PCA,10.0,1.0,None,None,100,-3.44656817,1.07441949
wind_med,LinSVR,None,PCA,10.0,1.0,None,None,150,-3.35865516,1.11218346
wind_med,LinSVR,None,PCA,100.0,0.01,None,None,100,-3.44843403,1.07664602
wind_med,LinSVR,None,PCA,100.0,0.01,None,None,150,-3.35471065,1.07171266
wind_med,LinSVR,None,PCA,100.0,0.1,None,None,100,-3.46719932,1.08134167
wind_med,LinSVR,None,PCA,100.0,0.1,None,None,150,-3.35505345,1.08042679
wind_med,LinSVR,None,PCA,100.0,0.2,None,None,100,-3.48134932,1.10301097
wind_med,LinSVR,None,PCA,100.0,0.2,None,None,150,-3.36525049,1.09610704
wind_med,LinSVR,None,PCA,100.0,1.0,None,None,100,-3.45698472,1.06960881
wind_med,LinSVR,None,PCA,100.0,1.0,None,None,150,-3.35850077,1.0951025
wind_med,LinSVR,StandardScaler,None,0.1,0.01,None,None,100,-2.18689412,0.71216241
wind_med,LinSVR,StandardScaler,None,0.1,0.01,None,None,150,-2.29880887,0.68126988
wind_med,LinSVR,StandardScaler,None,0.1,0.1,None,None,100,-2.19271517,0.70202448
wind_med,LinSVR,StandardScaler,None,0.1,0.1,None,None,150,-2.29067206,0.67549077
wind_med,LinSVR,StandardScaler,None,0.1,0.2,None,None,100,-2.20177776,0.71795403
wind_med,LinSVR,StandardScaler,None,0.1,0.2,None,None,150,-2.28634463,0.66853516
wind_med,LinSVR,StandardScaler,None,0.1,1.0,None,None,100,-2.18634644,0.67959077
wind_med,LinSVR,StandardScaler,None,0.1,1.0,None,None,150,-2.28769574,0.63940678
wind_med,LinSVR,StandardScaler,None,1.0,0.01,None,None,100,-2.06444518,0.51641955
wind_med,LinSVR,StandardScaler,None,1.0,0.01,None,None,150,-2.15843935,0.46301566
wind_med,LinSVR,StandardScaler,None,1.0,0.1,None,None,100,-2.07433393,0.51386123
wind_med,LinSVR,StandardScaler,None,1.0,0.1,None,None,150,-2.10621359,0.4115407
wind_med,LinSVR,StandardScaler,None,1.0,0.2,None,None,100,-2.06712781,0.5127818
wind_med,LinSVR,StandardScaler,None,1.0,0.2,None,None,150,-2.11325978,0.45865227
wind_med,LinSVR,StandardScaler,None,1.0,1.0,None,None,100,-2.05926104,0.50112971
wind_med,LinSVR,StandardScaler,None,1.0,1.0,None,None,150,-2.12500595,0.448544
wind_med,LinSVR,StandardScaler,None,10.0,0.01,None,None,100,-2.0598127,0.43341748
wind_med,LinSVR,StandardScaler,None,10.0,0.01,None,None,150,-2.09847666,0.41647991
wind_med,LinSVR,StandardScaler,None,10.0,0.1,None,None,100,-2.03148253,0.43557498
wind_med,LinSVR,StandardScaler,None,10.0,0.1,None,None,150,-2.13564539,0.43445135
wind_med,LinSVR,StandardScaler,None,10.0,0.2,None,None,100,-2.04461129,0.45378946
wind_med,LinSVR,StandardScaler,None,10.0,0.2,None,None,150,-2.11450226,0.38101853
wind_med,LinSVR,StandardScaler,None,10.0,1.0,None,None,100,-2.02914255,0.42522863
wind_med,LinSVR,StandardScaler,None,10.0,1.0,None,None,150,-2.09201095,0.40077229
wind_med,LinSVR,StandardScaler,None,100.0,0.01,None,None,100,-2.04475419,0.44931955
wind_med,LinSVR,StandardScaler,None,100.0,0.01,None,None,150,-2.11262438,0.40988531
wind_med,LinSVR,StandardScaler,None,100.0,0.1,None,None,100,-2.04983516,0.41925061
wind_med,LinSVR,StandardScaler,None,100.0,0.1,None,None,150,-2.14458072,0.4037141
wind_med,LinSVR,StandardScaler,None,100.0,0.2,None,None,100,-2.03774424,0.44039759
wind_med,LinSVR,StandardScaler,None,100.0,0.2,None,None,150,-2.1380214,0.41070573
wind_med,LinSVR,StandardScaler,None,100.0,1.0,None,None,100,-2.04591272,0.43167989
wind_med,LinSVR,StandardScaler,None,100.0,1.0,None,None,150,-2.09902129,0.39252652
wind_med,LinSVR,StandardScaler,PCA,0.1,0.01,None,None,100,-3.50186915,1.05669265
wind_med,LinSVR,StandardScaler,PCA,0.1,0.01,None,None,150,-3.47500796,1.06862003
wind_med,LinSVR,StandardScaler,PCA,0.1,0.1,None,None,100,-3.51715277,1.07343261
wind_med,LinSVR,StandardScaler,PCA,0.1,0.1,None,None,150,-3.48768949,1.07872642
wind_med,LinSVR,StandardScaler,PCA,0.1,0.2,None,None,100,-3.53643409,1.09258053
wind_med,LinSVR,StandardScaler,PCA,0.1,0.2,None,None,150,-3.49646801,1.10387197
wind_med,LinSVR,StandardScaler,PCA,0.1,1.0,None,None,100,-3.53346395,1.11529873
wind_med,LinSVR,StandardScaler,PCA,0.1,1.0,None,None,150,-3.50844477,1.12487936
wind_med,LinSVR,StandardScaler,PCA,1.0,0.01,None,None,100,-3.45824087,1.07657614
wind_med,LinSVR,StandardScaler,PCA,1.0,0.01,None,None,150,-3.35364871,1.09105994
wind_med,LinSVR,StandardScaler,PCA,1.0,0.1,None,None,100,-3.47244857,1.08936439
wind_med,LinSVR,StandardScaler,PCA,1.0,0.1,None,None,150,-3.3754203,1.0957482
wind_med,LinSVR,StandardScaler,PCA,1.0,0.2,None,None,100,-3.4913856,1.1061598
wind_med,LinSVR,StandardScaler,PCA,1.0,0.2,None,None,150,-3.40202847,1.11127593
wind_med,LinSVR,StandardScaler,PCA,1.0,1.0,None,None,100,-3.45980511,1.07246942
wind_med,LinSVR,StandardScaler,PCA,1.0,1.0,None,None,150,-3.37703706,1.07358689
wind_med,LinSVR,StandardScaler,PCA,10.0,0.01,None,None,100,-3.43229931,1.07401742
wind_med,LinSVR,StandardScaler,PCA,10.0,0.01,None,None,150,-3.29921013,1.08082369
wind_med,LinSVR,StandardScaler,PCA,10.0,0.1,None,None,100,-3.44936632,1.0952779
wind_med,LinSVR,StandardScaler,PCA,10.0,0.1,None,None,150,-3.3311746,1.10402045
wind_med,LinSVR,StandardScaler,PCA,10.0,0.2,None,None,100,-3.45434565,1.11113227
wind_med,LinSVR,StandardScaler,PCA,10.0,0.2,None,None,150,-3.34792512,1.10174014
wind_med,LinSVR,StandardScaler,PCA,10.0,1.0,None,None,100,-3.42847918,1.08411692
wind_med,LinSVR,StandardScaler,PCA,10.0,1.0,None,None,150,-3.31801124,1.11744799
wind_med,LinSVR,StandardScaler,PCA,100.0,0.01,None,None,100,-3.42778026,1.08545385
wind_med,LinSVR,StandardScaler,PCA,100.0,0.01,None,None,150,-3.28816839,1.09039397
wind_med,LinSVR,StandardScaler,PCA,100.0,0.1,None,None,100,-3.43525102,1.09808637
wind_med,LinSVR,StandardScaler,PCA,100.0,0.1,None,None,150,-3.33864217,1.09655436
wind_med,LinSVR,StandardScaler,PCA,100.0,0.2,None,None,100,-3.41930297,1.07728562
wind_med,LinSVR,StandardScaler,PCA,100.0,0.2,None,None,150,-3.31855363,1.10445797
wind_med,LinSVR,StandardScaler,PCA,100.0,1.0,None,None,100,-3.41429635,1.07679256
wind_med,LinSVR,StandardScaler,PCA,100.0,1.0,None,None,150,-3.33977722,1.10638686
wind_med,SDG,None,None,0.0001,0.01,None,epsilon_insensitive,100,-2.28595476,0.8159316
wind_med,SDG,None,None,0.0001,0.01,None,epsilon_insensitive,150,-2.40809907,0.79999258
wind_med,SDG,None,None,0.0001,0.01,None,squared_epsilon_insensitive,100,-2.06806829,0.48374842
wind_med,SDG,None,None,0.0001,0.01,None,squared_epsilon_insensitive,150,-2.13631152,0.44660305
wind_med,SDG,None,None,0.0001,0.1,None,epsilon_insensitive,100,-2.29535275,0.84116316
wind_med,SDG,None,None,0.0001,0.1,None,epsilon_insensitive,150,-2.38837347,0.7706066
wind_med,SDG,None,None,0.0001,0.1,None,squared_epsilon_insensitive,100,-2.07405789,0.45078005
wind_med,SDG,None,None,0.0001,0.1,None,squared_epsilon_insensitive,150,-2.17373067,0.46470897
wind_med,SDG,None,None,0.0001,0.2,None,epsilon_insensitive,100,-2.29211984,0.81303924
wind_med,SDG,None,None,0.0001,0.2,None,epsilon_insensitive,150,-2.38741122,0.75852449
wind_med,SDG,None,None,0.0001,0.2,None,squared_epsilon_insensitive,100,-2.07851418,0.47622461
wind_med,SDG,None,None,0.0001,0.2,None,squared_epsilon_insensitive,150,-2.18988076,0.45359974
wind_med,SDG,None,None,0.0001,1.0,None,epsilon_insensitive,100,-2.27977063,0.80815018
wind_med,SDG,None,None,0.0001,1.0,None,epsilon_insensitive,150,-2.40755927,0.78029682
wind_med,SDG,None,None,0.0001,1.0,None,squared_epsilon_insensitive,100,-2.09843337,0.4840104
wind_med,SDG,None,None,0.0001,1.0,None,squared_epsilon_insensitive,150,-2.18064854,0.4152795
