emission_time,valid_time,latitude,longitude,Diff_U,Diff_V,Diff_shww,Diff_mdts,Diff_shts
2020-01-01 12:00:00,2020-01-02 06:00:00,43.71,-2.015,0.42155385,-0.50036955,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.71,-1.8900000000000001,0.3739035,-0.48599553,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.71,-1.765,0.1601243,-0.44266605,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.585,-2.39,0.08390558,-1.2146118,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.585,-2.265,-0.30750263,-0.9745469,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.585,-2.14,-0.08341825,-0.25147247,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.585,-2.015,0.54085517,-1.149672,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.585,-1.8900000000000001,0.40870833,-1.0656509,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.585,-1.765,0.47658515,-0.84422445,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.46,-2.39,0.5014224,0.72462153,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.46,-2.265,0.2780851,0.18536425,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.46,-2.14,-0.043289434,0.8753562,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.46,-2.015,0.35437408,-0.7936909,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.46,-1.8900000000000001,0.0459556,-0.39743304,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 06:00:00,43.46,-1.765,0.39967942,-0.55523205,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 09:00:00,43.835,-2.39,-0.113019705,-0.3276863,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 09:00:00,43.835,-2.265,-0.023818493,-0.4250207,0.0,0.0,0.0
2020-01-01 12:00:00,2020-01-02 09:00:00,43.835,-2.14,0.03311169,-0.41121006,0.0,0.0,0.0
