emission_time,validate_time,"shww(-4.51,43.46)","shww(-4.385,43.46)","shww(-4.26,43.46)","shww(-4.135,43.46)","shww(-4.01,43.46)","shww(-3.885,43.46)","shww(-3.76,43.46)","shww(-3.635,43.46)","shww(-3.51,43.46)","shww(-3.385,43.46)","shww(-3.26,43.46)","shww(-4.51,43.585)","shww(-4.385,43.585)","shww(-4.26,43.585)","shww(-4.135,43.585)","shww(-4.01,43.585)","shww(-3.885,43.585)","shww(-3.76,43.585)","shww(-3.635,43.585)","shww(-3.51,43.585)","shww(-3.385,43.585)","shww(-3.26,43.585)","shww(-4.51,43.71)","shww(-4.385,43.71)","shww(-4.26,43.71)","shww(-4.135,43.71)","shww(-4.01,43.71)","shww(-3.885,43.71)","shww(-3.76,43.71)","shww(-3.635,43.71)","shww(-3.51,43.71)","shww(-3.385,43.71)","shww(-3.26,43.71)","shww(-4.51,43.835)","shww(-4.385,43.835)","shww(-4.26,43.835)","shww(-4.135,43.835)","shww(-4.01,43.835)","shww(-3.885,43.835)","shww(-3.76,43.835)","shww(-3.635,43.835)","shww(-3.51,43.835)","shww(-3.385,43.835)","shww(-3.26,43.835)"
2015-01-01 12:00:00,2015-01-01 12:00:00,0.019855767488479614,0.037830621004104614,0.06383159756660461,0.07991436123847961,0.12004497647285461,0.16273906826972961,0.18415477871894836,0.21396282315254211,0.24375560879707336,0.23853710293769836,0.21824291348457336,0.059543877840042114,0.10193279385566711,0.12888744473457336,0.15124920010566711,0.19237163662910461,0.22815349698066711,0.25812938809394836,0.27552440762519836,0.3005259335041046,0.2983897030353546,0.27642467617988586,0.11610820889472961,0.16454723477363586,0.21977642178535461,0.25860241055488586,0.30015209317207336,0.34182384610176086,0.3710062801837921,0.3847086727619171,0.39886119961738586,0.39246776700019836,0.3640330135822296,0.12273815274238586,0.16198375821113586,0.21709087491035461,0.2733652889728546,0.3296244442462921,0.3711741268634796,0.4015238583087921,0.41590526700019836,0.42963817715644836,0.4233897030353546,0.3983347713947296
2015-01-01 12:00:00,2015-01-01 15:00:00,0.020588189363479614,0.020664483308792114,0.020763665437698364,0.020832329988479614,0.12771251797676086,0.24142101407051086,0.29154613614082336,0.3341410458087921,0.3767130672931671,0.3602335751056671,0.3105509579181671,0.034893304109573364,0.06991222500801086,0.07695415616035461,0.07975414395332336,0.18546703457832336,0.28075817227363586,0.35026195645332336,0.36072948575019836,0.3964274227619171,0.39504650235176086,0.3552286922931671,0.055225640535354614,0.09499767422676086,0.14007976651191711,0.17266491055488586,0.2791636288166046,0.3857615292072296,0.44897106289863586,0.44715526700019836,0.44654491543769836,0.4393503963947296,0.40201976895332336,0.058986932039260864,0.10678508877754211,0.15176799893379211,0.20471599698066711,0.2958262264728546,0.4021647274494171,0.46737316250801086,0.4710734188556671,0.4693033993244171,0.4477274715900421,0.4119303524494171
2015-01-01 12:00:00,2015-01-01 18:00:00,0.03987279161810875,0.04521336778998375,0.0529266856610775,0.05769505724310875,0.04051366075873375,0.02223363146185875,0.024408008903265,0.07197728753089905,0.1195160448551178,0.14686742424964905,0.19622960686683655,0.030328419059515,0.03350987657904625,0.03936925157904625,0.045953419059515,0.05545201525092125,0.0401398204267025,0.05627598986029625,0.13845983147621155,0.17834630608558655,0.20887914299964905,0.2416321337223053,0.01855626329779625,0.02144017443060875,0.02400365099310875,0.02938237413764,0.04122319445014,0.053033497184515,0.0849701464176178,0.1876465380191803,0.2884918749332428,0.31747594475746155,0.33888402581214905,0.01613011583685875,0.01809849962592125,0.02065434679389,0.02334752306342125,0.02876439318060875,0.04055943712592125,0.07658544182777405,0.16182103753089905,0.26426854729652405,0.32502904534339905,0.35133519768714905
2015-01-01 12:00:00,2015-01-01 21:00:00,0.015950355678796768,0.024647865444421768,0.03722492232918739,0.04500309005379677,0.06020084396004677,0.07636752724647522,0.0783778727054596,0.05723682418465614,0.03611103072762489,0.03454319015145302,0.03686634078621864,0.015778694301843643,0.019925270229578018,0.029668007045984268,0.04051319137215614,0.0628444254398346,0.07639041543006897,0.08741870522499084,0.08433261513710022,0.06663623452186584,0.0841914713382721,0.10757938027381897,0.015374336391687393,0.020108375698328018,0.025487098842859268,0.03527179732918739,0.05838886275887489,0.08150210976600647,0.09363284707069397,0.09768405556678772,0.10110583901405334,0.12413135170936584,0.17581668496131897,0.019124183803796768,0.024804268032312393,0.030175361782312393,0.03989521041512489,0.06644931435585022,0.0895167887210846,0.12275806069374084,0.14923205971717834,0.15332141518592834,0.17403140664100647,0.21921268105506897
2015-01-01 12:00:00,2015-01-02 00:00:00,0.07429839670658112,0.07868339121341705,0.08502532541751862,0.08894683420658112,0.08348418772220612,0.07767249643802643,0.07076598703861237,0.04550505802035332,0.020255576819181442,0.023858558386564255,0.039186011999845505,0.06589843332767487,0.08096648752689362,0.08832503855228424,0.09369803965091705,0.10013152658939362,0.0952620655298233,0.08955909311771393,0.07719184458255768,0.05604506656527519,0.03655959293246269,0.03617049381136894,0.05454779788851738,0.07125617563724518,0.08978034555912018,0.10112716257572174,0.10861922800540924,0.1161208301782608,0.11266089975833893,0.10462142527103424,0.09621955454349518,0.0770278126001358,0.05919409915804863,0.054284583777189255,0.05647231265902519,0.07496024668216705,0.09017135202884674,0.09332610666751862,0.10080291330814362,0.10178901255130768,0.09383346140384674,0.08580924570560455,0.0879683643579483,0.07764007151126862
2015-01-01 12:00:00,2015-01-02 03:00:00,0.046955376863479614,0.06383922696113586,0.08825328946113586,0.10335186123847961,0.13553646206855774,0.16977718472480774,0.17927196621894836,0.16236141324043274,0.14545467495918274,0.13785579800605774,0.12517192959785461,0.11493709683418274,0.10514858365058899,0.12104061245918274,0.14093807339668274,0.13983562588691711,0.16852596402168274,0.19215038418769836,0.19396618008613586,0.17981365323066711,0.16807964444160461,0.15797832608222961,0.20973613858222961,0.2002871334552765,0.19129207730293274,0.19598034024238586,0.19205501675605774,0.18819072842597961,0.20348384976387024,0.21309307217597961,0.2220156490802765,0.210678368806839,0.20131328701972961,0.2541544735431671,0.24350383877754211,0.2345278561115265,0.22362545132637024,0.20848873257637024,0.20461300015449524,0.193130761384964,0.1863406002521515,0.19591167569160461,0.19273021817207336,0.18317440152168274
2015-01-01 12:00:00,2015-01-02 06:00:00,0.11458230018615723,0.14921975135803223,0.19932198524475098,0.23030495643615723,0.23924660682678223,0.24875283241271973,0.2560389041900635,0.276012659072876,0.2959787845611572,0.285869836807251,0.257122278213501,0.16701149940490723,0.16700387001037598,0.20130562782287598,0.24243569374084473,0.24965310096740723,0.2576181888580322,0.2721827030181885,0.299633264541626,0.3163797855377197,0.3383982181549072,0.336345911026001,0.2558252811431885,0.2521555423736572,0.24457192420959473,0.260692834854126,0.2678263187408447,0.274975061416626,0.2914927005767822,0.3241236209869385,0.356304407119751,0.3790934085845947,0.4061625003814697,0.3352854251861572,0.3185083866119385,0.3109400272369385,0.300029993057251,0.2831766605377197,0.2903177738189697,0.2875406742095947,0.294658899307251,0.3272058963775635,0.3434107303619385,0.3646814823150635
2015-01-01 12:00:00,2015-01-02 09:00:00,0.07185769081115723,0.07302498817443848,0.07471871376037598,0.07576394081115723,0.08530068397521973,0.09544777870178223,0.10831093788146973,0.15671944618225098,0.20510506629943848,0.20511269569396973,0.19158577919006348,0.10448861122131348,0.12053322792053223,0.12404274940490723,0.12628579139709473,0.15650582313537598,0.16501259803771973,0.18574166297912598,0.23544716835021973,0.276043176651001,0.3123514652252197,0.3196985721588135,0.16086983680725098,0.17636513710021973,0.19137215614318848,0.20247292518615723,0.23469948768615723,0.267009973526001,0.2965128421783447,0.3506205081939697,0.4044382572174072,0.4399759769439697,0.472057580947876,0.24064278602600098,0.251934289932251,0.2669031620025635,0.2808191776275635,0.2958872318267822,0.3281214237213135,0.3537943363189697,0.3883707523345947,0.4424326419830322,0.469707727432251,0.4961130619049072
2015-01-01 12:00:00,2015-01-02 12:00:00,0.020588189363479614,0.033962517976760864,0.053303033113479614,0.06526592373847961,0.08443859219551086,0.10483196377754211,0.11580303311347961,0.13398388028144836,0.15215709805488586,0.15793254971504211,0.16606548428535461,0.052852898836135864,0.06550243496894836,0.08163097500801086,0.09782055020332336,0.11210277676582336,0.12919262051582336,0.14803722500801086,0.16886547207832336,0.18410900235176086,0.20390728116035461,0.21818950772285461,0.10099437832832336,0.11506298184394836,0.13077190518379211,0.14651134610176086,0.16050365567207336,0.17454174160957336,0.19328716397285461,0.21681621670722961,0.24015453457832336,0.26060131192207336,0.28475597500801086,0.14683941006660461,0.14089611172676086,0.15656688809394836,0.17057445645332336,0.17936351895332336,0.19336345791816711,0.20859172940254211,0.22866466641426086,0.2521708309650421,0.2744791805744171,0.2978861629962921
2015-01-01 18:00:00,2015-01-01 18:00:00,0.03987279161810875,0.04521336778998375,0.0529266856610775,0.05769505724310875,0.04051366075873375,0.02223363146185875,0.024408008903265,0.07197728753089905,0.1195160448551178,0.14686742424964905,0.19622960686683655,0.030328419059515,0.03350987657904625,0.03936925157904625,0.045953419059515,0.05545201525092125,0.0401398204267025,0.05627598986029625,0.13845983147621155,0.17834630608558655,0.20887914299964905,0.2416321337223053,0.01855626329779625,0.02144017443060875,0.02400365099310875,0.02938237413764,0.04122319445014,0.053033497184515,0.0849701464176178,0.1876465380191803,0.2884918749332428,0.31747594475746155,0.33888402581214905,0.01613011583685875,0.01809849962592125,0.02065434679389,0.02334752306342125,0.02876439318060875,0.04055943712592125,0.07658544182777405,0.16182103753089905,0.26426854729652405,0.32502904534339905,0.35133519768714905
