emission_time,validate_time,"mdts_cos(-4.51,43.46)","mdts_cos(-4.385,43.46)","mdts_cos(-4.26,43.46)","mdts_cos(-4.135,43.46)","mdts_cos(-4.01,43.46)","mdts_cos(-3.885,43.46)","mdts_cos(-3.76,43.46)","mdts_cos(-3.635,43.46)","mdts_cos(-3.51,43.46)","mdts_cos(-3.385,43.46)","mdts_cos(-3.26,43.46)","mdts_cos(-4.51,43.585)","mdts_cos(-4.385,43.585)","mdts_cos(-4.26,43.585)","mdts_cos(-4.135,43.585)","mdts_cos(-4.01,43.585)","mdts_cos(-3.885,43.585)","mdts_cos(-3.76,43.585)","mdts_cos(-3.635,43.585)","mdts_cos(-3.51,43.585)","mdts_cos(-3.385,43.585)","mdts_cos(-3.26,43.585)","mdts_cos(-4.51,43.71)","mdts_cos(-4.385,43.71)","mdts_cos(-4.26,43.71)","mdts_cos(-4.135,43.71)","mdts_cos(-4.01,43.71)","mdts_cos(-3.885,43.71)","mdts_cos(-3.76,43.71)","mdts_cos(-3.635,43.71)","mdts_cos(-3.51,43.71)","mdts_cos(-3.385,43.71)","mdts_cos(-3.26,43.71)","mdts_cos(-4.51,43.835)","mdts_cos(-4.385,43.835)","mdts_cos(-4.26,43.835)","mdts_cos(-4.135,43.835)","mdts_cos(-4.01,43.835)","mdts_cos(-3.885,43.835)","mdts_cos(-3.76,43.835)","mdts_cos(-3.635,43.835)","mdts_cos(-3.51,43.835)","mdts_cos(-3.385,43.835)","mdts_cos(-3.26,43.835)"
2015-01-01 12:00:00,2015-01-01 12:00:00,0.9791885614395142,0.9904411435127258,0.999096155166626,0.9998657703399658,0.9895107746124268,0.9602721333503723,0.954932451248169,0.9917243719100952,0.9990551471710205,0.9953983426094055,0.9856520295143127,0.9981083869934082,0.9934296607971191,0.9805139303207397,0.9612178802490234,0.9439916610717773,0.8969231843948364,0.8568746447563171,0.8807509541511536,0.9413526654243469,0.9664474129676819,0.9764385223388672,0.8844051361083984,0.8517724275588989,0.8103640675544739,0.769350528717041,0.7317104339599609,0.6907084584236145,0.6520192623138428,0.6546001434326172,0.6594314575195312,0.7011849880218506,0.7123740911483765,0.6426658630371094,0.6513990163803101,0.5941469669342041,0.5507805943489075,0.5538497567176819,0.5063437819480896,0.4828808307647705,0.4899097681045532,0.4926413893699646,0.5021044611930847,0.5149018168449402
2015-01-01 12:00:00,2015-01-01 15:00:00,0.9983077645301819,0.9996997714042664,0.999701201915741,0.9985108971595764,0.9999971985816956,0.9985811710357666,0.9966024160385132,0.9917846322059631,0.9848617315292358,0.9861565828323364,0.9907419085502625,0.9760380387306213,0.9992144107818604,0.9995771646499634,0.9981324672698975,0.9638952612876892,0.9495829939842224,0.9351970553398132,0.9231096506118774,0.9067268371582031,0.8988109230995178,0.9057468771934509,0.8970705270767212,0.967780590057373,0.9997130036354065,0.9986417889595032,0.9511104226112366,0.7600765824317932,0.6910480856895447,0.6668252348899841,0.6414580345153809,0.6332628726959229,0.6351604461669922,0.6865999698638916,0.7021997570991516,0.8450198769569397,0.9413270354270935,0.9037140607833862,0.6581435799598694,0.503217875957489,0.48675021529197693,0.45851385593414307,0.4464762508869171,0.446964293718338
2015-01-01 12:00:00,2015-01-01 18:00:00,0.9718682169914246,0.9700083136558533,0.9672645926475525,0.9654764533042908,0.9998840093612671,0.9673815965652466,0.9207015037536621,0.774883508682251,0.5685049891471863,0.6613622307777405,0.8936954140663147,0.926636815071106,0.9686681628227234,0.9726971387863159,0.9718682169914246,0.9999914765357971,0.9723283052444458,0.9558127522468567,0.9956753253936768,0.9377039670944214,0.8856022357940674,0.981930136680603,0.8286796808242798,0.9027206301689148,0.9611605405807495,0.9827620983123779,0.9981654286384583,0.9501972198486328,0.9449262619018555,0.9953346848487854,0.8726497292518616,0.8477088212966919,0.7473551034927368,0.6312583684921265,0.6360052824020386,0.7540212273597717,0.8381732106208801,0.85599285364151,0.9667435884475708,0.9986317157745361,0.9401259422302246,0.6840208768844604,0.6221204996109009,0.5504931807518005
2015-01-01 12:00:00,2015-01-01 21:00:00,0.9136998653411865,0.8810060024261475,0.8248041868209839,0.7855520844459534,0.7806336283683777,0.7753222584724426,0.8141777515411377,0.9783112406730652,0.9805508255958557,0.9623520374298096,0.937681257724762,0.8371660709381104,0.841759979724884,0.7986997961997986,0.7428515553474426,0.7455835938453674,0.7408400177955627,0.7376258373260498,0.8008280992507935,0.9569714069366455,0.9952881932258606,0.9989305138587952,0.6801797151565552,0.6883330941200256,0.6977694034576416,0.6742606163024902,0.6779776811599731,0.6816778182983398,0.680679440498352,0.6820765137672424,0.6892229318618774,0.7834380865097046,0.8032712936401367,0.4983203113079071,0.49749284982681274,0.5088047385215759,0.5164146423339844,0.5126734972000122,0.5168817043304443,0.5268843770027161,0.5368146300315857,0.5383095741271973,0.5489528775215149,0.5713164806365967
2015-01-01 12:00:00,2015-01-02 00:00:00,0.7606715559959412,0.72866290807724,0.6792763471603394,0.6471639275550842,0.635933518409729,0.6238344311714172,0.6443790793418884,0.7685365676879883,0.8686298727989197,0.8729453086853027,0.8589790463447571,0.6836917400360107,0.6770840883255005,0.6389407515525818,0.5938358902931213,0.5793701410293579,0.5686236619949341,0.559065580368042,0.5934793949127197,0.7061659693717957,0.7472479939460754,0.729129433631897,0.5470810532569885,0.5406161546707153,0.5350984930992126,0.5092554092407227,0.4932985305786133,0.477068692445755,0.4664286673069,0.459993839263916,0.4571768045425415,0.4906570017337799,0.4618092179298401,0.413327693939209,0.4111385643482208,0.4051787555217743,0.3980611562728882,0.38518574833869934,0.36797571182250977,0.3471083641052246,0.3303021490573883,0.32329490780830383,0.29460370540618896,0.26049789786338806
2015-01-01 12:00:00,2015-01-02 03:00:00,0.5886847376823425,0.5356920957565308,0.4547760784626007,0.40301579236984253,0.4252849519252777,0.44870123267173767,0.47224217653274536,0.5498636960983276,0.6229246854782104,0.6254612803459167,0.6115937232971191,0.5371951460838318,0.5265001058578491,0.46821820735931396,0.39991724491119385,0.4000496566295624,0.41993218660354614,0.43375030159950256,0.4542294144630432,0.5203422904014587,0.5479616522789001,0.53742516040802,0.44529396295547485,0.43629807233810425,0.42961469292640686,0.39524880051612854,0.3934868276119232,0.39171552658081055,0.39931532740592957,0.3968530595302582,0.39642277359962463,0.41942188143730164,0.4106294810771942,0.353768914937973,0.35301950573921204,0.3460890054702759,0.3396925926208496,0.33636409044265747,0.33453357219696045,0.32980746030807495,0.3240970969200134,0.3214758634567261,0.31232577562332153,0.3020831346511841
2015-01-01 12:00:00,2015-01-02 06:00:00,0.5336503386497498,0.522491455078125,0.5061867237091064,0.4960166811943054,0.49365437030792236,0.49113601446151733,0.4964865446090698,0.529478132724762,0.561670184135437,0.5573580265045166,0.5383915305137634,0.5017592906951904,0.49364691972732544,0.48069339990615845,0.4668095111846924,0.4603947401046753,0.45823752880096436,0.45553478598594666,0.4621754586696625,0.49048998951911926,0.49707087874412537,0.4814295768737793,0.44914308190345764,0.4410502016544342,0.4331512749195099,0.422475129365921,0.41548407077789307,0.4084174335002899,0.4044933319091797,0.4002803862094879,0.39698612689971924,0.4001554250717163,0.38491424918174744,0.3819393813610077,0.3795081079006195,0.37138062715530396,0.3641768991947174,0.3600739538669586,0.35283616185188293,0.34573331475257874,0.34007737040519714,0.3356899619102478,0.327658474445343,0.3136332333087921
2015-01-01 12:00:00,2015-01-02 09:00:00,0.5199602842330933,0.49372488260269165,0.4549357295036316,0.4305342137813568,0.4113597869873047,0.3907584547996521,0.3869975507259369,0.40769389271736145,0.4281673729419708,0.4284909665584564,0.42352551221847534,0.48383674025535583,0.47466644644737244,0.44554927945137024,0.4128000736236572,0.4021497964859009,0.38482004404067993,0.37156257033348083,0.3761823773384094,0.3936082720756531,0.39715811610221863,0.39050737023353577,0.42440521717071533,0.4151504933834076,0.40601646900177,0.38583824038505554,0.37570077180862427,0.3654821813106537,0.35502809286117554,0.35333046317100525,0.352185994386673,0.353577584028244,0.34351712465286255,0.3748632073402405,0.37122610211372375,0.3619336187839508,0.35308733582496643,0.3454572558403015,0.33513203263282776,0.32448410987854004,0.3179146647453308,0.3161608874797821,0.30912232398986816,0.2989864647388458
2015-01-01 12:00:00,2015-01-02 12:00:00,0.5206480622291565,0.5109599232673645,0.4968341886997223,0.48803719878196716,0.4838663935661316,0.4794188439846039,0.47869348526000977,0.4836089015007019,0.48850950598716736,0.48780328035354614,0.48480960726737976,0.49401015043258667,0.49065327644348145,0.48020410537719727,0.46830838918685913,0.4640185236930847,0.4602436125278473,0.4559486210346222,0.45353472232818604,0.45770344138145447,0.45551228523254395,0.45045605301856995,0.4504028558731079,0.44761979579925537,0.4454997479915619,0.43860068917274475,0.43418803811073303,0.4297339618206024,0.42509201169013977,0.4193482995033264,0.41384387016296387,0.410582959651947,0.40198999643325806,0.41157710552215576,0.4100854992866516,0.4079311788082123,0.40576326847076416,0.403070330619812,0.39855363965034485,0.3945285975933075,0.3900015950202942,0.3841395378112793,0.37748491764068604,0.3692469894886017
2015-01-01 18:00:00,2015-01-01 18:00:00,0.9718682169914246,0.9700083136558533,0.9672645926475525,0.9654764533042908,0.9998840093612671,0.9673815965652466,0.9207015037536621,0.774883508682251,0.5685049891471863,0.6613622307777405,0.8936954140663147,0.926636815071106,0.9686681628227234,0.9726971387863159,0.9718682169914246,0.9999914765357971,0.9723283052444458,0.9558127522468567,0.9956753253936768,0.9377039670944214,0.8856022357940674,0.981930136680603,0.8286796808242798,0.9027206301689148,0.9611605405807495,0.9827620983123779,0.9981654286384583,0.9501972198486328,0.9449262619018555,0.9953346848487854,0.8726497292518616,0.8477088212966919,0.7473551034927368,0.6312583684921265,0.6360052824020386,0.7540212273597717,0.8381732106208801,0.85599285364151,0.9667435884475708,0.9986317157745361,0.9401259422302246,0.6840208768844604,0.6221204996109009,0.5504931807518005
