emission_time,validate_time,"shts(-4.51,43.46)","shts(-4.385,43.46)","shts(-4.26,43.46)","shts(-4.135,43.46)","shts(-4.01,43.46)","shts(-3.885,43.46)","shts(-3.76,43.46)","shts(-3.635,43.46)","shts(-3.51,43.46)","shts(-3.385,43.46)","shts(-3.26,43.46)","shts(-4.51,43.585)","shts(-4.385,43.585)","shts(-4.26,43.585)","shts(-4.135,43.585)","shts(-4.01,43.585)","shts(-3.885,43.585)","shts(-3.76,43.585)","shts(-3.635,43.585)","shts(-3.51,43.585)","shts(-3.385,43.585)","shts(-3.26,43.585)","shts(-4.51,43.71)","shts(-4.385,43.71)","shts(-4.26,43.71)","shts(-4.135,43.71)","shts(-4.01,43.71)","shts(-3.885,43.71)","shts(-3.76,43.71)","shts(-3.635,43.71)","shts(-3.51,43.71)","shts(-3.385,43.71)","shts(-3.26,43.71)","shts(-4.51,43.835)","shts(-4.385,43.835)","shts(-4.26,43.835)","shts(-4.135,43.835)","shts(-4.01,43.835)","shts(-3.885,43.835)","shts(-3.76,43.835)","shts(-3.635,43.835)","shts(-3.51,43.835)","shts(-3.385,43.835)","shts(-3.26,43.835)"
2015-01-01 12:00:00,2015-01-01 12:00:00,0.2830660343170166,0.2826998233795166,0.28217339515686035,0.2818453311920166,0.2709200382232666,0.2592928409576416,0.25467705726623535,0.25304436683654785,0.2514040470123291,0.25542473793029785,0.26509881019592285,0.3416140079498291,0.3330385684967041,0.3308565616607666,0.33013176918029785,0.3161928653717041,0.3064577579498291,0.29830193519592285,0.2951967716217041,0.29384636878967285,0.29557061195373535,0.30219292640686035,0.42887139320373535,0.41881585121154785,0.40721917152404785,0.40029168128967285,0.38599419593811035,0.3717653751373291,0.36319756507873535,0.3592836856842041,0.35550713539123535,0.35770440101623535,0.36240410804748535,0.5043642520904541,0.49601006507873535,0.4844362735748291,0.4713289737701416,0.45298027992248535,0.4387819766998291,0.4271090030670166,0.4209597110748291,0.41712212562561035,0.41277337074279785,0.4147493839263916
2015-01-01 12:00:00,2015-01-01 15:00:00,0.3045862317085266,0.3110559582710266,0.3204095959663391,0.3261926770210266,0.3191888928413391,0.31173497438430786,0.3055780529975891,0.28750401735305786,0.26943761110305786,0.26937657594680786,0.27428990602493286,0.37489110231399536,0.3837030529975891,0.3917902112007141,0.39858800172805786,0.3634088635444641,0.35717564821243286,0.3506830334663391,0.34077244997024536,0.3256586194038391,0.3175714612007141,0.31934911012649536,0.48095494508743286,0.49006444215774536,0.4996393322944641,0.5028207898139954,0.46497899293899536,0.4272516369819641,0.4142511487007141,0.40693455934524536,0.39945775270462036,0.3924768567085266,0.39121800661087036,0.5620782971382141,0.5626962780952454,0.5722482800483704,0.5748193860054016,0.5454156994819641,0.5077570080757141,0.47978001832962036,0.46864110231399536,0.46140843629837036,0.45452672243118286,0.4516962170600891
2015-01-01 12:00:00,2015-01-01 18:00:00,0.34425461292266846,0.35072433948516846,0.36007797718048096,0.36586105823516846,0.37614548206329346,0.3870784044265747,0.3924494981765747,0.3994837999343872,0.4065028429031372,0.39212143421173096,0.3571864366531372,0.41577255725860596,0.4258052110671997,0.43399155139923096,0.44192612171173096,0.4500972032546997,0.45927536487579346,0.4580622911453247,0.43977463245391846,0.44567978382110596,0.43342697620391846,0.4038783311843872,0.525056004524231,0.535096287727356,0.545289158821106,0.554261326789856,0.5623332262039185,0.570527195930481,0.5656825304031372,0.5356684923171997,0.5068293809890747,0.4917536973953247,0.46191513538360596,0.6074000597000122,0.6097346544265747,0.619904637336731,0.6281977891921997,0.6304789781570435,0.6386348009109497,0.6358577013015747,0.6122370958328247,0.5823832750320435,0.5510493516921997,0.5205851793289185
2015-01-01 12:00:00,2015-01-01 21:00:00,0.3704538345336914,0.3745431900024414,0.3804636001586914,0.3841257095336914,0.3874063491821289,0.39089298248291016,0.39188480377197266,0.39029788970947266,0.38871097564697266,0.3881540298461914,0.38730716705322266,0.44200992584228516,0.44680118560791016,0.4514932632446289,0.4564218521118164,0.45650577545166016,0.45943546295166016,0.46146488189697266,0.46054935455322266,0.4592599868774414,0.4520120620727539,0.44597721099853516,0.5516061782836914,0.5556421279907227,0.5589990615844727,0.5627222061157227,0.5625467300415039,0.5624856948852539,0.5635690689086914,0.5628976821899414,0.5623102188110352,0.5541315078735352,0.5411310195922852,0.6368494033813477,0.6326761245727539,0.6360254287719727,0.6375131607055664,0.6326379776000977,0.6325693130493164,0.6267023086547852,0.6191949844360352,0.6185922622680664,0.6072320938110352,0.5930414199829102
2015-01-01 12:00:00,2015-01-02 00:00:00,0.3878275752067566,0.38943737745285034,0.39175671339035034,0.3931986689567566,0.3918558955192566,0.39042919874191284,0.38911694288253784,0.3849436640739441,0.38077038526535034,0.3801676630973816,0.3799540400505066,0.46231335401535034,0.46342724561691284,0.46499890089035034,0.46696728467941284,0.4660899043083191,0.46490734815597534,0.46357983350753784,0.4611155390739441,0.45765942335128784,0.45564526319503784,0.4552561640739441,0.5747858881950378,0.5751215815544128,0.5747324824333191,0.5754038691520691,0.5745646357536316,0.5738474726676941,0.5725352168083191,0.5706278681755066,0.5687815546989441,0.5669810175895691,0.5663706660270691,0.6624018549919128,0.6563822627067566,0.6559931635856628,0.6547877192497253,0.6509959101676941,0.6502634882926941,0.6486155390739441,0.6461893916130066,0.6443735957145691,0.6421076655387878,0.6409708857536316
2015-01-01 12:00:00,2015-01-02 03:00:00,0.4128236770629883,0.4218111038208008,0.4348115921020508,0.4428529739379883,0.43401050567626953,0.42461109161376953,0.41840076446533203,0.40392017364501953,0.3894472122192383,0.38724231719970703,0.38623523712158203,0.4863710403442383,0.48816394805908203,0.4973878860473633,0.508030891418457,0.5049715042114258,0.4970979690551758,0.49007129669189453,0.48279285430908203,0.4707002639770508,0.46300220489501953,0.4610109329223633,0.597844123840332,0.5988283157348633,0.5990495681762695,0.6037263870239258,0.6011323928833008,0.5986452102661133,0.5929765701293945,0.588109016418457,0.5831422805786133,0.5761232376098633,0.572697639465332,0.6860170364379883,0.678868293762207,0.6790895462036133,0.6781511306762695,0.6730318069458008,0.670536994934082,0.6669435501098633,0.6619539260864258,0.6571931838989258,0.6516923904418945,0.6475648880004883
2015-01-01 12:00:00,2015-01-02 06:00:00,0.4653301239013672,0.46605491638183594,0.4671154022216797,0.4677715301513672,0.45932579040527344,0.45033836364746094,0.4432506561279297,0.4232158660888672,0.4031963348388672,0.4022045135498047,0.4055309295654297,0.5520153045654297,0.5496425628662109,0.5497646331787109,0.5505199432373047,0.5420589447021484,0.5345439910888672,0.5262813568115234,0.5136623382568359,0.4969310760498047,0.48389244079589844,0.48137474060058594,0.6810588836669922,0.6778850555419922,0.6739635467529297,0.6717128753662109,0.6631908416748047,0.6547985076904297,0.6460857391357422,0.6355648040771484,0.6249904632568359,0.6125316619873047,0.6031017303466797,0.7717876434326172,0.7612667083740234,0.7573528289794922,0.7525615692138672,0.7439785003662109,0.7355861663818359,0.7265605926513672,0.7163677215576172,0.7059688568115234,0.6950893402099609,0.6851940155029297
2015-01-01 12:00:00,2015-01-02 09:00:00,0.5639927387237549,0.5707142353057861,0.5804417133331299,0.5864536762237549,0.5791065692901611,0.5712864398956299,0.5637180805206299,0.5388767719268799,0.5140507221221924,0.5138294696807861,0.5202763080596924,0.6756489276885986,0.6682026386260986,0.6734287738800049,0.6810963153839111,0.6658070087432861,0.6592609882354736,0.6489078998565674,0.6278736591339111,0.6071064472198486,0.5898640155792236,0.5869495868682861,0.8417713642120361,0.8327534198760986,0.8221714496612549,0.8193256855010986,0.8032505512237549,0.7873203754425049,0.7737782001495361,0.7527134418487549,0.7317936420440674,0.7151081562042236,0.7013065814971924,0.9628651142120361,0.9392063617706299,0.9286472797393799,0.9156467914581299,0.8941242694854736,0.8782093524932861,0.8583500385284424,0.8351185321807861,0.8141987323760986,0.7944843769073486,0.7791874408721924
2015-01-01 12:00:00,2015-01-02 12:00:00,0.7204258441925049,0.7258427143096924,0.7336552143096924,0.7384922504425049,0.7228977680206299,0.7063114643096924,0.6944859027862549,0.6642429828643799,0.6340305805206299,0.6316349506378174,0.6345951557159424,0.8461430072784424,0.8393833637237549,0.8432743549346924,0.8494694232940674,0.8356144428253174,0.8217289447784424,0.8081333637237549,0.7909977436065674,0.7657291889190674,0.7476017475128174,0.7441532611846924,1.0341770648956299,1.0255405902862549,1.0150578022003174,1.0118381977081299,0.9980289936065674,0.9844028949737549,0.9709293842315674,0.9578678607940674,0.9446232318878174,0.9276249408721924,0.9164555072784424,1.1749393939971924,1.1536991596221924,1.1432316303253174,1.1305058002471924,1.1102726459503174,1.0966465473175049,1.0792973041534424,1.0613682270050049,1.0484745502471924,1.0302555561065674,1.0162327289581299
2015-01-01 18:00:00,2015-01-01 18:00:00,0.34425461292266846,0.35072433948516846,0.36007797718048096,0.36586105823516846,0.37614548206329346,0.3870784044265747,0.3924494981765747,0.3994837999343872,0.4065028429031372,0.39212143421173096,0.3571864366531372,0.41577255725860596,0.4258052110671997,0.43399155139923096,0.44192612171173096,0.4500972032546997,0.45927536487579346,0.4580622911453247,0.43977463245391846,0.44567978382110596,0.43342697620391846,0.4038783311843872,0.525056004524231,0.535096287727356,0.545289158821106,0.554261326789856,0.5623332262039185,0.570527195930481,0.5656825304031372,0.5356684923171997,0.5068293809890747,0.4917536973953247,0.46191513538360596,0.6074000597000122,0.6097346544265747,0.619904637336731,0.6281977891921997,0.6304789781570435,0.6386348009109497,0.6358577013015747,0.6122370958328247,0.5823832750320435,0.5510493516921997,0.5205851793289185
