emission_time,validate_time,"dwi_cos(-4.51,43.46)","dwi_cos(-4.385,43.46)","dwi_cos(-4.26,43.46)","dwi_cos(-4.135,43.46)","dwi_cos(-4.01,43.46)","dwi_cos(-3.885,43.46)","dwi_cos(-3.76,43.46)","dwi_cos(-3.635,43.46)","dwi_cos(-3.51,43.46)","dwi_cos(-3.385,43.46)","dwi_cos(-3.26,43.46)","dwi_cos(-4.51,43.585)","dwi_cos(-4.385,43.585)","dwi_cos(-4.26,43.585)","dwi_cos(-4.135,43.585)","dwi_cos(-4.01,43.585)","dwi_cos(-3.885,43.585)","dwi_cos(-3.76,43.585)","dwi_cos(-3.635,43.585)","dwi_cos(-3.51,43.585)","dwi_cos(-3.385,43.585)","dwi_cos(-3.26,43.585)","dwi_cos(-4.51,43.71)","dwi_cos(-4.385,43.71)","dwi_cos(-4.26,43.71)","dwi_cos(-4.135,43.71)","dwi_cos(-4.01,43.71)","dwi_cos(-3.885,43.71)","dwi_cos(-3.76,43.71)","dwi_cos(-3.635,43.71)","dwi_cos(-3.51,43.71)","dwi_cos(-3.385,43.71)","dwi_cos(-3.26,43.71)","dwi_cos(-4.51,43.835)","dwi_cos(-4.385,43.835)","dwi_cos(-4.26,43.835)","dwi_cos(-4.135,43.835)","dwi_cos(-4.01,43.835)","dwi_cos(-3.885,43.835)","dwi_cos(-3.76,43.835)","dwi_cos(-3.635,43.835)","dwi_cos(-3.51,43.835)","dwi_cos(-3.385,43.835)","dwi_cos(-3.26,43.835)"
2015-01-01 12:00:00,2015-01-01 12:00:00,0.49265366792678833,0.39519041776657104,0.24391447007656097,0.14861032366752625,0.11065445095300674,0.07008828967809677,0.04163582623004913,-0.03000159189105034,-0.10143416374921799,-0.1537485420703888,-0.2532581090927124,0.2976078391075134,0.2813098728656769,0.17092016339302063,0.04212963581085205,0.015825163573026657,-0.018619457259774208,-0.052497368305921555,-0.09446264803409576,-0.15442216396331787,-0.20413373410701752,-0.26905250549316406,-0.09712634980678558,-0.09049136191606522,-0.06967965513467789,-0.11791796237230301,-0.14366941154003143,-0.16955925524234772,-0.20077873766422272,-0.23343680799007416,-0.2668027877807617,-0.3133982717990875,-0.35311904549598694,-0.24100370705127716,-0.26662206649780273,-0.24698713421821594,-0.23676662147045135,-0.2648804187774658,-0.2899010479450226,-0.31490305066108704,-0.3431648015975952,-0.37439292669296265,-0.4001472592353821,-0.4339151978492737
2015-01-01 12:00:00,2015-01-01 15:00:00,0.44484782218933105,0.20950406789779663,-0.18351693451404572,-0.3952522277832031,-0.25741061568260193,-0.10340061783790588,-0.05164605751633644,-0.07833106070756912,-0.10494320839643478,-0.11866240948438644,-0.14260651171207428,0.23598907887935638,0.19036611914634705,-0.08967631310224533,-0.3787190914154053,-0.32821741700172424,-0.20228101313114166,-0.11061970889568329,-0.12502321600914001,-0.1472778171300888,-0.17316918075084686,-0.19722071290016174,-0.19620127975940704,-0.2180279642343521,-0.22784747183322906,-0.3515874743461609,-0.3074356019496918,-0.2624633014202118,-0.20097889006137848,-0.21140259504318237,-0.22225096821784973,-0.24827489256858826,-0.2772994339466095,-0.4080670475959778,-0.3780880272388458,-0.3870483636856079,-0.39020490646362305,-0.3635254502296448,-0.319622665643692,-0.3029070794582367,-0.3189442753791809,-0.32913488149642944,-0.34962403774261475,-0.3771410584449768
2015-01-01 12:00:00,2015-01-01 18:00:00,0.45793616771698,0.32679468393325806,0.12072087824344635,-0.006202169228345156,-0.016564076766371727,-0.027605829760432243,-0.06165881082415581,-0.9985901117324829,-0.2975198030471802,-0.28290557861328125,-0.2894381582736969,0.6449280977249146,0.8022736310958862,0.7242956757545471,0.4714585244655609,-0.3831227421760559,-0.40380552411079407,-0.4011842906475067,-0.8319606781005859,-0.3761880397796631,-0.30506089329719543,-0.3203434646129608,0.8436488509178162,0.9806123375892639,0.9260295033454895,0.7574302554130554,0.2425154596567154,-0.4135158061981201,-0.48749226331710815,-0.43696290254592896,-0.37833479046821594,-0.32292571663856506,-0.3509114384651184,0.9650205969810486,0.9984492063522339,0.6071901917457581,0.3202108144760132,0.2010360211133957,-0.27426254749298096,-0.454781711101532,-0.41636922955513,-0.3797227740287781,-0.3840074837207794,-0.4110313355922699
2015-01-01 12:00:00,2015-01-01 21:00:00,0.460523396730423,0.07205133885145187,-0.9998550415039062,-0.9503322839736938,-0.9060987234115601,-0.8442601561546326,-0.8042924404144287,-0.7223992347717285,-0.6289359927177429,-0.7000211477279663,-0.8637924194335938,0.1562153697013855,0.12503200769424438,-0.999980628490448,-0.9015774726867676,-0.9219568371772766,-0.8749416470527649,-0.8556095361709595,-0.8895704746246338,-0.8347407579421997,-0.8499841690063477,-0.9482748508453369,-0.8099275827407837,-0.8146594762802124,-0.8134319186210632,-0.8028722405433655,-0.8402912020683289,-0.8737837076187134,-0.8830994367599487,-0.9453796744346619,-0.9834870100021362,-0.9952163696289062,-0.9914382100105286,-0.7324568629264832,-0.8358278870582581,-0.8350410461425781,-0.8483999967575073,-0.9064444899559021,-0.932716429233551,-0.9553780555725098,-0.9836224317550659,-0.9997372627258301,-0.9970089197158813,-0.9682883620262146
2015-01-01 12:00:00,2015-01-02 00:00:00,-0.1906450241804123,-0.157346710562706,-0.10880248993635178,-0.07870012521743774,-0.11276620626449585,-0.14889127016067505,-0.16178849339485168,-0.15956799685955048,-0.157346710562706,-0.3131994605064392,-0.6721169352531433,-0.11662677675485611,-0.016023892909288406,0.0347258485853672,0.07509119808673859,0.06832471489906311,0.03758738189935684,-0.006752904504537582,-0.059690725058317184,-0.057750966399908066,-0.174725741147995,-0.4451330006122589,0.0438544824719429,0.14355671405792236,0.24258027970790863,0.3008328378200531,0.29644089937210083,0.292270690202713,0.2511688768863678,0.17025338113307953,0.09197380393743515,-0.04243052378296852,-0.278883159160614,0.11062536388635635,0.16484257578849792,0.26177796721458435,0.3471691608428955,0.3818930983543396,0.37785667181015015,0.3297520875930786,0.23377373814582825,0.15387196838855743,-0.05781903862953186,-0.3193759322166443
2015-01-01 12:00:00,2015-01-02 03:00:00,-0.010067757219076157,-0.2132050096988678,-0.5044025182723999,-0.6525365114212036,-0.6404697895050049,-0.6274601221084595,-0.6005581021308899,-0.4735253155231476,-0.3360344469547272,-0.39398738741874695,-0.559739887714386,0.1157989427447319,0.05099659785628319,-0.164605513215065,-0.41608425974845886,-0.4760453999042511,-0.46328550577163696,-0.4577631950378418,-0.42979899048805237,-0.31116726994514465,-0.2837655246257782,-0.39212220907211304,0.25002220273017883,0.19325631856918335,0.1435317099094391,0.009737350046634674,-0.07338927686214447,-0.15407216548919678,-0.17075516283512115,-0.1882098913192749,-0.20121635496616364,-0.1892644315958023,-0.251530259847641,0.29195281863212585,0.2735280692577362,0.22493959963321686,0.1815701127052307,0.14734263718128204,0.06845268607139587,0.014134425669908524,-0.0042729126289486885,-0.021468885242938995,-0.11731202900409698,-0.20146669447422028
2015-01-01 12:00:00,2015-01-02 06:00:00,-0.7722119092941284,-0.7866994142532349,-0.8069301247596741,-0.8189780712127686,-0.745446503162384,-0.655199408531189,-0.5881877541542053,-0.40025243163108826,-0.19430790841579437,-0.1812666952610016,-0.20854853093624115,-0.5555307865142822,-0.6188290119171143,-0.6419283151626587,-0.6634392142295837,-0.6703609824180603,-0.5859388113021851,-0.5124527812004089,-0.43532341718673706,-0.26441583037376404,-0.14153902232646942,-0.12229552865028381,-0.2356356531381607,-0.29252195358276367,-0.3297746181488037,-0.3581483066082001,-0.37884098291397095,-0.39890873432159424,-0.34915655851364136,-0.30963608622550964,-0.26528671383857727,-0.1506776213645935,-0.07526757568120956,-0.04784519970417023,-0.061153843998909,-0.09932657331228256,-0.13520899415016174,-0.16015686094760895,-0.18123292922973633,-0.20628055930137634,-0.2024432271718979,-0.1614520400762558,-0.135310098528862,-0.07667826116085052
2015-01-01 12:00:00,2015-01-02 09:00:00,-0.7353319525718689,-0.7098170518875122,-0.6711586713790894,-0.6463230848312378,-0.5694827437400818,-0.4815315306186676,-0.4165429472923279,-0.2369459569454193,-0.049345459789037704,-0.06365663558244705,-0.14806747436523438,-0.43060824275016785,-0.46195006370544434,-0.42398202419281006,-0.3823104202747345,-0.398894727230072,-0.3142209053039551,-0.25862646102905273,-0.2213842272758484,-0.06207476928830147,0.029016723856329918,0.0012388344621285796,0.08176678419113159,0.07530992478132248,0.08715051412582397,0.10238699615001678,0.0694621205329895,0.03722761943936348,0.05428792163729668,0.03039703518152237,0.012214845977723598,0.09193772077560425,0.12078146636486053,0.25354188680648804,0.2625160813331604,0.2732391059398651,0.2835524380207062,0.2823916971683502,0.25248637795448303,0.23486541211605072,0.2237500101327896,0.20104916393756866,0.185346320271492,0.20205098390579224
2015-01-01 12:00:00,2015-01-02 12:00:00,-0.9348299503326416,-0.8901499509811401,-0.8051475882530212,-0.743025004863739,-0.664755642414093,-0.5721165537834167,-0.5151768326759338,-0.3971462845802307,-0.27231791615486145,-0.24895231425762177,-0.2306184470653534,-0.7657320499420166,-0.8280403017997742,-0.7562227249145508,-0.663124144077301,-0.5965411067008972,-0.512866735458374,-0.4255434274673462,-0.32575348019599915,-0.21726323664188385,-0.13261285424232483,-0.09617649018764496,-0.5251048803329468,-0.5808627605438232,-0.5796685814857483,-0.5249015092849731,-0.4494817554950714,-0.3694729804992676,-0.2786097526550293,-0.17474733293056488,-0.06763962656259537,0.013234240934252739,0.07809358090162277,-0.40192756056785583,-0.3681419789791107,-0.36677873134613037,-0.3553985059261322,-0.2939278781414032,-0.20930349826812744,-0.14064964652061462,-0.06417009234428406,0.04209515079855919,0.1025027334690094,0.15863074362277985
2015-01-01 18:00:00,2015-01-01 18:00:00,0.45793616771698,0.32679468393325806,0.12072087824344635,-0.006202169228345156,-0.016564076766371727,-0.027605829760432243,-0.06165881082415581,-0.9985901117324829,-0.2975198030471802,-0.28290557861328125,-0.2894381582736969,0.6449280977249146,0.8022736310958862,0.7242956757545471,0.4714585244655609,-0.3831227421760559,-0.40380552411079407,-0.4011842906475067,-0.8319606781005859,-0.3761880397796631,-0.30506089329719543,-0.3203434646129608,0.8436488509178162,0.9806123375892639,0.9260295033454895,0.7574302554130554,0.2425154596567154,-0.4135158061981201,-0.48749226331710815,-0.43696290254592896,-0.37833479046821594,-0.32292571663856506,-0.3509114384651184,0.9650205969810486,0.9984492063522339,0.6071901917457581,0.3202108144760132,0.2010360211133957,-0.27426254749298096,-0.454781711101532,-0.41636922955513,-0.3797227740287781,-0.3840074837207794,-0.4110313355922699
