emission_time,validate_time,"mdts_sin(-4.51,43.46)","mdts_sin(-4.385,43.46)","mdts_sin(-4.26,43.46)","mdts_sin(-4.135,43.46)","mdts_sin(-4.01,43.46)","mdts_sin(-3.885,43.46)","mdts_sin(-3.76,43.46)","mdts_sin(-3.635,43.46)","mdts_sin(-3.51,43.46)","mdts_sin(-3.385,43.46)","mdts_sin(-3.26,43.46)","mdts_sin(-4.51,43.585)","mdts_sin(-4.385,43.585)","mdts_sin(-4.26,43.585)","mdts_sin(-4.135,43.585)","mdts_sin(-4.01,43.585)","mdts_sin(-3.885,43.585)","mdts_sin(-3.76,43.585)","mdts_sin(-3.635,43.585)","mdts_sin(-3.51,43.585)","mdts_sin(-3.385,43.585)","mdts_sin(-3.26,43.585)","mdts_sin(-4.51,43.71)","mdts_sin(-4.385,43.71)","mdts_sin(-4.26,43.71)","mdts_sin(-4.135,43.71)","mdts_sin(-4.01,43.71)","mdts_sin(-3.885,43.71)","mdts_sin(-3.76,43.71)","mdts_sin(-3.635,43.71)","mdts_sin(-3.51,43.71)","mdts_sin(-3.385,43.71)","mdts_sin(-3.26,43.71)","mdts_sin(-4.51,43.835)","mdts_sin(-4.385,43.835)","mdts_sin(-4.26,43.835)","mdts_sin(-4.135,43.835)","mdts_sin(-4.01,43.835)","mdts_sin(-3.885,43.835)","mdts_sin(-3.76,43.835)","mdts_sin(-3.635,43.835)","mdts_sin(-3.51,43.835)","mdts_sin(-3.385,43.835)","mdts_sin(-3.26,43.835)"
2015-01-01 12:00:00,2015-01-01 12:00:00,0.20295250415802002,0.1379357874393463,0.042507417500019073,-0.016384169459342957,-0.14445920288562775,-0.27906522154808044,-0.2968232333660126,-0.1283852756023407,0.043461013585329056,0.09582368284463882,0.1687900871038437,-0.061479222029447556,-0.1144445464015007,-0.19644956290721893,-0.27579012513160706,-0.3299693465232849,-0.4421863555908203,-0.5155248641967773,-0.4735797643661499,-0.3374243676662445,-0.2568644881248474,-0.21579575538635254,-0.46671992540359497,-0.5239119529724121,-0.5859266519546509,-0.6388269066810608,-0.6816155910491943,-0.7231333255767822,-0.7582023739814758,-0.7559753060340881,-0.7517646551132202,-0.7129794359207153,-0.7017999291419983,-0.7661466002464294,-0.7587353587150574,-0.8043565154075623,-0.8346500992774963,-0.8326166272163391,-0.8623316884040833,-0.8756861090660095,-0.8717731237411499,-0.8702324032783508,-0.8648069500923157,-0.8572492003440857
2015-01-01 12:00:00,2015-01-01 15:00:00,-0.058152101933956146,-0.024502987042069435,0.024443369358778,0.05455290898680687,0.0023564803414046764,-0.053250689059495926,-0.08236253261566162,-0.12791898846626282,-0.1733417809009552,-0.1658167988061905,-0.13575875759124756,-0.2176000475883484,-0.03963034600019455,0.029077734798192978,0.061086930334568024,-0.26628175377845764,-0.3135158121585846,-0.35412776470184326,-0.38453686237335205,-0.4217184782028198,-0.4383365213871002,-0.42381906509399414,-0.44188734889030457,-0.2517949640750885,-0.023957645520567894,0.05210203304886818,-0.3088509738445282,-0.6498335003852844,-0.722808837890625,-0.7452141046524048,-0.7671581506729126,-0.7739367485046387,-0.7723802328109741,-0.727035403251648,-0.7119799852371216,-0.5347349047660828,-0.33749574422836304,-0.4281366169452667,-0.7528923749923706,-0.8641595840454102,-0.8735412359237671,-0.888687252998352,-0.8947954773902893,-0.8945518136024475
2015-01-01 12:00:00,2015-01-01 18:00:00,-0.2355252057313919,-0.2430718094110489,-0.25377002358436584,-0.260490357875824,-0.015228938311338425,0.25332361459732056,0.390267550945282,0.6321040391921997,0.8226798176765442,0.7500666379928589,0.44867411255836487,-0.37595775723457336,-0.24835865199565887,-0.2320781797170639,-0.2355252057313919,0.004132469650357962,0.23361864686012268,0.2939760982990265,0.09290102869272232,0.34743526577949524,0.46444445848464966,0.18924367427825928,-0.5597231388092041,-0.4302271604537964,-0.27598994970321655,-0.18487471342086792,0.060545921325683594,0.31164923310279846,0.32728323340415955,-0.09648246318101883,-0.488346666097641,-0.530461847782135,-0.6644248366355896,-0.775572657585144,-0.7716847062110901,-0.6568500995635986,-0.5454041361808777,-0.516987681388855,-0.2557477056980133,-0.0522940568625927,-0.3408272862434387,-0.7294624447822571,-0.7829214930534363,-0.8348396420478821
2015-01-01 12:00:00,2015-01-01 21:00:00,-0.4063897132873535,-0.47310513257980347,-0.5654184818267822,-0.6187955141067505,-0.6249889135360718,-0.6315658688545227,-0.5806156992912292,-0.2071402370929718,0.19626528024673462,0.27180615067481995,0.3474965989589691,-0.5469487309455872,-0.5398520231246948,-0.601729691028595,-0.6694561839103699,-0.6664120554924011,-0.6716815233230591,-0.675209641456604,-0.5988942980766296,-0.2901821732521057,-0.09696086496114731,-0.04623701423406601,-0.7330453991889954,-0.7253947257995605,-0.7163224816322327,-0.7384935021400452,-0.7350825071334839,-0.7316524386405945,-0.7325814366340637,-0.7312808036804199,-0.7245493531227112,-0.6214697957038879,-0.5956133008003235,-0.8669930100440979,-0.8674680590629578,-0.8608819246292114,-0.8563386797904968,-0.8585836291313171,-0.856056809425354,-0.8499369621276855,-0.8437002301216125,-0.8427472114562988,-0.8358532786369324,-0.8207298517227173
2015-01-01 12:00:00,2015-01-02 00:00:00,-0.6491369605064392,-0.6848725080490112,-0.7338826060295105,-0.762350857257843,-0.7717438340187073,-0.7815565466880798,-0.7647061944007874,-0.6398058533668518,-0.4954616129398346,-0.4878180921077728,-0.5120107531547546,-0.7297708988189697,-0.735905647277832,-0.7692559361457825,-0.8045861721038818,-0.815064549446106,-0.8225978016853333,-0.8291234374046326,-0.8048492074012756,-0.7080463171005249,-0.6645452976226807,-0.6843758225440979,-0.837079644203186,-0.8412693738937378,-0.8447896838188171,-0.8606154322624207,-0.869860053062439,-0.8788660168647766,-0.8845587968826294,-0.8879221081733704,-0.8893758654594421,-0.8713527917861938,-0.8869792819023132,-0.9105823636054993,-0.9115728735923767,-0.9142374992370605,-0.9173588752746582,-0.9228390455245972,-0.9298353791236877,-0.9378250241279602,-0.943875253200531,-0.9462982416152954,-0.9556195139884949,-0.9654744267463684
2015-01-01 12:00:00,2015-01-02 03:00:00,-0.8083627223968506,-0.8444133996963501,-0.8906058073043823,-0.9151930212974548,-0.9050595164299011,-0.8936818242073059,-0.8814688324928284,-0.835254430770874,-0.7822818160057068,-0.7802551984786987,-0.7911719679832458,-0.8434579968452454,-0.8501750230789185,-0.883612871170044,-0.9165512323379517,-0.9164934754371643,-0.9075554609298706,-0.9010331034660339,-0.8908847570419312,-0.8539577722549438,-0.8365034461021423,-0.8433114290237427,-0.8953844308853149,-0.8998022079467773,-0.9030122756958008,-0.9185740947723389,-0.9193302392959595,-0.9200863838195801,-0.9168136715888977,-0.9178821444511414,-0.9180680513381958,-0.9077914357185364,-0.9118022918701172,-0.9353328347206116,-0.9356159567832947,-0.9382016658782959,-0.9405364990234375,-0.9417320489883423,-0.9423838257789612,-0.9440482258796692,-0.9460238218307495,-0.9469177722930908,-0.9499750733375549,-0.953281581401825
2015-01-01 12:00:00,2015-01-02 06:00:00,-0.8457052111625671,-0.8526445627212524,-0.8624238967895508,-0.8683130145072937,-0.8696581721305847,-0.8710829019546509,-0.8680444359779358,-0.8483235836029053,-0.8273612260818481,-0.8302722573280334,-0.8426948189735413,-0.8650072813034058,-0.8696624040603638,-0.8768887519836426,-0.8843578696250916,-0.8877143263816833,-0.88882976770401,-0.8902179598808289,-0.8867884874343872,-0.8714468479156494,-0.8677099347114563,-0.8764848113059998,-0.8934598565101624,-0.8974824547767639,-0.9013212323188782,-0.9063745141029358,-0.9096004366874695,-0.9127952456474304,-0.9145409464836121,-0.9163927435874939,-0.9178246259689331,-0.9164472818374634,-0.9229523539543152,-0.9241873621940613,-0.925188422203064,-0.9284806847572327,-0.9313297867774963,-0.9329237341880798,-0.9356850981712341,-0.9383327960968018,-0.9403974413871765,-0.941972553730011,-0.9447962641716003,-0.9495441913604736
2015-01-01 12:00:00,2015-01-02 09:00:00,-0.854190468788147,-0.8696181774139404,-0.8905242681503296,-0.9025742411613464,-0.9114730358123779,-0.9204932451248169,-0.9220807552337646,-0.9131186604499817,-0.9036994576454163,-0.9035460948944092,-0.9058842062950134,-0.8751582503318787,-0.8801657557487488,-0.8952574133872986,-0.9108216762542725,-0.9155738949775696,-0.9229916334152222,-0.9284079074859619,-0.9265456199645996,-0.9192782640457153,-0.9177501797676086,-0.9205998182296753,-0.9054723978042603,-0.9097527265548706,-0.9138657450675964,-0.9225664138793945,-0.9267410039901733,-0.9308183193206787,-0.9348556399345398,-0.9354985952377319,-0.9359300136566162,-0.9354051947593689,-0.9391463994979858,-0.9270801544189453,-0.9285424947738647,-0.9322038888931274,-0.935590386390686,-0.9384344816207886,-0.9421711564064026,-0.9458911418914795,-0.9481193423271179,-0.9487056136131287,-0.9510222673416138,-0.9542573690414429
2015-01-01 12:00:00,2015-01-02 12:00:00,-0.8537713885307312,-0.85960453748703,-0.8678454756736755,-0.8728228211402893,-0.8751418590545654,-0.8775862455368042,-0.8779820799827576,-0.8752841949462891,-0.87255859375,-0.8729535937309265,-0.874619722366333,-0.8694561719894409,-0.871354877948761,-0.8771567940711975,-0.8835650682449341,-0.885825514793396,-0.8877926468849182,-0.8900060653686523,-0.8912386298179626,-0.8891049027442932,-0.8902294635772705,-0.8927986025810242,-0.8928254246711731,-0.8942239880561829,-0.8952820301055908,-0.8986820578575134,-0.9008222818374634,-0.9029555320739746,-0.9051501154899597,-0.9078254103660583,-0.9103478789329529,-0.9118232131004333,-0.9156440496444702,-0.9113749265670776,-0.9120470881462097,-0.913012683391571,-0.9139782190322876,-0.9151690006256104,-0.9171450138092041,-0.9188836812973022,-0.9208141565322876,-0.9232750535011292,-0.9260157346725464,-0.9293313026428223
2015-01-01 18:00:00,2015-01-01 18:00:00,-0.2355252057313919,-0.2430718094110489,-0.25377002358436584,-0.260490357875824,-0.015228938311338425,0.25332361459732056,0.390267550945282,0.6321040391921997,0.8226798176765442,0.7500666379928589,0.44867411255836487,-0.37595775723457336,-0.24835865199565887,-0.2320781797170639,-0.2355252057313919,0.004132469650357962,0.23361864686012268,0.2939760982990265,0.09290102869272232,0.34743526577949524,0.46444445848464966,0.18924367427825928,-0.5597231388092041,-0.4302271604537964,-0.27598994970321655,-0.18487471342086792,0.060545921325683594,0.31164923310279846,0.32728323340415955,-0.09648246318101883,-0.488346666097641,-0.530461847782135,-0.6644248366355896,-0.775572657585144,-0.7716847062110901,-0.6568500995635986,-0.5454041361808777,-0.516987681388855,-0.2557477056980133,-0.0522940568625927,-0.3408272862434387,-0.7294624447822571,-0.7829214930534363,-0.8348396420478821
