emission_time,validate_time,"wind(-4.51,43.46)","wind(-4.385,43.46)","wind(-4.26,43.46)","wind(-4.135,43.46)","wind(-4.01,43.46)","wind(-3.885,43.46)","wind(-3.76,43.46)","wind(-3.635,43.46)","wind(-3.51,43.46)","wind(-3.385,43.46)","wind(-3.26,43.46)","wind(-4.51,43.585)","wind(-4.385,43.585)","wind(-4.26,43.585)","wind(-4.135,43.585)","wind(-4.01,43.585)","wind(-3.885,43.585)","wind(-3.76,43.585)","wind(-3.635,43.585)","wind(-3.51,43.585)","wind(-3.385,43.585)","wind(-3.26,43.585)","wind(-4.51,43.71)","wind(-4.385,43.71)","wind(-4.26,43.71)","wind(-4.135,43.71)","wind(-4.01,43.71)","wind(-3.885,43.71)","wind(-3.76,43.71)","wind(-3.635,43.71)","wind(-3.51,43.71)","wind(-3.385,43.71)","wind(-3.26,43.71)","wind(-4.51,43.835)","wind(-4.385,43.835)","wind(-4.26,43.835)","wind(-4.135,43.835)","wind(-4.01,43.835)","wind(-3.885,43.835)","wind(-3.76,43.835)","wind(-3.635,43.835)","wind(-3.51,43.835)","wind(-3.385,43.835)","wind(-3.26,43.835)"
2015-01-01 12:00:00,2015-01-01 12:00:00,2.0,2.0,3.0185546875,3.0185546875,3.0185546875,4.423828125,4.423828125,4.423828125,5.03271484375,5.03271484375,4.44677734375,2.0,2.0,3.0185546875,3.0185546875,3.0185546875,4.423828125,4.423828125,4.423828125,5.03271484375,5.03271484375,4.44677734375,3.5166015625,3.5166015625,4.724609375,4.724609375,4.724609375,5.79638671875,5.79638671875,5.79638671875,6.06494140625,6.06494140625,5.44921875,3.5166015625,3.5166015625,4.724609375,4.724609375,4.724609375,5.79638671875,5.79638671875,5.79638671875,6.06494140625,6.06494140625,5.44921875
2015-01-01 12:00:00,2015-01-01 15:00:00,2.0,2.0,2.0,2.0,2.0,4.802734375,4.802734375,4.802734375,5.78466796875,5.78466796875,4.9462890625,2.0,2.0,2.0,2.0,2.0,4.802734375,4.802734375,4.802734375,5.78466796875,5.78466796875,4.9462890625,2.595703125,2.595703125,3.92578125,3.92578125,3.92578125,5.95458984375,5.95458984375,5.95458984375,6.0771484375,6.0771484375,5.40673828125,2.595703125,2.595703125,3.92578125,3.92578125,3.92578125,5.95458984375,5.95458984375,5.95458984375,6.0771484375,6.0771484375,5.40673828125
2015-01-01 12:00:00,2015-01-01 18:00:00,2.55810546875,2.55810546875,2.93310546875,2.93310546875,2.93310546875,2.0,2.0,2.0,3.310546875,3.310546875,4.482421875,2.55810546875,2.55810546875,2.93310546875,2.93310546875,2.93310546875,2.0,2.0,2.0,3.310546875,3.310546875,4.482421875,2.0,2.0,2.0,2.0,2.0,2.3671875,2.3671875,2.3671875,4.94287109375,4.94287109375,5.50830078125,2.0,2.0,2.0,2.0,2.0,2.3671875,2.3671875,2.3671875,4.94287109375,4.94287109375,5.50830078125
2015-01-01 12:00:00,2015-01-01 21:00:00,2.0,2.0,2.4541015625,2.4541015625,2.4541015625,3.046875,3.046875,3.046875,2.34716796875,2.34716796875,2.47412109375,2.0,2.0,2.4541015625,2.4541015625,2.4541015625,3.046875,3.046875,3.046875,2.34716796875,2.34716796875,2.47412109375,2.0,2.0,2.380859375,2.380859375,2.380859375,3.45361328125,3.45361328125,3.45361328125,3.3955078125,3.3955078125,4.4755859375,2.0,2.0,2.380859375,2.380859375,2.380859375,3.45361328125,3.45361328125,3.45361328125,3.3955078125,3.3955078125,4.4755859375
2015-01-01 12:00:00,2015-01-02 00:00:00,3.22900390625,3.22900390625,3.40380859375,3.40380859375,3.40380859375,3.16943359375,3.16943359375,3.16943359375,2.03662109375,2.03662109375,2.69189453125,3.22900390625,3.22900390625,3.40380859375,3.40380859375,3.40380859375,3.16943359375,3.16943359375,3.16943359375,2.03662109375,2.03662109375,2.69189453125,2.6572265625,2.6572265625,3.35205078125,3.35205078125,3.35205078125,3.71142578125,3.71142578125,3.71142578125,3.59423828125,3.59423828125,2.73193359375,2.6572265625,2.6572265625,3.35205078125,3.35205078125,3.35205078125,3.71142578125,3.71142578125,3.71142578125,3.59423828125,3.59423828125,2.73193359375
2015-01-01 12:00:00,2015-01-02 03:00:00,2.572265625,2.572265625,3.22265625,3.22265625,3.22265625,3.84375,3.84375,3.84375,3.74609375,3.74609375,3.42724609375,2.572265625,2.572265625,3.22265625,3.22265625,3.22265625,3.84375,3.84375,3.84375,3.74609375,3.74609375,3.42724609375,4.716796875,4.716796875,4.42919921875,4.42919921875,4.42919921875,4.4189453125,4.4189453125,4.4189453125,4.953125,4.953125,4.955078125,4.716796875,4.716796875,4.42919921875,4.42919921875,4.42919921875,4.4189453125,4.4189453125,4.4189453125,4.953125,4.953125,4.955078125
2015-01-01 12:00:00,2015-01-02 06:00:00,3.45751953125,3.45751953125,4.7509765625,4.7509765625,4.7509765625,4.96533203125,4.96533203125,4.96533203125,5.46728515625,5.46728515625,4.8173828125,3.45751953125,3.45751953125,4.7509765625,4.7509765625,4.7509765625,4.96533203125,4.96533203125,4.96533203125,5.46728515625,5.46728515625,4.8173828125,4.80126953125,4.80126953125,4.70263671875,4.70263671875,4.70263671875,5.00439453125,5.00439453125,5.00439453125,5.49853515625,5.49853515625,5.70654296875,4.80126953125,4.80126953125,4.70263671875,4.70263671875,4.70263671875,5.00439453125,5.00439453125,5.00439453125,5.49853515625,5.49853515625,5.70654296875
2015-01-01 12:00:00,2015-01-02 09:00:00,3.10009765625,3.10009765625,3.0439453125,3.0439453125,3.0439453125,3.26123046875,3.26123046875,3.26123046875,4.259765625,4.259765625,4.03173828125,3.10009765625,3.10009765625,3.0439453125,3.0439453125,3.0439453125,3.26123046875,3.26123046875,3.26123046875,4.259765625,4.259765625,4.03173828125,3.84716796875,3.84716796875,4.24951171875,4.24951171875,4.24951171875,4.73681640625,4.73681640625,4.73681640625,5.49365234375,5.49365234375,6.05615234375,3.84716796875,3.84716796875,4.24951171875,4.24951171875,4.24951171875,4.73681640625,4.73681640625,4.73681640625,5.49365234375,5.49365234375,6.05615234375
2015-01-01 12:00:00,2015-01-02 12:00:00,2.0,2.0,2.7548828125,2.7548828125,2.7548828125,3.3798828125,3.3798828125,3.3798828125,3.83544921875,3.83544921875,3.962890625,2.0,2.0,2.7548828125,2.7548828125,2.7548828125,3.3798828125,3.3798828125,3.3798828125,3.83544921875,3.83544921875,3.962890625,3.4072265625,3.4072265625,3.88427734375,3.88427734375,3.88427734375,4.19091796875,4.19091796875,4.19091796875,4.54833984375,4.54833984375,4.9033203125,3.4072265625,3.4072265625,3.88427734375,3.88427734375,3.88427734375,4.19091796875,4.19091796875,4.19091796875,4.54833984375,4.54833984375,4.9033203125
2015-01-01 18:00:00,2015-01-01 18:00:00,2.55810546875,2.55810546875,2.93310546875,2.93310546875,2.93310546875,2.0,2.0,2.0,3.310546875,3.310546875,4.482421875,2.55810546875,2.55810546875,2.93310546875,2.93310546875,2.93310546875,2.0,2.0,2.0,3.310546875,3.310546875,4.482421875,2.0,2.0,2.0,2.0,2.0,2.3671875,2.3671875,2.3671875,4.94287109375,4.94287109375,5.50830078125,2.0,2.0,2.0,2.0,2.0,2.3671875,2.3671875,2.3671875,4.94287109375,4.94287109375,5.50830078125
2015-01-01 18:00:00,2015-01-01 21:00:00,2.0,2.0,2.4541015625,2.4541015625,2.4541015625,3.046875,3.046875,3.046875,2.34716796875,2.34716796875,2.47412109375,2.0,2.0,2.4541015625,2.4541015625,2.4541015625,3.046875,3.046875,3.046875,2.34716796875,2.34716796875,2.47412109375,2.0,2.0,2.380859375,2.380859375,2.380859375,3.45361328125,3.45361328125,3.45361328125,3.3955078125,3.3955078125,4.4755859375,2.0,2.0,2.380859375,2.380859375,2.380859375,3.45361328125,3.45361328125,3.45361328125,3.3955078125,3.3955078125,4.4755859375
2015-01-01 18:00:00,2015-01-02 00:00:00,3.22900390625,3.22900390625,3.40380859375,3.40380859375,3.40380859375,3.16943359375,3.16943359375,3.16943359375,2.03662109375,2.03662109375,2.69189453125,3.22900390625,3.22900390625,3.40380859375,3.40380859375,3.40380859375,3.16943359375,3.16943359375,3.16943359375,2.03662109375,2.03662109375,2.69189453125,2.6572265625,2.6572265625,3.35205078125,3.35205078125,3.35205078125,3.71142578125,3.71142578125,3.71142578125,3.59423828125,3.59423828125,2.73193359375,2.6572265625,2.6572265625,3.35205078125,3.35205078125,3.35205078125,3.71142578125,3.71142578125,3.71142578125,3.59423828125,3.59423828125,2.73193359375
2015-01-01 18:00:00,2015-01-02 03:00:00,2.572265625,2.572265625,3.22265625,3.22265625,3.22265625,3.84375,3.84375,3.84375,3.74609375,3.74609375,3.42724609375,2.572265625,2.572265625,3.22265625,3.22265625,3.22265625,3.84375,3.84375,3.84375,3.74609375,3.74609375,3.42724609375,4.716796875,4.716796875,4.42919921875,4.42919921875,4.42919921875,4.4189453125,4.4189453125,4.4189453125,4.953125,4.953125,4.955078125,4.716796875,4.716796875,4.42919921875,4.42919921875,4.42919921875,4.4189453125,4.4189453125,4.4189453125,4.953125,4.953125,4.955078125
2015-01-01 18:00:00,2015-01-02 06:00:00,3.45751953125,3.45751953125,4.7509765625,4.7509765625,4.7509765625,4.96533203125,4.96533203125,4.96533203125,5.46728515625,5.46728515625,4.8173828125,3.45751953125,3.45751953125,4.7509765625,4.7509765625,4.7509765625,4.96533203125,4.96533203125,4.96533203125,5.46728515625,5.46728515625,4.8173828125,4.80126953125,4.80126953125,4.70263671875,4.70263671875,4.70263671875,5.00439453125,5.00439453125,5.00439453125,5.49853515625,5.49853515625,5.70654296875,4.80126953125,4.80126953125,4.70263671875,4.70263671875,4.70263671875,5.00439453125,5.00439453125,5.00439453125,5.49853515625,5.49853515625,5.70654296875
2015-01-01 18:00:00,2015-01-02 09:00:00,3.10009765625,3.10009765625,3.0439453125,3.0439453125,3.0439453125,3.26123046875,3.26123046875,3.26123046875,4.259765625,4.259765625,4.03173828125,3.10009765625,3.10009765625,3.0439453125,3.0439453125,3.0439453125,3.26123046875,3.26123046875,3.26123046875,4.259765625,4.259765625,4.03173828125,3.84716796875,3.84716796875,4.24951171875,4.24951171875,4.24951171875,4.73681640625,4.73681640625,4.73681640625,5.49365234375,5.49365234375,6.05615234375,3.84716796875,3.84716796875,4.24951171875,4.24951171875,4.24951171875,4.73681640625,4.73681640625,4.73681640625,5.49365234375,5.49365234375,6.05615234375
2015-01-01 18:00:00,2015-01-02 12:00:00,2.0,2.0,2.7548828125,2.7548828125,2.7548828125,3.3798828125,3.3798828125,3.3798828125,3.83544921875,3.83544921875,3.962890625,2.0,2.0,2.7548828125,2.7548828125,2.7548828125,3.3798828125,3.3798828125,3.3798828125,3.83544921875,3.83544921875,3.962890625,3.4072265625,3.4072265625,3.88427734375,3.88427734375,3.88427734375,4.19091796875,4.19091796875,4.19091796875,4.54833984375,4.54833984375,4.9033203125,3.4072265625,3.4072265625,3.88427734375,3.88427734375,3.88427734375,4.19091796875,4.19091796875,4.19091796875,4.54833984375,4.54833984375,4.9033203125
2015-01-01 18:00:00,2015-01-02 15:00:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.62646484375,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.62646484375,2.3125,2.3125,2.322265625,2.322265625,2.322265625,2.6806640625,2.6806640625,2.6806640625,3.294921875,3.294921875,3.5869140625,2.3125,2.3125,2.322265625,2.322265625,2.322265625,2.6806640625,2.6806640625,2.6806640625,3.294921875,3.294921875,3.5869140625
2015-01-01 18:00:00,2015-01-02 18:00:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0546875,2.0546875,2.0546875,2.498046875,2.498046875,2.498046875,2.6630859375,2.6630859375,2.4580078125,2.0,2.0,2.0546875,2.0546875,2.0546875,2.498046875,2.498046875,2.498046875,2.6630859375,2.6630859375,2.4580078125
2015-01-02 12:00:00,2015-01-02 12:00:00,2.0,2.0,2.56640625,2.56640625,2.56640625,3.154296875,3.154296875,3.154296875,3.64794921875,3.64794921875,3.67529296875,2.0,2.0,2.56640625,2.56640625,2.56640625,3.154296875,3.154296875,3.154296875,3.64794921875,3.64794921875,3.67529296875,3.0400390625,3.0400390625,3.56201171875,3.56201171875,3.56201171875,3.86328125,3.86328125,3.86328125,4.2548828125,4.2548828125,4.54638671875,3.0400390625,3.0400390625,3.56201171875,3.56201171875,3.56201171875,3.86328125,3.86328125,3.86328125,4.2548828125,4.2548828125,4.54638671875
2015-01-02 12:00:00,2015-01-02 15:00:00,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.32470703125,2.32470703125,2.32470703125,2.849609375,2.849609375,3.1083984375,2.0,2.0,2.0,2.0,2.0,2.32470703125,2.32470703125,2.32470703125,2.849609375,2.849609375,3.1083984375
2015-01-02 12:00:00,2015-01-02 18:00:00,2.31884765625,2.31884765625,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.31884765625,2.31884765625,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0283203125,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0283203125
2015-01-02 12:00:00,2015-01-02 21:00:00,2.6083984375,2.6083984375,2.48876953125,2.48876953125,2.48876953125,2.03857421875,2.03857421875,2.03857421875,2.759765625,2.759765625,3.21875,2.6083984375,2.6083984375,2.48876953125,2.48876953125,2.48876953125,2.03857421875,2.03857421875,2.03857421875,2.759765625,2.759765625,3.21875,2.65478515625,2.65478515625,2.35498046875,2.35498046875,2.35498046875,2.6630859375,2.6630859375,2.6630859375,2.96533203125,2.96533203125,3.25146484375,2.65478515625,2.65478515625,2.35498046875,2.35498046875,2.35498046875,2.6630859375,2.6630859375,2.6630859375,2.96533203125,2.96533203125,3.25146484375
2015-01-02 12:00:00,2015-01-03 00:00:00,2.603515625,2.603515625,2.54443359375,2.54443359375,2.54443359375,2.0,2.0,2.0,2.15966796875,2.15966796875,3.25732421875,2.603515625,2.603515625,2.54443359375,2.54443359375,2.54443359375,2.0,2.0,2.0,2.15966796875,2.15966796875,3.25732421875,2.62158203125,2.62158203125,2.7177734375,2.7177734375,2.7177734375,2.814453125,2.814453125,2.814453125,2.94482421875,2.94482421875,2.60888671875,2.62158203125,2.62158203125,2.7177734375,2.7177734375,2.7177734375,2.814453125,2.814453125,2.814453125,2.94482421875,2.94482421875,2.60888671875
2015-01-02 12:00:00,2015-01-03 03:00:00,2.0,2.0,2.2978515625,2.2978515625,2.2978515625,2.0,2.0,2.0,2.0,2.0,3.185546875,2.0,2.0,2.2978515625,2.2978515625,2.2978515625,2.0,2.0,2.0,2.0,2.0,3.185546875,2.0,2.0,2.0,2.0,2.0,2.05419921875,2.05419921875,2.05419921875,3.0234375,3.0234375,3.2939453125,2.0,2.0,2.0,2.0,2.0,2.05419921875,2.05419921875,2.05419921875,3.0234375,3.0234375,3.2939453125
