emission_time,validate_time,latitude,longitude,dwi_sin,dwi_cos,wind,shww,mdts_sin,mdts_cos,shts
2015-01-01 12:00:00,2015-01-01 21:00:00,43.585,-3.26,-0.3174504,-0.94827485,2.474121,0.10757938,-0.046237014,0.9989305,0.4459772
2015-01-01 12:00:00,2015-01-01 21:00:00,43.71,-4.51,-0.5865299,-0.8099276,2.0,0.015374336,-0.7330454,0.6801797,0.5516062
2015-01-01 12:00:00,2015-01-01 21:00:00,43.71,-4.385,-0.5799396,-0.8146595,2.0,0.020108376,-0.7253947,0.6883331,0.5556421
2015-01-01 12:00:00,2015-01-01 21:00:00,43.71,-4.26,-0.58166015,-0.8134319,2.3808594,0.025487099,-0.7163225,0.6977694,0.55899906
2015-01-01 12:00:00,2015-01-01 21:00:00,43.71,-4.135,-0.5961511,-0.80287224,2.3808594,0.035271797,-0.7384935,0.6742606,0.5627222
2015-01-01 12:00:00,2015-01-01 21:00:00,43.71,-4.01,-0.5421353,-0.8402912,2.3808594,0.058388863,-0.7350825,0.6779777,0.56254673
2015-01-01 12:00:00,2015-01-01 21:00:00,43.71,-3.885,-0.4863147,-0.8737837,3.4536133,0.08150211,-0.73165244,0.6816778,0.5624857
2015-01-01 12:00:00,2015-01-01 21:00:00,43.71,-3.76,-0.46918583,-0.88309944,3.4536133,0.09363285,-0.73258144,0.68067944,0.56356907
2015-01-01 12:00:00,2015-01-01 21:00:00,43.71,-3.635,-0.3259713,-0.9453797,3.4536133,0.097684056,-0.7312808,0.6820765,0.5628977
2015-01-01 12:00:00,2015-01-01 21:00:00,43.71,-3.51,-0.18097863,-0.983487,3.3955078,0.10110584,-0.72454935,0.68922293,0.5623102
2015-01-01 12:00:00,2015-01-01 21:00:00,43.71,-3.385,-0.09769505,-0.99521637,3.3955078,0.12413135,-0.6214698,0.7834381,0.5541315
2015-01-01 12:00:00,2015-01-01 21:00:00,43.71,-3.26,0.13057666,-0.9914382,4.475586,0.17581668,-0.5956133,0.8032713,0.541131
2015-01-01 12:00:00,2015-01-01 21:00:00,43.835,-4.51,-0.68081343,-0.73245686,2.0,0.019124184,-0.866993,0.4983203,0.6368494
2015-01-01 12:00:00,2015-01-01 21:00:00,43.835,-4.385,-0.54899156,-0.8358279,2.0,0.024804268,-0.86746806,0.49749285,0.6326761
2015-01-01 12:00:00,2015-01-01 21:00:00,43.835,-4.26,-0.55018765,-0.83504105,2.3808594,0.030175362,-0.8608819,0.50880474,0.6360254
2015-01-01 12:00:00,2015-01-01 21:00:00,43.835,-4.135,-0.52935565,-0.8484,2.3808594,0.03989521,-0.8563387,0.51641464,0.63751316
2015-01-01 12:00:00,2015-01-01 21:00:00,43.835,-4.01,-0.42232502,-0.9064445,2.3808594,0.066449314,-0.8585836,0.5126735,0.632638
2015-01-01 12:00:00,2015-01-01 21:00:00,43.835,-3.885,-0.3606107,-0.9327164,3.4536133,0.08951679,-0.8560568,0.5168817,0.6325693
2015-01-01 12:00:00,2015-01-01 21:00:00,43.835,-3.76,-0.29538587,-0.95537806,3.4536133,0.12275806,-0.84993696,0.5268844,0.6267023
2015-01-01 12:00:00,2015-01-01 21:00:00,43.835,-3.635,-0.18024112,-0.98362243,3.4536133,0.14923206,-0.84370023,0.53681463,0.619195
2015-01-01 12:00:00,2015-01-01 21:00:00,43.835,-3.51,-0.022922741,-0.99973726,3.3955078,0.15332142,-0.8427472,0.5383096,0.61859226
2015-01-01 12:00:00,2015-01-01 21:00:00,43.835,-3.385,0.07728625,-0.9970089,3.3955078,0.1740314,-0.8358533,0.5489529,0.6072321
2015-01-01 12:00:00,2015-01-01 21:00:00,43.835,-3.26,0.24983513,-0.96828836,4.475586,0.21921268,-0.82072985,0.5713165,0.5930414
