emission_time,validate_time,"dwi_sin(-4.51,43.46)","dwi_sin(-4.385,43.46)","dwi_sin(-4.26,43.46)","dwi_sin(-4.135,43.46)","dwi_sin(-4.01,43.46)","dwi_sin(-3.885,43.46)","dwi_sin(-3.76,43.46)","dwi_sin(-3.635,43.46)","dwi_sin(-3.51,43.46)","dwi_sin(-3.385,43.46)","dwi_sin(-3.26,43.46)","dwi_sin(-4.51,43.585)","dwi_sin(-4.385,43.585)","dwi_sin(-4.26,43.585)","dwi_sin(-4.135,43.585)","dwi_sin(-4.01,43.585)","dwi_sin(-3.885,43.585)","dwi_sin(-3.76,43.585)","dwi_sin(-3.635,43.585)","dwi_sin(-3.51,43.585)","dwi_sin(-3.385,43.585)","dwi_sin(-3.26,43.585)","dwi_sin(-4.51,43.71)","dwi_sin(-4.385,43.71)","dwi_sin(-4.26,43.71)","dwi_sin(-4.135,43.71)","dwi_sin(-4.01,43.71)","dwi_sin(-3.885,43.71)","dwi_sin(-3.76,43.71)","dwi_sin(-3.635,43.71)","dwi_sin(-3.51,43.71)","dwi_sin(-3.385,43.71)","dwi_sin(-3.26,43.71)","dwi_sin(-4.51,43.835)","dwi_sin(-4.385,43.835)","dwi_sin(-4.26,43.835)","dwi_sin(-4.135,43.835)","dwi_sin(-4.01,43.835)","dwi_sin(-3.885,43.835)","dwi_sin(-3.76,43.835)","dwi_sin(-3.635,43.835)","dwi_sin(-3.51,43.835)","dwi_sin(-3.385,43.835)","dwi_sin(-3.26,43.835)"
2015-01-01 12:00:00,2015-01-01 12:00:00,0.8702254891395569,0.9185992479324341,0.9697967767715454,0.988895833492279,0.9938589334487915,0.9975407719612122,0.9991328716278076,0.9995498657226562,0.9948422312736511,0.9881100058555603,0.9673987627029419,0.9546881914138794,0.9596169590950012,0.9852848649024963,0.9991121292114258,0.9998747706413269,0.9998266696929932,0.9986210465431213,0.9955283999443054,0.9880049824714661,0.9789429903030396,0.9631255269050598,0.9952720403671265,0.9958972334861755,0.9975694417953491,0.9930233359336853,0.9896257519721985,0.9855200052261353,0.9796366095542908,0.9723719954490662,0.9637511372566223,0.9496217966079712,0.9355784058570862,0.9705241918563843,0.9638011455535889,0.9690187573432922,0.9715665578842163,0.9642812609672546,0.9570566415786743,0.9491238594055176,0.9392752051353455,0.9272701740264893,0.9164508581161499,0.9009537100791931
2015-01-01 12:00:00,2015-01-01 15:00:00,0.8956061601638794,0.9778077602386475,0.9830165505409241,0.9185726046562195,0.9663020968437195,0.9946398138999939,0.998665452003479,0.9969273805618286,0.9944782257080078,0.9929346442222595,0.9897794723510742,0.9717556834220886,0.9817131757736206,0.9959709644317627,0.9255116581916809,0.9446021914482117,0.9793274998664856,0.9938628077507019,0.9921538233757019,0.989095151424408,0.9848920702934265,0.9803591370582581,0.9805636405944824,0.9759425520896912,0.9736968278884888,0.9361550211906433,0.9515689015388489,0.9649419784545898,0.9795956015586853,0.9773990511894226,0.9749894738197327,0.9686896204948425,0.9607835412025452,0.9129519462585449,0.9257696270942688,0.9220594167709351,0.9207280278205872,0.9315842390060425,0.9475449323654175,0.9530200958251953,0.9477734565734863,0.9442829489707947,0.9368900656700134,0.9261558055877686
2015-01-01 12:00:00,2015-01-01 18:00:00,-0.8889850974082947,-0.9450953602790833,-0.9926865100860596,-0.9999807476997375,-0.999862790107727,-0.9996188879013062,-0.99809730052948,0.05308293178677559,0.9547156691551208,0.9591477513313293,0.9571967124938965,-0.7642433047294617,-0.5969564914703369,-0.689489483833313,-0.881888210773468,-0.9236974120140076,-0.9148448705673218,-0.9159973859786987,-0.5548346042633057,0.9265433549880981,0.9523328542709351,0.94730144739151,-0.5368953347206116,-0.19595769047737122,0.3774511218070984,0.6529160737991333,0.9701475501060486,0.9104969501495361,0.8731273412704468,0.8994795083999634,0.9256688356399536,0.9464243054389954,0.9364086389541626,-0.2621740400791168,-0.05566990002989769,0.7945565581321716,0.9473463296890259,0.9795838594436646,0.9616548418998718,0.8906029462814331,0.909195601940155,0.9251003265380859,0.9233300089836121,0.9116212129592896
2015-01-01 12:00:00,2015-01-01 21:00:00,0.8876475691795349,0.9974009394645691,0.017026228830218315,-0.3112371563911438,-0.4230663776397705,-0.5359335541725159,-0.5942336916923523,-0.6914762258529663,-0.777457058429718,-0.7141221165657043,-0.5038478374481201,0.9877229928970337,0.9921526908874512,-0.006221341900527477,-0.4326176941394806,-0.38729265332221985,-0.4842284023761749,-0.5176218152046204,-0.45679789781570435,-0.5506430864334106,-0.5268082618713379,-0.3174504041671753,-0.5865299105644226,-0.579939603805542,-0.5816601514816284,-0.5961511135101318,-0.5421352982521057,-0.48631471395492554,-0.46918582916259766,-0.3259713053703308,-0.18097862601280212,-0.09769505262374878,0.13057665526866913,-0.6808134317398071,-0.5489915609359741,-0.5501876473426819,-0.5293556451797485,-0.4223250150680542,-0.360610693693161,-0.29538586735725403,-0.18024112284183502,-0.022922741249203682,0.0772862508893013,0.24983513355255127
2015-01-01 12:00:00,2015-01-02 00:00:00,-0.9816590547561646,-0.9875434041023254,-0.9940633773803711,-0.996898353099823,-0.9936215281486511,-0.9888535737991333,-0.9868254661560059,-0.9871869683265686,-0.9875434041023254,-0.9496873617172241,-0.7404450178146362,-0.9931758046150208,-0.9998716115951538,-0.9993968605995178,-0.9971766471862793,-0.997663140296936,-0.999293327331543,-0.999977171421051,-0.9982169270515442,-0.9983310103416443,-0.9846171140670776,-0.8954644799232483,-0.9990379214286804,-0.9896420836448669,-0.9701313376426697,-0.9536768794059753,-0.9550511837005615,-0.9563356041908264,-0.9679432511329651,-0.9854003190994263,-0.9957614541053772,-0.9990994334220886,-0.9603250622749329,-0.9938621520996094,-0.986319899559021,-0.9651281237602234,-0.9378024935722351,-0.9242064952850342,-0.9258641004562378,-0.9440675377845764,-0.9722910523414612,-0.9880908131599426,-0.9983270764350891,-0.9476280808448792
2015-01-01 12:00:00,2015-01-02 03:00:00,-0.9999493360519409,-0.9770075082778931,-0.8634686470031738,-0.757757306098938,-0.7679833769798279,-0.7786486744880676,-0.7995811104774475,-0.8807802200317383,-0.9418497085571289,-0.9191158413887024,-0.8286683559417725,-0.9932726621627808,-0.9986988306045532,-0.9863594770431519,-0.9093260765075684,-0.8794206976890564,-0.8862090706825256,-0.8890741467475891,-0.9029245972633362,-0.9503551721572876,-0.9588937163352966,-0.9199131727218628,-0.9682400822639465,-0.9811483025550842,-0.9896457195281982,-0.9999526143074036,-0.9973033666610718,-0.9880595803260803,-0.9853134751319885,-0.9821288585662842,-0.979546844959259,-0.9819261431694031,-0.9678494334220886,-0.9564327001571655,-0.9618639945983887,-0.9743726849555969,-0.983377993106842,-0.9890854954719543,-0.997654378414154,-0.9999001026153564,-0.9999908804893494,-0.9997695088386536,-0.9930950999259949,-0.9794953465461731
2015-01-01 12:00:00,2015-01-02 06:00:00,-0.6353650689125061,-0.6173362135887146,-0.5906469225883484,-0.5738247632980347,-0.666565477848053,-0.7554559707641602,-0.8087244033813477,-0.9164049625396729,-0.980940580368042,-0.9834339618682861,-0.9780120253562927,-0.8314959406852722,-0.7855257391929626,-0.7667646408081055,-0.7482301592826843,-0.7420350909233093,-0.8103553056716919,-0.8587154150009155,-0.9002741575241089,-0.9644087553024292,-0.989932656288147,-0.992493748664856,-0.9718414545059204,-0.9562588334083557,-0.9440596699714661,-0.9336646795272827,-0.9254617691040039,-0.9169906377792358,-0.9370644092559814,-0.9508551359176636,-0.9641695618629456,-0.988582968711853,-0.9971633553504944,-0.9988547563552856,-0.998128354549408,-0.9950549006462097,-0.990817129611969,-0.987091600894928,-0.9834402203559875,-0.9784928560256958,-0.9792940020561218,-0.9868805408477783,-0.9908033013343811,-0.9970558881759644
2015-01-01 12:00:00,2015-01-02 09:00:00,-0.6777070760726929,-0.7043860554695129,-0.7413136959075928,-0.7630638480186462,-0.8220033049583435,-0.8764287829399109,-0.9091160297393799,-0.9715228080749512,-0.9987818002700806,-0.9979718327522278,-0.9889772534370422,-0.9025389552116394,-0.8869059085845947,-0.9056705832481384,-0.9240339398384094,-0.9169967174530029,-0.9493498802185059,-0.9659774303436279,-0.9751866459846497,-0.9980714917182922,-0.9995789527893066,-0.9999992251396179,-0.9966514706611633,-0.9971601963043213,-0.9961951375007629,-0.9947446584701538,-0.9975845813751221,-0.9993067979812622,-0.9985253214836121,-0.9995378851890564,-0.9999253749847412,-0.9957647323608398,-0.9926791191101074,-0.967324435710907,-0.964927613735199,-0.9619461297988892,-0.9589567184448242,-0.9592992067337036,-0.9676004648208618,-0.9720278978347778,-0.9746465682983398,-0.9795811772346497,-0.9826732873916626,-0.9793750047683716
2015-01-01 12:00:00,2015-01-02 12:00:00,-0.3550957143306732,-0.45566773414611816,-0.5930745005607605,-0.6692636013031006,-0.7470608949661255,-0.8201723694801331,-0.8570839166641235,-0.9177553057670593,-0.9622073173522949,-0.9685157537460327,-0.9730442762374878,-0.6431596875190735,-0.5606685280799866,-0.6543142795562744,-0.7485094666481018,-0.8025825023651123,-0.858468234539032,-0.9049379825592041,-0.9454547166824341,-0.9761130213737488,-0.9911679029464722,-0.9953643083572388,-0.8510375618934631,-0.8140015006065369,-0.8148523569107056,-0.8511629700660706,-0.8932895064353943,-0.9292414784431458,-0.9604043960571289,-0.984613299369812,-0.9977098107337952,-0.999912440776825,-0.9969460368156433,-0.9156714677810669,-0.9297695755958557,-0.9303082227706909,-0.9347148537635803,-0.9558275938034058,-0.9778507351875305,-0.9900594353675842,-0.9979389905929565,-0.9991136193275452,-0.9947327375411987,-0.9873380064964294
2015-01-01 18:00:00,2015-01-01 18:00:00,-0.8889850974082947,-0.9450953602790833,-0.9926865100860596,-0.9999807476997375,-0.999862790107727,-0.9996188879013062,-0.99809730052948,0.05308293178677559,0.9547156691551208,0.9591477513313293,0.9571967124938965,-0.7642433047294617,-0.5969564914703369,-0.689489483833313,-0.881888210773468,-0.9236974120140076,-0.9148448705673218,-0.9159973859786987,-0.5548346042633057,0.9265433549880981,0.9523328542709351,0.94730144739151,-0.5368953347206116,-0.19595769047737122,0.3774511218070984,0.6529160737991333,0.9701475501060486,0.9104969501495361,0.8731273412704468,0.8994795083999634,0.9256688356399536,0.9464243054389954,0.9364086389541626,-0.2621740400791168,-0.05566990002989769,0.7945565581321716,0.9473463296890259,0.9795838594436646,0.9616548418998718,0.8906029462814331,0.909195601940155,0.9251003265380859,0.9233300089836121,0.9116212129592896
