
Archivo: asturias_este.csv
Línea 1046: 2014-06-20 12:00:00,2014-06-20 12:00:00,0.0,0.0,1.0,None,None,0.5,0.25,None,None,None,1.0,0.5
Línea 1055: 2014-06-20 18:00:00,2014-06-20 18:00:00,0.0,0.0,1.0,None,None,0.5,0.25,None,None,None,1.0,0.5
Línea 1190: 2014-06-28 12:00:00,2014-06-28 12:00:00,315.0,-0.7071067811865477,0.7071067811865474,None,None,1.25,1.75,315.0,-0.7071067811865477,0.7071067811865474,1.25,1.0
Línea 2891: 2014-09-30 18:00:00,2014-09-30 18:00:00,None,None,None,None,None,0.5,0.25,315.0,-0.7071067811865477,0.7071067811865474,1.25,1.0
Línea 2892: 2014-09-30 18:00:00,2014-09-30 21:00:00,None,None,None,None,None,0.5,0.25,315.0,-0.7071067811865477,0.7071067811865474,1.25,1.0
Línea 3989: 2014-11-30 18:00:00,2014-11-30 18:00:00,315.0,-0.7071067811865477,0.7071067811865474,None,None,1.25,0.75,315.0,-0.7071067811865477,0.7071067811865474,3.0,2.0
Línea 3990: 2014-11-30 18:00:00,2014-11-30 21:00:00,315.0,-0.7071067811865477,0.7071067811865474,None,None,1.25,0.75,315.0,-0.7071067811865477,0.7071067811865474,3.0,2.0
Línea 5114: 2015-02-01 12:00:00,2015-02-01 12:00:00,315.0,-0.7071067811865477,0.7071067811865474,None,None,1.25,1.75,315.0,-0.7071067811865477,0.7071067811865474,4.0,3.5
Línea 5177: 2015-02-04 18:00:00,2015-02-04 18:00:00,45.0,0.7071067811865475,0.7071067811865476,13.8,10.7,None,None,315.0,-0.7071067811865477,0.7071067811865474,3.0,2.5
Línea 5178: 2015-02-04 18:00:00,2015-02-04 21:00:00,45.0,0.7071067811865475,0.7071067811865476,10.7,7.9,None,None,315.0,-0.7071067811865477,0.7071067811865474,3.0,2.5
Línea 5179: 2015-02-04 18:00:00,2015-02-05 00:00:00,45.0,0.7071067811865475,0.7071067811865476,10.7,7.9,None,None,315.0,-0.7071067811865477,0.7071067811865474,3.0,2.5
Línea 5180: 2015-02-04 18:00:00,2015-02-05 03:00:00,45.0,0.7071067811865475,0.7071067811865476,10.7,7.9,None,None,315.0,-0.7071067811865477,0.7071067811865474,3.0,2.5
Línea 5181: 2015-02-04 18:00:00,2015-02-05 06:00:00,45.0,0.7071067811865475,0.7071067811865476,10.7,7.9,None,None,315.0,-0.7071067811865477,0.7071067811865474,3.0,2.5
Línea 5182: 2015-02-04 18:00:00,2015-02-05 09:00:00,45.0,0.7071067811865475,0.7071067811865476,10.7,7.9,None,None,315.0,-0.7071067811865477,0.7071067811865474,3.0,2.5
Línea 5183: 2015-02-04 18:00:00,2015-02-05 12:00:00,45.0,0.7071067811865475,0.7071067811865476,10.7,7.9,None,None,315.0,-0.7071067811865477,0.7071067811865474,2.25,2.0
Línea 5195: 2015-02-05 18:00:00,2015-02-05 18:00:00,45.0,0.7071067811865475,0.7071067811865476,None,None,2.5,1.75,337.5,-0.38268343236508956,0.9238795325112868,2.25,2.0
Línea 5196: 2015-02-05 18:00:00,2015-02-05 21:00:00,45.0,0.7071067811865475,0.7071067811865476,None,None,2.5,1.75,337.5,-0.38268343236508956,0.9238795325112868,2.25,2.0
Línea 5798: 2015-03-11 12:00:00,2015-03-11 12:00:00,90.0,1.0,6.123233995736766e-17,None,None,0.5,0.25,315.0,-0.7071067811865477,0.7071067811865474,2.25,2.0
Línea 8183: 2015-07-21 18:00:00,2015-07-21 18:00:00,270.0,-1.0,-1.8369701987210297e-16,None,None,0.5,0.25,315.0,-0.7071067811865477,0.7071067811865474,1.25,1.0
Línea 8201: 2015-07-22 18:00:00,2015-07-22 18:00:00,67.5,0.9238795325112867,0.38268343236508984,None,None,0.5,0.25,315.0,-0.7071067811865477,0.7071067811865474,1.25,1.0
Línea 8202: 2015-07-22 18:00:00,2015-07-22 21:00:00,67.5,0.9238795325112867,0.38268343236508984,None,None,0.5,0.25,315.0,-0.7071067811865477,0.7071067811865474,1.25,1.0
Línea 10145: 2015-11-07 18:00:00,2015-11-07 18:00:00,90.0,1.0,6.123233995736766e-17,7.9,5.4,None,None,315.0,-0.7071067811865477,0.7071067811865474,1.25,1.0
Línea 10146: 2015-11-07 18:00:00,2015-11-07 21:00:00,90.0,1.0,6.123233995736766e-17,10.7,7.9,None,None,315.0,-0.7071067811865477,0.7071067811865474,1.25,1.0
Línea 10577: 2015-12-01 18:00:00,2015-12-01 18:00:00,180.0,1.2246467991473532e-16,-1.0,None,None,0.5,0.25,None,None,None,2.0,1.5
Línea 10578: 2015-12-01 18:00:00,2015-12-01 21:00:00,180.0,1.2246467991473532e-16,-1.0,None,None,0.5,0.25,None,None,None,2.0,1.5
Línea 10586: 2015-12-02 12:00:00,2015-12-02 12:00:00,None,None,None,None,None,0.5,0.25,292.5,-0.9238795325112867,0.38268343236509006,2.0,1.5
Línea 10658: 2015-12-06 12:00:00,2015-12-06 12:00:00,None,None,None,None,None,0.5,0.25,315.0,-0.7071067811865477,0.7071067811865474,3.25,3.0
Línea 10847: 2015-12-16 18:00:00,2015-12-16 18:00:00,135.0,0.7071067811865476,-0.7071067811865475,None,None,1.25,0.75,315.0,-0.7071067811865477,0.7071067811865474,2.0,1.5
Línea 12998: 2016-04-14 12:00:00,2016-04-14 12:00:00,180.0,0.0,-1.0,None,None,0.5,0.25,None,None,None,1.0,0.5
